Machines > Bridgeport Mill 2 > Spindle > Y-Radial > Band 1,,,Machines > Bridgeport Mill 2 > Spindle > Y-Radial > Damage Accumulation,,,Machines > Bridgeport Mill 2 > Spindle > X-Axial > Peak Acceleration,,,Machines > Bridgeport Mill 2 > Spindle > X-Axial > Peak Velocity,,,Machines > Bridgeport Mill 2 > Spindle > X-Axial > RMS Velocity,,,Machines > Bridgeport Mill 2 > Spindle > X-Axial > Temperature,,,Machines > Bridgeport Mill 2 > Spindle > X-Axial > Band 1,,,Machines > Bridgeport Mill 2 > Spindle > X-Axial > Damage Accumulation,,,Machines > Bridgeport Mill 2 > Spindle > Y-Radial > Peak Acceleration,,,Machines > Bridgeport Mill 2 > Spindle > Y-Radial > Peak Velocity,,,Machines > Bridgeport Mill 2 > Spindle > Y-Radial > RMS Velocity,,,Machines > Bridgeport Mill 2 > Spindle > Y-Radial > Temperature,,,Machines > Bridgeport Mill 2 > Spindle > Battery Voltage,
2/18/20 7:02,0.002585,,2/18/20 7:02,0.9948952,,2/18/20 7:22,0.0556736,,2/18/20 7:22,0.0093885,,2/18/20 7:22,0.002791,,2/18/20 7:03,64.43845215,,2/18/20 7:22,0.0019819,,2/18/20 7:22,1.0520472,,2/18/20 7:02,0.0466069,,2/18/20 7:02,0.0091785,,2/18/20 7:02,0.0029372,,2/18/20 7:03,64.43845215,,2/18/20 7:03,3.157020807
2/18/20 7:12,0.0014932,,2/18/20 7:12,1.0487661,,2/18/20 7:32,0.0442289,,2/18/20 7:32,0.0074911,,2/18/20 7:32,0.0027751,,2/18/20 7:13,64.29751816,,2/18/20 7:32,0.0015229,,2/18/20 7:32,0.9757131,,2/18/20 7:12,0.0460675,,2/18/20 7:12,0.0098856,,2/18/20 7:12,0.0029046,,2/18/20 7:13,64.29751816,,2/18/20 7:13,3.157216072
2/18/20 7:22,0.0023775,,2/18/20 7:22,0.9893949,,2/18/20 7:42,0.0475632,,2/18/20 7:42,0.0108223,,2/18/20 7:42,0.0040328,,2/18/20 7:23,64.26229324,,2/18/20 7:42,0.0029687,,2/18/20 7:42,0.9994035,,2/18/20 7:22,0.0417004,,2/18/20 7:22,0.0102683,,2/18/20 7:22,0.0029748,,2/18/20 7:23,64.26229324,,2/18/20 7:23,3.157020807
2/18/20 7:32,0.0020989,,2/18/20 7:32,1.0194776,,2/18/20 7:52,0.0485075,,2/18/20 7:52,0.0089438,,2/18/20 7:52,0.0031677,,2/18/20 7:32,64.05087166,,2/18/20 7:52,0.002416,,2/18/20 7:52,1.0049302,,2/18/20 7:32,0.0473619,,2/18/20 7:32,0.010075,,2/18/20 7:32,0.0030426,,2/18/20 7:32,64.05087166,,2/18/20 7:32,3.156727552
2/18/20 7:42,0.0021638,,2/18/20 7:42,1.0039983,,2/18/20 8:03,0.0458279,,2/18/20 8:03,0.0101285,,2/18/20 8:03,0.0034322,,2/18/20 7:42,63.9099823,,2/18/20 8:03,0.0035239,,2/18/20 8:03,1.0330409,,2/18/20 7:42,0.0401612,,2/18/20 7:42,0.009662,,2/18/20 7:42,0.0031598,,2/18/20 7:42,63.9099823,,2/18/20 7:42,3.156630039
2/18/20 7:52,0.0021721,,2/18/20 7:52,1.0314593,,2/18/20 8:12,0.0470461,,2/18/20 8:12,0.0105107,,2/18/20 8:12,0.0029338,,2/18/20 7:52,63.76904831,,2/18/20 8:12,0.0028833,,2/18/20 8:12,0.9853398,,2/18/20 7:52,0.0438305,,2/18/20 7:52,0.0086538,,2/18/20 7:52,0.003134,,2/18/20 7:52,63.76904831,,2/18/20 7:52,3.156434536
2/18/20 8:03,0.0022561,,2/18/20 8:03,1.0181287,,2/18/20 8:22,0.0447944,,2/18/20 8:22,0.0092557,,2/18/20 8:22,0.0031111,,2/18/20 8:03,63.5928894,,2/18/20 8:22,0.0021068,,2/18/20 8:22,0.9869854,,2/18/20 8:03,0.0481028,,2/18/20 8:03,0.0088626,,2/18/20 8:03,0.0032643,,2/18/20 8:03,63.5928894,,2/18/20 8:03,3.156044006
2/18/20 8:12,0.0029757,,2/18/20 8:12,1.0082958,,2/18/20 8:32,0.045194,,2/18/20 8:32,0.0112791,,2/18/20 8:32,0.0036621,,2/18/20 8:13,63.55766792,,2/18/20 8:32,0.0034177,,2/18/20 8:32,0.991928,,2/18/20 8:12,0.0475373,,2/18/20 8:12,0.0088783,,2/18/20 8:12,0.002756,,2/18/20 8:13,63.55766792,,2/18/20 8:13,3.155848742
2/18/20 8:22,0.0025183,,2/18/20 8:22,0.9888343,,2/18/20 8:42,0.0415349,,2/18/20 8:42,0.0090462,,2/18/20 8:42,0.0034233,,2/18/20 8:23,63.27579994,,2/18/20 8:42,0.0030076,,2/18/20 8:42,0.9869967,,2/18/20 8:22,0.0373284,,2/18/20 8:22,0.010007,,2/18/20 8:22,0.0030052,,2/18/20 8:23,63.27579994,,2/18/20 8:23,3.156337023
2/18/20 8:32,0.0023469,,2/18/20 8:32,1.0122255,,2/18/20 8:52,0.0429233,,2/18/20 8:52,0.0082933,,2/18/20 8:52,0.0027308,,2/18/20 8:32,63.52240181,,2/18/20 8:52,0.0026232,,2/18/20 8:52,0.9545556,,2/18/20 8:32,0.0410912,,2/18/20 8:32,0.0100391,,2/18/20 8:32,0.0031413,,2/18/20 8:32,63.52240181,,2/18/20 8:32,3.155848742
2/18/20 8:42,0.0020188,,2/18/20 8:42,0.9742543,,2/18/20 9:02,0.0455279,,2/18/20 9:02,0.0093927,,2/18/20 9:02,0.0035077,,2/18/20 8:42,63.24057846,,2/18/20 9:02,0.0034081,,2/18/20 9:02,0.9959438,,2/18/20 8:42,0.0428239,,2/18/20 8:42,0.0075871,,2/18/20 8:42,0.0028326,,2/18/20 8:42,63.24057846,,2/18/20 8:42,3.155457735
2/18/20 8:52,0.0037851,,2/18/20 8:52,1.0113671,,2/18/20 9:12,0.0426347,,2/18/20 9:12,0.012458,,2/18/20 9:12,0.0033107,,2/18/20 8:52,63.24057846,,2/18/20 9:12,0.0009916,,2/18/20 9:12,1.018247,,2/18/20 8:52,0.0399422,,2/18/20 8:52,0.010162,,2/18/20 8:52,0.0032166,,2/18/20 8:52,63.24057846,,2/18/20 8:52,3.155457735
2/18/20 9:02,0.0027245,,2/18/20 9:02,1.0444569,,2/18/20 9:23,0.0439036,,2/18/20 9:23,0.0105757,,2/18/20 9:23,0.0032847,,2/18/20 9:02,62.95871048,,2/18/20 9:23,0.0021187,,2/18/20 9:23,1.0071768,,2/18/20 9:02,0.0469234,,2/18/20 9:02,0.0090296,,2/18/20 9:02,0.0027084,,2/18/20 9:02,62.95871048,,2/18/20 9:02,3.155555487
2/18/20 9:12,0.0022816,,2/18/20 9:12,1.0060478,,2/18/20 9:32,0.0418344,,2/18/20 9:32,0.0098654,,2/18/20 9:32,0.0030535,,2/18/20 9:12,63.27579994,,2/18/20 9:32,0.0026478,,2/18/20 9:32,1.0458353,,2/18/20 9:12,0.052057,,2/18/20 9:12,0.0069492,,2/18/20 9:12,0.0026077,,2/18/20 9:12,63.27579994,,2/18/20 9:12,3.15526247
2/18/20 9:22,0.0021465,,2/18/20 9:22,0.9968163,,2/18/20 9:42,0.0430592,,2/18/20 9:42,0.0096221,,2/18/20 9:42,0.0033985,,2/18/20 9:23,62.99393196,,2/18/20 9:42,0.0039336,,2/18/20 9:42,1.0140458,,2/18/20 9:22,0.0390285,,2/18/20 9:22,0.0098795,,2/18/20 9:22,0.0032757,,2/18/20 9:23,62.99393196,,2/18/20 9:23,3.155164957
2/18/20 9:32,0.002523,,2/18/20 9:32,0.9929859,,2/18/20 9:52,0.052721,,2/18/20 9:52,0.0093322,,2/18/20 9:52,0.0035438,,2/18/20 9:32,62.8530426,,2/18/20 9:52,0.0033129,,2/18/20 9:52,0.9901026,,2/18/20 9:32,0.0477662,,2/18/20 9:32,0.0111458,,2/18/20 9:32,0.0029736,,2/18/20 9:32,62.8530426,,2/18/20 9:32,3.154676437
2/18/20 9:42,0.0021991,,2/18/20 9:42,0.9646432,,2/18/20 10:02,0.0393576,,2/18/20 10:02,0.0095004,,2/18/20 10:02,0.0031638,,2/18/20 9:42,62.95871048,,2/18/20 10:02,0.0029942,,2/18/20 10:02,1.0200386,,2/18/20 9:42,0.041299,,2/18/20 9:42,0.008942,,2/18/20 9:42,0.0031893,,2/18/20 9:42,62.95871048,,2/18/20 9:42,3.154871941
2/18/20 9:52,0.001815,,2/18/20 9:52,1.0429622,,2/18/20 10:12,0.0503655,,2/18/20 10:12,0.0093435,,2/18/20 10:12,0.0031777,,2/18/20 9:52,62.92348557,,2/18/20 10:12,0.0022756,,2/18/20 10:12,1.0653752,,2/18/20 9:52,0.0432385,,2/18/20 9:52,0.0078468,,2/18/20 9:52,0.0027287,,2/18/20 9:52,62.92348557,,2/18/20 9:52,3.154480934
2/18/20 10:02,0.0018744,,2/18/20 10:02,0.9749783,,2/18/20 10:22,0.0448496,,2/18/20 10:22,0.0104582,,2/18/20 10:22,0.0034587,,2/18/20 10:03,62.78255157,,2/18/20 10:22,0.0042805,,2/18/20 10:22,0.9942364,,2/18/20 10:02,0.0436034,,2/18/20 10:02,0.009677,,2/18/20 10:02,0.0032255,,2/18/20 10:03,62.78255157,,2/18/20 10:03,3.154871941
2/18/20 10:12,0.0021993,,2/18/20 10:12,1.026426,,2/18/20 10:33,0.0404973,,2/18/20 10:33,0.007528,,2/18/20 10:33,0.0025988,,2/18/20 10:13,62.6063961,,2/18/20 10:33,0.0018613,,2/18/20 10:33,0.9666031,,2/18/20 10:12,0.0428064,,2/18/20 10:12,0.0102175,,2/18/20 10:12,0.003113,,2/18/20 10:13,62.6063961,,2/18/20 10:13,3.154480934
2/18/20 10:22,0.0020778,,2/18/20 10:22,1.0033443,,2/18/20 10:42,0.044542,,2/18/20 10:42,0.0093085,,2/18/20 10:42,0.0029904,,2/18/20 10:23,62.71210861,,2/18/20 10:42,0.0027932,,2/18/20 10:42,1.0198814,,2/18/20 10:22,0.0448628,,2/18/20 10:22,0.0113588,,2/18/20 10:22,0.0029061,,2/18/20 10:23,62.71210861,,2/18/20 10:23,3.154188156
2/18/20 10:33,0.002721,,2/18/20 10:33,1.0075893,,2/18/20 10:52,0.044885,,2/18/20 10:52,0.0107172,,2/18/20 10:52,0.0033087,,2/18/20 10:33,62.39501572,,2/18/20 10:52,0.0017326,,2/18/20 10:52,0.9547241,,2/18/20 10:33,0.041681,,2/18/20 10:33,0.0095461,,2/18/20 10:33,0.0033221,,2/18/20 10:33,62.39501572,,2/18/20 10:33,3.154480934
2/18/20 10:42,0.003143,,2/18/20 10:42,0.9921567,,2/18/20 11:02,0.0455216,,2/18/20 11:02,0.0104951,,2/18/20 11:02,0.0033885,,2/18/20 10:43,62.74733009,,2/18/20 11:02,0.0022373,,2/18/20 11:02,0.9938207,,2/18/20 10:42,0.0555005,,2/18/20 10:42,0.0091089,,2/18/20 10:42,0.003008,,2/18/20 10:43,62.74733009,,2/18/20 10:43,3.154676437
2/18/20 10:52,0.0033233,,2/18/20 10:52,0.9905393,,2/18/20 11:12,0.0447761,,2/18/20 11:12,0.0138113,,2/18/20 11:12,0.0036716,,2/18/20 10:53,62.50072823,,2/18/20 11:12,0.0015903,,2/18/20 11:12,0.9606776,,2/18/20 10:52,0.0428051,,2/18/20 10:52,0.0087707,,2/18/20 10:52,0.003263,,2/18/20 10:53,62.50072823,,2/18/20 10:53,3.154578686
2/18/20 11:02,0.0030649,,2/18/20 11:02,1.0138371,,2/18/20 11:22,0.0486887,,2/18/20 11:22,0.0084642,,2/18/20 11:22,0.0032363,,2/18/20 11:03,62.43024063,,2/18/20 11:22,0.0020612,,2/18/20 11:22,1.01208,,2/18/20 11:02,0.0447514,,2/18/20 11:02,0.0096118,,2/18/20 11:02,0.0032608,,2/18/20 11:03,62.43024063,,2/18/20 11:03,3.15389514
2/18/20 11:12,0.0013335,,2/18/20 11:12,1.0066492,,2/18/20 11:32,0.042407,,2/18/20 11:32,0.0128017,,2/18/20 11:32,0.0035516,,2/18/20 11:13,62.74733009,,2/18/20 11:32,0.0032354,,2/18/20 11:32,1.0177977,,2/18/20 11:12,0.0441206,,2/18/20 11:12,0.0102523,,2/18/20 11:12,0.0025014,,2/18/20 11:13,62.74733009,,2/18/20 11:13,3.154480934
2/18/20 11:22,0.0029729,,2/18/20 11:22,0.9887643,,2/18/20 11:43,0.0582805,,2/18/20 11:43,0.0096754,,2/18/20 11:43,0.0034287,,2/18/20 11:23,62.78255157,,2/18/20 11:43,0.0025751,,2/18/20 11:43,1.0570178,,2/18/20 11:22,0.046833,,2/18/20 11:22,0.0115112,,2/18/20 11:22,0.0032014,,2/18/20 11:23,62.78255157,,2/18/20 11:23,3.153699636
2/18/20 11:32,0.0032369,,2/18/20 11:32,1.0124824,,2/18/20 11:52,0.0460913,,2/18/20 11:52,0.0101051,,2/18/20 11:52,0.0034812,,2/18/20 11:32,62.32457275,,2/18/20 11:52,0.0031634,,2/18/20 11:52,0.988749,,2/18/20 11:32,0.0417721,,2/18/20 11:32,0.0086394,,2/18/20 11:32,0.0027948,,2/18/20 11:32,62.32457275,,2/18/20 11:32,3.15389514
2/18/20 11:43,0.0013487,,2/18/20 11:43,1.0082258,,2/18/20 12:02,0.0469653,,2/18/20 12:02,0.0083037,,2/18/20 12:02,0.0032103,,2/18/20 11:43,62.43024063,,2/18/20 12:02,0.0011355,,2/18/20 12:02,0.9747133,,2/18/20 11:43,0.0407775,,2/18/20 11:43,0.0093654,,2/18/20 11:43,0.002742,,2/18/20 11:43,62.43024063,,2/18/20 11:43,3.153992653
2/18/20 11:52,0.0017723,,2/18/20 11:52,1.0089381,,2/18/20 12:12,0.0480642,,2/18/20 12:12,0.0119309,,2/18/20 12:12,0.0038066,,2/18/20 11:53,62.21886024,,2/18/20 12:12,0.0029228,,2/18/20 12:12,1.0422351,,2/18/20 11:52,0.0437482,,2/18/20 11:52,0.008899,,2/18/20 11:52,0.0031312,,2/18/20 11:53,62.21886024,,2/18/20 11:53,3.153504133
2/18/20 12:02,0.0027121,,2/18/20 12:02,1.0061412,,2/18/20 12:22,0.0438656,,2/18/20 12:22,0.0123051,,2/18/20 12:22,0.0037688,,2/18/20 12:03,62.28930664,,2/18/20 12:22,0.0024242,,2/18/20 12:22,1.0019198,,2/18/20 12:02,0.0480281,,2/18/20 12:02,0.008234,,2/18/20 12:02,0.0029911,,2/18/20 12:03,62.28930664,,2/18/20 12:03,3.15340662
2/18/20 12:12,0.0018733,,2/18/20 12:12,0.996536,,2/18/20 12:32,0.0452067,,2/18/20 12:32,0.0104982,,2/18/20 12:32,0.0033012,,2/18/20 12:13,62.18363876,,2/18/20 12:32,0.0018367,,2/18/20 12:32,0.9637162,,2/18/20 12:12,0.0409351,,2/18/20 12:12,0.0098201,,2/18/20 12:12,0.0032939,,2/18/20 12:13,62.18363876,,2/18/20 12:13,3.153211355
2/18/20 12:22,0.0023093,,2/18/20 12:22,0.9428695,,2/18/20 12:42,0.0471848,,2/18/20 12:42,0.0135173,,2/18/20 12:42,0.004114,,2/18/20 12:23,62.07792969,,2/18/20 12:42,0.0047614,,2/18/20 12:42,0.9876482,,2/18/20 12:22,0.0428262,,2/18/20 12:22,0.0103,,2/18/20 12:22,0.0032708,,2/18/20 12:23,62.07792969,,2/18/20 12:23,3.153504133
2/18/20 12:32,0.0018385,,2/18/20 12:32,1.0100359,,2/18/20 12:53,0.0420335,,2/18/20 12:53,0.0122149,,2/18/20 12:53,0.0032258,,2/18/20 12:32,62.35979424,,2/18/20 12:53,0.0031462,,2/18/20 12:53,1.0203082,,2/18/20 12:32,0.0420454,,2/18/20 12:32,0.0093305,,2/18/20 12:32,0.0030165,,2/18/20 12:32,62.35979424,,2/18/20 12:32,3.15379715
2/18/20 12:42,0.0034377,,2/18/20 12:42,1.0370939,,2/18/20 13:02,0.0509496,,2/18/20 13:02,0.0109617,,2/18/20 13:02,0.0037558,,2/18/20 12:42,62.50072823,,2/18/20 13:02,0.0022151,,2/18/20 13:02,0.9937702,,2/18/20 12:42,0.0449067,,2/18/20 12:42,0.0113331,,2/18/20 12:42,0.0037645,,2/18/20 12:42,62.50072823,,2/18/20 12:42,3.152820349
2/18/20 12:53,0.0022294,,2/18/20 12:53,1.0350211,,2/18/20 13:12,0.0426893,,2/18/20 13:12,0.0096161,,2/18/20 13:12,0.0031422,,2/18/20 12:53,62.81777649,,2/18/20 13:12,0.003495,,2/18/20 13:12,0.9621829,,2/18/20 12:53,0.0392391,,2/18/20 12:53,0.0088047,,2/18/20 12:53,0.0026003,,2/18/20 12:53,62.81777649,,2/18/20 12:53,3.153113604
2/18/20 13:02,0.0019848,,2/18/20 13:02,1.0222102,,2/18/20 13:22,0.0589198,,2/18/20 13:22,0.0117706,,2/18/20 13:22,0.0038751,,2/18/20 13:03,62.64161758,,2/18/20 13:22,0.0051679,,2/18/20 13:22,1.0122935,,2/18/20 13:02,0.0423999,,2/18/20 13:02,0.0086597,,2/18/20 13:02,0.0027269,,2/18/20 13:03,62.64161758,,2/18/20 13:03,3.152918339
2/18/20 13:12,0.002372,,2/18/20 13:12,0.9902766,,2/18/20 13:32,0.0427721,,2/18/20 13:32,0.0100486,,2/18/20 13:32,0.0032887,,2/18/20 13:13,62.25408173,,2/18/20 13:32,0.0027068,,2/18/20 13:32,0.9941353,,2/18/20 13:12,0.0420411,,2/18/20 13:12,0.0094864,,2/18/20 13:12,0.0032469,,2/18/20 13:13,62.25408173,,2/18/20 13:13,3.152820349
2/18/20 13:22,0.0025573,,2/18/20 13:22,0.9707508,,2/18/20 13:42,0.0435198,,2/18/20 13:42,0.0087819,,2/18/20 13:42,0.0033407,,2/18/20 13:22,62.32457275,,2/18/20 13:42,0.0026589,,2/18/20 13:42,0.9971289,,2/18/20 13:22,0.0440946,,2/18/20 13:22,0.0086984,,2/18/20 13:22,0.0029855,,2/18/20 13:22,62.32457275,,2/18/20 13:22,3.151843548
2/18/20 13:32,0.0032936,,2/18/20 13:32,1.0091542,,2/18/20 13:52,0.0487949,,2/18/20 13:52,0.014357,,2/18/20 13:52,0.0037608,,2/18/20 13:32,62.28930664,,2/18/20 13:52,0.0031431,,2/18/20 13:52,0.9922987,,2/18/20 13:32,0.0411382,,2/18/20 13:32,0.01103,,2/18/20 13:32,0.0031612,,2/18/20 13:32,62.28930664,,2/18/20 13:32,3.152722836
2/18/20 13:42,0.0017782,,2/18/20 13:42,1.01424,,2/18/20 14:03,0.0523613,,2/18/20 14:03,0.0099197,,2/18/20 14:03,0.0033471,,2/18/20 13:42,62.53594971,,2/18/20 14:03,0.0022525,,2/18/20 14:03,1.0239758,,2/18/20 13:42,0.0418408,,2/18/20 13:42,0.0092817,,2/18/20 13:42,0.0025539,,2/18/20 13:42,62.53594971,,2/18/20 13:42,3.152039051
2/18/20 13:52,0.002274,,2/18/20 13:52,0.9985913,,2/18/20 14:12,0.042937,,2/18/20 14:12,0.0098671,,2/18/20 14:12,0.0032393,,2/18/20 13:52,62.46546555,,2/18/20 14:12,0.0031837,,2/18/20 14:12,1.0085135,,2/18/20 13:52,0.0408375,,2/18/20 13:52,0.011368,,2/18/20 13:52,0.0031018,,2/18/20 13:52,62.46546555,,2/18/20 13:52,3.152722836
2/18/20 14:03,0.0030989,,2/18/20 14:03,1.0668963,,2/18/20 14:22,0.0548818,,2/18/20 14:22,0.0110639,,2/18/20 14:22,0.0036741,,2/18/20 14:03,62.64161758,,2/18/20 14:22,0.003153,,2/18/20 14:22,1.033024,,2/18/20 14:03,0.0470931,,2/18/20 14:03,0.0104573,,2/18/20 14:03,0.003331,,2/18/20 14:03,62.64161758,,2/18/20 14:03,3.152136803
2/18/20 14:12,0.0021347,,2/18/20 14:12,0.9661847,,2/18/20 14:32,0.0566834,,2/18/20 14:32,0.0078193,,2/18/20 14:32,0.0028264,,2/18/20 14:13,62.64161758,,2/18/20 14:32,0.0024317,,2/18/20 14:32,1.0139166,,2/18/20 14:12,0.0445242,,2/18/20 14:12,0.0090919,,2/18/20 14:12,0.003018,,2/18/20 14:13,62.64161758,,2/18/20 14:13,3.152429819
2/18/20 14:22,0.0022794,,2/18/20 14:22,1.0033034,,2/18/20 14:42,0.0504067,,2/18/20 14:42,0.0093682,,2/18/20 14:42,0.0030283,,2/18/20 14:23,62.39501572,,2/18/20 14:42,0.0030849,,2/18/20 14:42,0.9748537,,2/18/20 14:22,0.0422642,,2/18/20 14:22,0.0092874,,2/18/20 14:22,0.0026561,,2/18/20 14:23,62.39501572,,2/18/20 14:23,3.152625084
2/18/20 14:32,0.0013776,,2/18/20 14:32,1.0016802,,2/18/20 14:52,0.0437759,,2/18/20 14:52,0.0111191,,2/18/20 14:52,0.0035808,,2/18/20 14:33,62.57117462,,2/18/20 14:52,0.0025641,,2/18/20 14:52,0.9755951,,2/18/20 14:32,0.0420022,,2/18/20 14:32,0.0096507,,2/18/20 14:32,0.0026471,,2/18/20 14:33,62.57117462,,2/18/20 14:33,3.151843548
2/18/20 14:42,0.0029947,,2/18/20 14:42,0.9856404,,2/18/20 15:02,0.0496085,,2/18/20 15:02,0.0115959,,2/18/20 15:02,0.0039655,,2/18/20 14:43,62.64161758,,2/18/20 15:02,0.0029081,,2/18/20 15:02,0.9872438,,2/18/20 14:42,0.0375625,,2/18/20 14:42,0.0096243,,2/18/20 14:42,0.0028914,,2/18/20 14:43,62.64161758,,2/18/20 14:43,3.151941538
2/18/20 14:52,0.0023164,,2/18/20 14:52,1.0055281,,2/18/20 15:13,0.0497361,,2/18/20 15:13,0.0099068,,2/18/20 15:13,0.0034059,,2/18/20 14:53,62.50072823,,2/18/20 15:13,0.0019098,,2/18/20 15:13,1.0030374,,2/18/20 14:52,0.0462625,,2/18/20 14:52,0.0108796,,2/18/20 14:52,0.0033201,,2/18/20 14:53,62.50072823,,2/18/20 14:53,3.151648283
2/18/20 15:02,0.0023415,,2/18/20 15:02,1.0013941,,2/18/20 15:22,0.0485507,,2/18/20 15:22,0.0236487,,2/18/20 15:22,0.0079602,,2/18/20 15:03,62.71210861,,2/18/20 15:22,0.0107265,,2/18/20 15:22,0.9024287,,2/18/20 15:02,0.0476857,,2/18/20 15:02,0.010964,,2/18/20 15:02,0.0029658,,2/18/20 15:03,62.71210861,,2/18/20 15:03,3.151648283
2/18/20 15:13,0.0023215,,2/18/20 15:13,1.0512711,,2/18/20 15:32,0.0468234,,2/18/20 15:32,0.0104092,,2/18/20 15:32,0.0033051,,2/18/20 15:13,62.6768837,,2/18/20 15:32,0.0024891,,2/18/20 15:32,1.001858,,2/18/20 15:13,0.0396961,,2/18/20 15:13,0.008535,,2/18/20 15:13,0.0027843,,2/18/20 15:13,62.6768837,,2/18/20 15:13,3.151550531
2/18/20 15:22,0.0047238,,2/18/20 15:22,0.9567313,,2/18/20 15:42,0.0411167,,2/18/20 15:42,0.0080183,,2/18/20 15:42,0.0026405,,2/18/20 15:23,62.6768837,,2/18/20 15:42,0.0020254,,2/18/20 15:42,1.0210384,,2/18/20 15:22,0.0476158,,2/18/20 15:22,0.0150758,,2/18/20 15:22,0.0054886,,2/18/20 15:23,62.6768837,,2/18/20 15:23,3.151355267
2/18/20 15:32,0.002847,,2/18/20 15:32,1.0533848,,2/18/20 15:52,0.0425989,,2/18/20 15:52,0.0118762,,2/18/20 15:52,0.0031782,,2/18/20 15:33,62.81777649,,2/18/20 15:52,0.0032036,,2/18/20 15:52,1.0017344,,2/18/20 15:32,0.0450783,,2/18/20 15:32,0.0078855,,2/18/20 15:32,0.0028488,,2/18/20 15:33,62.81777649,,2/18/20 15:33,3.151355267
2/18/20 15:42,0.0020962,,2/18/20 15:42,1.0587217,,2/18/20 16:02,0.0414163,,2/18/20 16:02,0.0084546,,2/18/20 16:02,0.0031425,,2/18/20 15:43,63.13486595,,2/18/20 16:02,0.0021563,,2/18/20 16:02,0.9752413,,2/18/20 15:42,0.0434286,,2/18/20 15:42,0.0079626,,2/18/20 15:42,0.0028995,,2/18/20 15:43,63.13486595,,2/18/20 15:43,3.151257753
2/18/20 15:52,0.0032023,,2/18/20 15:52,0.9781314,,2/18/20 16:12,0.0451698,,2/18/20 16:12,0.0141316,,2/18/20 16:12,0.0042514,,2/18/20 15:53,63.52240181,,2/18/20 16:12,0.0044122,,2/18/20 16:12,0.9908664,,2/18/20 15:52,0.046928,,2/18/20 15:52,0.0112276,,2/18/20 15:52,0.0027994,,2/18/20 15:53,63.52240181,,2/18/20 15:53,3.151550531
2/18/20 16:02,0.0028922,,2/18/20 16:02,1.0045121,,2/18/20 16:23,0.0613884,,2/18/20 16:23,0.0186631,,2/18/20 16:23,0.0042768,,2/18/20 16:03,63.98042526,,2/18/20 16:23,0.0015761,,2/18/20 16:23,0.9878335,,2/18/20 16:02,0.0430498,,2/18/20 16:02,0.0086985,,2/18/20 16:02,0.0031752,,2/18/20 16:03,63.98042526,,2/18/20 16:03,3.151160002
2/18/20 16:12,0.0019491,,2/18/20 16:12,1.0486202,,2/18/20 16:32,0.0634127,,2/18/20 16:32,0.0085463,,2/18/20 16:32,0.0032332,,2/18/20 16:12,64.6498291,,2/18/20 16:32,0.002391,,2/18/20 16:32,1.0200218,,2/18/20 16:12,0.0431867,,2/18/20 16:12,0.0092408,,2/18/20 16:12,0.0031179,,2/18/20 16:12,64.6498291,,2/18/20 16:12,3.150769234
2/18/20 16:23,0.0019817,,2/18/20 16:23,1.0465999,,2/18/20 16:42,0.0466514,,2/18/20 16:42,0.0125422,,2/18/20 16:42,0.0036245,,2/18/20 16:23,65.14307747,,2/18/20 16:42,0.0018353,,2/18/20 16:42,0.9676365,,2/18/20 16:23,0.0402531,,2/18/20 16:23,0.0106054,,2/18/20 16:23,0.0034699,,2/18/20 16:23,65.14307747,,2/18/20 16:23,3.15057373
2/18/20 16:32,0.0018344,,2/18/20 16:32,1.1240079,,2/18/20 16:52,0.0441348,,2/18/20 16:52,0.0089798,,2/18/20 16:52,0.0033522,,2/18/20 16:33,65.67154732,,2/18/20 16:52,0.0029388,,2/18/20 16:52,0.9968424,,2/18/20 16:32,0.0454913,,2/18/20 16:32,0.0123665,,2/18/20 16:32,0.0035292,,2/18/20 16:33,65.67154732,,2/18/20 16:33,3.150964737
2/18/20 16:42,0.0040166,,2/18/20 16:42,0.9866096,,2/18/20 17:02,0.0526226,,2/18/20 17:02,0.0101164,,2/18/20 17:02,0.0032568,,2/18/20 16:43,66.02386169,,2/18/20 17:02,0.0022822,,2/18/20 17:02,1.0133157,,2/18/20 16:42,0.0375208,,2/18/20 16:42,0.0090469,,2/18/20 16:42,0.0035867,,2/18/20 16:43,66.02386169,,2/18/20 16:43,3.150476217
2/18/20 16:52,0.0021813,,2/18/20 16:52,1.0408951,,2/18/20 17:12,0.0434947,,2/18/20 17:12,0.0102173,,2/18/20 17:12,0.0033259,,2/18/20 16:53,66.12952957,,2/18/20 17:12,0.00367,,2/18/20 17:12,0.9600823,,2/18/20 16:52,0.0462147,,2/18/20 16:52,0.011665,,2/18/20 16:52,0.003282,,2/18/20 16:53,66.12952957,,2/18/20 16:53,3.150769234
2/18/20 17:02,0.0021007,,2/18/20 17:02,0.9845251,,2/18/20 17:22,0.0448821,,2/18/20 17:22,0.0109178,,2/18/20 17:22,0.0035413,,2/18/20 17:02,66.34090652,,2/18/20 17:22,0.0035574,,2/18/20 17:22,0.9994878,,2/18/20 17:02,0.0417965,,2/18/20 17:02,0.0098092,,2/18/20 17:02,0.003007,,2/18/20 17:02,66.34090652,,2/18/20 17:02,3.150378466
