Machines > Bridgeport Mill 1 > Spindle > Y-Radial > Band 1,,,Machines > Bridgeport Mill 1 > Spindle > Y-Radial > Damage Accumulation,,,Machines > Bridgeport Mill 1 > Spindle > Y-Radial > Peak Acceleration,,,Machines > Bridgeport Mill 1 > Spindle > Y-Radial > Peak Velocity,,,Machines > Bridgeport Mill 1 > Spindle > X-Axial > RMS Velocity,,,Machines > Bridgeport Mill 1 > Spindle > X-Axial > Temperature,,,Machines > Bridgeport Mill 1 > Spindle > X-Axial > Peak Acceleration,,,Machines > Bridgeport Mill 1 > Spindle > X-Axial > Peak Velocity,,,Machines > Bridgeport Mill 1 > Spindle > Y-Radial > RMS Velocity,,,Machines > Bridgeport Mill 1 > Spindle > Y-Radial > Temperature,,,Machines > Bridgeport Mill 1 > Spindle > X-Axial > Band 1,,,Machines > Bridgeport Mill 1 > Spindle > X-Axial > Damage Accumulation,,,Machines > Bridgeport Mill 1 > Spindle > Battery Voltage,
2/18/20 17:49,0.0013529,,2/18/20 17:49,0.9880643,,2/18/20 17:49,0.0369833,,2/18/20 17:49,0.0070038,,2/18/20 17:59,0.003052,,2/18/20 17:59,64.71890564,,2/18/20 17:59,0.0531086,,2/18/20 17:59,0.0086005,,2/18/20 17:49,0.0022155,,2/18/20 17:59,64.71890564,,2/18/20 17:59,0.001812,,2/18/20 17:59,0.9341786,,2/18/20 17:59,3.187008381
2/18/20 17:59,0.0025481,,2/18/20 17:59,0.982633,,2/18/20 17:59,0.0452965,,2/18/20 17:59,0.0076917,,2/18/20 18:09,0.0033996,,2/18/20 18:09,64.99172363,,2/18/20 18:09,0.0425513,,2/18/20 18:09,0.0098088,,2/18/20 17:59,0.0027738,,2/18/20 18:09,64.99172363,,2/18/20 18:09,0.0021397,,2/18/20 18:09,0.9204321,,2/18/20 18:09,3.188180685
2/18/20 18:09,0.0023724,,2/18/20 18:09,0.9274455,,2/18/20 18:09,0.0428317,,2/18/20 18:09,0.0100549,,2/18/20 18:18,0.0034862,,2/18/20 18:19,64.87482224,,2/18/20 18:18,0.0451329,,2/18/20 18:18,0.0093538,,2/18/20 18:09,0.003281,,2/18/20 18:19,64.87482224,,2/18/20 18:18,0.0036201,,2/18/20 18:18,0.9495687,,2/18/20 18:19,3.187106371
2/18/20 18:18,0.0017744,,2/18/20 18:18,0.9545962,,2/18/20 18:18,0.0402356,,2/18/20 18:18,0.0091626,,2/18/20 18:28,0.002847,,2/18/20 18:28,65.1086731,,2/18/20 18:28,0.0438308,,2/18/20 18:28,0.0098069,,2/18/20 18:18,0.0027204,,2/18/20 18:28,65.1086731,,2/18/20 18:28,0.0030164,,2/18/20 18:28,0.9463176,,2/18/20 18:28,3.187301636
2/18/20 18:28,0.0013937,,2/18/20 18:28,0.9906016,,2/18/20 18:28,0.0388738,,2/18/20 18:28,0.0106162,,2/18/20 18:39,0.003068,,2/18/20 18:39,65.69331741,,2/18/20 18:39,0.039267,,2/18/20 18:39,0.0091867,,2/18/20 18:28,0.003144,,2/18/20 18:39,65.69331741,,2/18/20 18:39,0.0022367,,2/18/20 18:39,0.906732,,2/18/20 18:39,3.187203884
2/18/20 18:39,0.0023655,,2/18/20 18:39,0.9552924,,2/18/20 18:39,0.0500222,,2/18/20 18:39,0.0106031,,2/18/20 18:49,0.0033759,,2/18/20 18:49,65.34251709,,2/18/20 18:49,0.0480224,,2/18/20 18:49,0.0098854,,2/18/20 18:39,0.0028181,,2/18/20 18:49,65.34251709,,2/18/20 18:49,0.0030055,,2/18/20 18:49,0.9494244,,2/18/20 18:49,3.187203884
2/18/20 18:49,0.0023991,,2/18/20 18:49,0.9894509,,2/18/20 18:49,0.0524061,,2/18/20 18:49,0.0101064,,2/18/20 18:59,0.0029549,,2/18/20 19:00,65.06970596,,2/18/20 18:59,0.0536686,,2/18/20 18:59,0.0089453,,2/18/20 18:49,0.0032468,,2/18/20 19:00,65.06970596,,2/18/20 18:59,0.0015761,,2/18/20 18:59,0.9434477,,2/18/20 19:00,3.186910868
2/18/20 18:59,0.0029566,,2/18/20 18:59,0.9363979,,2/18/20 18:59,0.0484276,,2/18/20 18:59,0.0098275,,2/18/20 19:09,0.003458,,2/18/20 19:10,65.26458626,,2/18/20 19:09,0.0425522,,2/18/20 19:09,0.0110493,,2/18/20 18:59,0.0031819,,2/18/20 19:10,65.26458626,,2/18/20 19:09,0.0028838,,2/18/20 19:09,0.9593015,,2/18/20 19:10,3.187203884
2/18/20 19:09,0.0024035,,2/18/20 19:09,0.9862692,,2/18/20 19:09,0.0371677,,2/18/20 19:09,0.0080063,,2/18/20 19:19,0.0033958,,2/18/20 19:20,65.1086731,,2/18/20 19:19,0.0470647,,2/18/20 19:19,0.0131482,,2/18/20 19:09,0.0027275,,2/18/20 19:20,65.1086731,,2/18/20 19:19,0.002438,,2/18/20 19:19,0.9314633,,2/18/20 19:20,3.187203884
2/18/20 19:19,0.0031012,,2/18/20 19:19,1.0149733,,2/18/20 19:19,0.0451685,,2/18/20 19:19,0.0090003,,2/18/20 19:28,0.0034423,,2/18/20 19:29,65.03069077,,2/18/20 19:28,0.0492125,,2/18/20 19:28,0.0093535,,2/18/20 19:19,0.0030237,,2/18/20 19:29,65.03069077,,2/18/20 19:28,0.0034566,,2/18/20 19:28,0.9284853,,2/18/20 19:29,3.186910868
2/18/20 19:29,0.0018056,,2/18/20 19:29,0.9973389,,2/18/20 19:29,0.0486698,,2/18/20 19:29,0.0091383,,2/18/20 19:38,0.0029188,,2/18/20 19:39,65.53740082,,2/18/20 19:38,0.0452449,,2/18/20 19:38,0.009438,,2/18/20 19:29,0.0026391,,2/18/20 19:39,65.53740082,,2/18/20 19:38,0.0027174,,2/18/20 19:38,0.9617386,,2/18/20 19:39,3.186715364
2/18/20 19:38,0.0026643,,2/18/20 19:38,1.0097147,,2/18/20 19:38,0.0517965,,2/18/20 19:38,0.0080162,,2/18/20 19:48,0.0030797,,2/18/20 19:49,65.34251709,,2/18/20 19:48,0.0398867,,2/18/20 19:48,0.0091699,,2/18/20 19:38,0.0028729,,2/18/20 19:49,65.34251709,,2/18/20 19:48,0.0020477,,2/18/20 19:48,0.9284698,,2/18/20 19:49,3.186715364
2/18/20 19:48,0.0031812,,2/18/20 19:48,0.9737438,,2/18/20 19:48,0.0376599,,2/18/20 19:48,0.0088118,,2/18/20 19:59,0.0031724,,2/18/20 20:00,65.53740082,,2/18/20 19:59,0.0513521,,2/18/20 19:59,0.0089319,,2/18/20 19:48,0.0029828,,2/18/20 20:00,65.53740082,,2/18/20 19:59,0.0022371,,2/18/20 19:59,0.9390579,,2/18/20 20:00,3.186617851
2/18/20 19:59,0.0029324,,2/18/20 19:59,0.9705909,,2/18/20 19:59,0.0449514,,2/18/20 19:59,0.0080312,,2/18/20 20:09,0.0037384,,2/18/20 20:10,65.1086731,,2/18/20 20:09,0.0446599,,2/18/20 20:09,0.0096951,,2/18/20 19:59,0.0026027,,2/18/20 20:10,65.1086731,,2/18/20 20:09,0.0020882,,2/18/20 20:09,0.951573,,2/18/20 20:10,3.187106371
2/18/20 20:09,0.0015153,,2/18/20 20:09,0.9068365,,2/18/20 20:09,0.0461988,,2/18/20 20:09,0.008823,,2/18/20 20:19,0.0034322,,2/18/20 20:20,65.38148422,,2/18/20 20:19,0.041994,,2/18/20 20:19,0.0085399,,2/18/20 20:09,0.0032145,,2/18/20 20:20,65.38148422,,2/18/20 20:19,0.0033223,,2/18/20 20:19,0.9454983,,2/18/20 20:20,3.186910868
2/18/20 20:19,0.002595,,2/18/20 20:19,1.0079483,,2/18/20 20:19,0.0578712,,2/18/20 20:19,0.0095882,,2/18/20 20:29,0.0027444,,2/18/20 20:29,65.1086731,,2/18/20 20:29,0.0527659,,2/18/20 20:29,0.0117363,,2/18/20 20:19,0.0034696,,2/18/20 20:29,65.1086731,,2/18/20 20:29,0.0021046,,2/18/20 20:29,1.00237,,2/18/20 20:29,3.186813116
2/18/20 20:29,0.0017552,,2/18/20 20:29,0.9473986,,2/18/20 20:29,0.0395397,,2/18/20 20:29,0.0082213,,2/18/20 20:39,0.0029779,,2/18/20 20:39,65.14764023,,2/18/20 20:39,0.0536917,,2/18/20 20:39,0.0096517,,2/18/20 20:29,0.0026157,,2/18/20 20:39,65.14764023,,2/18/20 20:39,0.0039501,,2/18/20 20:39,0.9414795,,2/18/20 20:39,3.186227083
2/18/20 20:39,0.0026578,,2/18/20 20:39,1.0169583,,2/18/20 20:39,0.050793,,2/18/20 20:39,0.0096769,,2/18/20 20:48,0.0032155,,2/18/20 20:49,64.83580704,,2/18/20 20:48,0.0431361,,2/18/20 20:48,0.0108014,,2/18/20 20:39,0.0031692,,2/18/20 20:49,64.83580704,,2/18/20 20:48,0.0022095,,2/18/20 20:48,0.9613521,,2/18/20 20:49,3.185934067
2/18/20 20:48,0.0022659,,2/18/20 20:48,0.9625936,,2/18/20 20:48,0.0592819,,2/18/20 20:48,0.0102335,,2/18/20 20:58,0.0031008,,2/18/20 20:59,65.26458626,,2/18/20 20:58,0.0505163,,2/18/20 20:58,0.0089442,,2/18/20 20:48,0.0035082,,2/18/20 20:59,65.26458626,,2/18/20 20:58,0.0031558,,2/18/20 20:58,0.9275475,,2/18/20 20:59,3.186715364
2/18/20 20:58,0.0017087,,2/18/20 20:58,0.9682953,,2/18/20 20:58,0.0440665,,2/18/20 20:58,0.0123094,,2/18/20 21:09,0.0027879,,2/18/20 21:10,65.14764023,,2/18/20 21:09,0.0581693,,2/18/20 21:09,0.0087301,,2/18/20 20:58,0.0035258,,2/18/20 21:10,65.14764023,,2/18/20 21:09,0.0022197,,2/18/20 21:09,0.9816679,,2/18/20 21:10,3.186715364
2/18/20 21:09,0.002048,,2/18/20 21:09,0.9590782,,2/18/20 21:09,0.0470312,,2/18/20 21:09,0.0088202,,2/18/20 21:19,0.002968,,2/18/20 21:19,65.57636795,,2/18/20 21:19,0.0460942,,2/18/20 21:19,0.009266,,2/18/20 21:09,0.0030605,,2/18/20 21:19,65.57636795,,2/18/20 21:19,0.0030132,,2/18/20 21:19,0.9718887,,2/18/20 21:19,3.18612957
2/18/20 21:19,0.0018305,,2/18/20 21:19,0.950563,,2/18/20 21:19,0.0413451,,2/18/20 21:19,0.0083641,,2/18/20 21:29,0.0036689,,2/18/20 21:29,65.38148422,,2/18/20 21:29,0.0548234,,2/18/20 21:29,0.0112321,,2/18/20 21:19,0.0026341,,2/18/20 21:29,65.38148422,,2/18/20 21:29,0.0048454,,2/18/20 21:29,0.9536288,,2/18/20 21:29,3.185934067
2/18/20 21:29,0.0026916,,2/18/20 21:29,0.9747737,,2/18/20 21:29,0.0433501,,2/18/20 21:29,0.0100027,,2/18/20 21:39,0.0029884,,2/18/20 21:39,65.61533508,,2/18/20 21:39,0.0485806,,2/18/20 21:39,0.0089543,,2/18/20 21:29,0.0030024,,2/18/20 21:39,65.61533508,,2/18/20 21:39,0.0016589,,2/18/20 21:39,0.9242243,,2/18/20 21:39,3.186227083
2/18/20 21:39,0.0023727,,2/18/20 21:39,0.933688,,2/18/20 21:39,0.0385341,,2/18/20 21:39,0.0077981,,2/18/20 21:48,0.0030206,,2/18/20 21:49,65.18660393,,2/18/20 21:48,0.0453258,,2/18/20 21:48,0.0109558,,2/18/20 21:39,0.0025274,,2/18/20 21:49,65.18660393,,2/18/20 21:48,0.0028689,,2/18/20 21:48,0.9700339,,2/18/20 21:49,3.186227083
2/18/20 21:48,0.0015107,,2/18/20 21:48,0.9826215,,2/18/20 21:48,0.0418813,,2/18/20 21:48,0.008753,,2/18/20 21:58,0.0034015,,2/18/20 21:59,65.69331741,,2/18/20 21:58,0.048539,,2/18/20 21:58,0.0113777,,2/18/20 21:48,0.0028039,,2/18/20 21:59,65.69331741,,2/18/20 21:58,0.0028789,,2/18/20 21:58,0.9306235,,2/18/20 21:59,3.185738564
2/18/20 21:58,0.0017534,,2/18/20 21:58,0.9787091,,2/18/20 21:58,0.053483,,2/18/20 21:58,0.0102913,,2/18/20 22:09,0.0030913,,2/18/20 22:10,65.53740082,,2/18/20 22:09,0.044822,,2/18/20 22:09,0.0117576,,2/18/20 21:58,0.0033203,,2/18/20 22:10,65.53740082,,2/18/20 22:09,0.003362,,2/18/20 22:09,0.9349463,,2/18/20 22:10,3.185445786
2/18/20 22:09,0.002485,,2/18/20 22:09,1.0266357,,2/18/20 22:09,0.0435143,,2/18/20 22:09,0.0096885,,2/18/20 22:19,0.0030386,,2/18/20 22:19,65.34251709,,2/18/20 22:19,0.0509343,,2/18/20 22:19,0.0093615,,2/18/20 22:09,0.0029735,,2/18/20 22:19,65.34251709,,2/18/20 22:19,0.0030567,,2/18/20 22:19,0.9552878,,2/18/20 22:19,3.18564105
2/18/20 22:19,0.0011273,,2/18/20 22:19,1.012367,,2/18/20 22:19,0.043689,,2/18/20 22:19,0.0088325,,2/18/20 22:29,0.0026753,,2/18/20 22:29,65.45946655,,2/18/20 22:29,0.0435059,,2/18/20 22:29,0.0093346,,2/18/20 22:19,0.0028587,,2/18/20 22:29,65.45946655,,2/18/20 22:29,0.0026789,,2/18/20 22:29,0.9323186,,2/18/20 22:29,3.185250282
2/18/20 22:29,0.0019304,,2/18/20 22:29,0.9988693,,2/18/20 22:29,0.0485884,,2/18/20 22:29,0.0070969,,2/18/20 22:39,0.003534,,2/18/20 22:39,65.42045135,,2/18/20 22:39,0.0470786,,2/18/20 22:39,0.014102,,2/18/20 22:29,0.0027093,,2/18/20 22:39,65.42045135,,2/18/20 22:39,0.0029237,,2/18/20 22:39,0.9187525,,2/18/20 22:39,3.185836315
2/18/20 22:39,0.0022242,,2/18/20 22:39,1.0153818,,2/18/20 22:39,0.0414644,,2/18/20 22:39,0.0081731,,2/18/20 22:49,0.0032184,,2/18/20 22:49,65.61533508,,2/18/20 22:49,0.0528836,,2/18/20 22:49,0.0092378,,2/18/20 22:39,0.0031482,,2/18/20 22:49,65.61533508,,2/18/20 22:49,0.0029736,,2/18/20 22:49,0.927022,,2/18/20 22:49,3.185250282
2/18/20 22:49,0.0031426,,2/18/20 22:49,0.9416796,,2/18/20 22:49,0.0371783,,2/18/20 22:49,0.0105813,,2/18/20 22:58,0.0032462,,2/18/20 22:59,65.69331741,,2/18/20 22:58,0.0485795,,2/18/20 22:58,0.0099078,,2/18/20 22:49,0.003234,,2/18/20 22:59,65.69331741,,2/18/20 22:58,0.0017073,,2/18/20 22:58,0.9312366,,2/18/20 22:59,3.185445786
2/18/20 22:58,0.0025792,,2/18/20 22:58,0.9837894,,2/18/20 22:58,0.0463629,,2/18/20 22:58,0.0085947,,2/18/20 23:08,0.0031657,,2/18/20 23:09,65.92716484,,2/18/20 23:08,0.0535688,,2/18/20 23:08,0.0106388,,2/18/20 22:58,0.0030886,,2/18/20 23:09,65.92716484,,2/18/20 23:08,0.0026912,,2/18/20 23:08,0.9020588,,2/18/20 23:09,3.185250282
2/18/20 23:08,0.001693,,2/18/20 23:08,0.962024,,2/18/20 23:08,0.0406444,,2/18/20 23:08,0.0085236,,2/18/20 23:19,0.0035477,,2/18/20 23:19,65.69331741,,2/18/20 23:19,0.0408635,,2/18/20 23:19,0.0109244,,2/18/20 23:08,0.0026832,,2/18/20 23:19,65.69331741,,2/18/20 23:19,0.0041702,,2/18/20 23:19,0.8953711,,2/18/20 23:19,3.184957266
2/18/20 23:19,0.0018959,,2/18/20 23:19,0.9464435,,2/18/20 23:19,0.0494399,,2/18/20 23:19,0.0079496,,2/18/20 23:29,0.0032281,,2/18/20 23:29,65.65435028,,2/18/20 23:29,0.0446578,,2/18/20 23:29,0.0128471,,2/18/20 23:19,0.0030795,,2/18/20 23:29,65.65435028,,2/18/20 23:29,0.0015788,,2/18/20 23:29,0.97954,,2/18/20 23:29,3.185543299
2/18/20 23:29,0.0033186,,2/18/20 23:29,0.9647339,,2/18/20 23:29,0.0378396,,2/18/20 23:29,0.0097574,,2/18/20 23:39,0.0030003,,2/18/20 23:39,65.96613197,,2/18/20 23:39,0.0430445,,2/18/20 23:39,0.0092347,,2/18/20 23:29,0.003294,,2/18/20 23:39,65.96613197,,2/18/20 23:39,0.0022841,,2/18/20 23:39,1.0027822,,2/18/20 23:39,3.185445786
2/18/20 23:39,0.0041473,,2/18/20 23:39,0.9845144,,2/18/20 23:39,0.0493589,,2/18/20 23:39,0.0113543,,2/18/20 23:49,0.0033554,,2/18/20 23:49,65.61533508,,2/18/20 23:49,0.044717,,2/18/20 23:49,0.0089206,,2/18/20 23:39,0.0034436,,2/18/20 23:49,65.61533508,,2/18/20 23:49,0.004371,,2/18/20 23:49,0.9401244,,2/18/20 23:49,3.185152769
2/18/20 23:49,0.0025823,,2/18/20 23:49,0.9535721,,2/18/20 23:49,0.0403965,,2/18/20 23:49,0.0096209,,2/18/20 23:59,0.0029551,,2/18/20 23:59,66.1999794,,2/18/20 23:59,0.0450307,,2/18/20 23:59,0.0106216,,2/18/20 23:49,0.0030171,,2/18/20 23:59,66.1999794,,2/18/20 23:59,0.002187,,2/18/20 23:59,0.9494811,,2/18/20 23:59,3.185445786
2/18/20 23:59,0.0030722,,2/18/20 23:59,0.9847042,,2/18/20 23:59,0.0462542,,2/18/20 23:59,0.0091846,,2/19/20 0:08,0.0027838,,2/19/20 0:08,66.04411087,,2/19/20 0:08,0.0459985,,2/19/20 0:08,0.008253,,2/18/20 23:59,0.0028587,,2/19/20 0:08,66.04411087,,2/19/20 0:08,0.0024603,,2/19/20 0:08,1.0025401,,2/19/20 0:08,3.18564105
2/19/20 0:08,0.0021856,,2/19/20 0:08,0.931122,,2/19/20 0:08,0.0356156,,2/19/20 0:08,0.0085982,,2/19/20 0:18,0.003504,,2/19/20 0:19,65.77125168,,2/19/20 0:18,0.0445046,,2/19/20 0:18,0.0105653,,2/19/20 0:08,0.0028176,,2/19/20 0:19,65.77125168,,2/19/20 0:18,0.0017745,,2/19/20 0:18,0.9179023,,2/19/20 0:19,3.184957266
2/19/20 0:18,0.0030372,,2/19/20 0:18,1.0072407,,2/19/20 0:18,0.0557257,,2/19/20 0:18,0.009103,,2/19/20 0:29,0.0029637,,2/19/20 0:30,65.84923401,,2/19/20 0:29,0.0526673,,2/19/20 0:29,0.0114253,,2/19/20 0:18,0.0031044,,2/19/20 0:30,65.84923401,,2/19/20 0:29,0.0029258,,2/19/20 0:29,0.9570654,,2/19/20 0:30,3.184371233
2/19/20 0:29,0.0032293,,2/19/20 0:29,0.9387741,,2/19/20 0:29,0.0433028,,2/19/20 0:29,0.0109121,,2/19/20 0:39,0.0028168,,2/19/20 0:40,66.12204514,,2/19/20 0:39,0.0474315,,2/19/20 0:39,0.007896,,2/19/20 0:29,0.0033633,,2/19/20 0:40,66.12204514,,2/19/20 0:39,0.0017669,,2/19/20 0:39,0.9703172,,2/19/20 0:40,3.184175968
2/19/20 0:39,0.002286,,2/19/20 0:39,0.9688016,,2/19/20 0:39,0.0384562,,2/19/20 0:39,0.008684,,2/19/20 0:49,0.0035197,,2/19/20 0:50,66.04411087,,2/19/20 0:49,0.04743,,2/19/20 0:49,0.0100518,,2/19/20 0:39,0.00278,,2/19/20 0:50,66.04411087,,2/19/20 0:49,0.0026744,,2/19/20 0:49,0.9692198,,2/19/20 0:50,3.184468985
2/19/20 0:49,0.0016652,,2/19/20 0:49,0.9904347,,2/19/20 0:49,0.0427333,,2/19/20 0:49,0.0090014,,2/19/20 0:59,0.0027216,,2/19/20 1:00,65.77125168,,2/19/20 0:59,0.0416458,,2/19/20 0:59,0.0079233,,2/19/20 0:49,0.0029106,,2/19/20 1:00,65.77125168,,2/19/20 0:59,0.0016027,,2/19/20 0:59,0.9591418,,2/19/20 1:00,3.185054779
2/19/20 0:59,0.0028025,,2/19/20 0:59,0.9968786,,2/19/20 0:59,0.0419334,,2/19/20 0:59,0.0105947,,2/19/20 1:09,0.0029462,,2/19/20 1:09,66.27796173,,2/19/20 1:09,0.042724,,2/19/20 1:09,0.0090665,,2/19/20 0:59,0.0034545,,2/19/20 1:09,66.27796173,,2/19/20 1:09,0.0026819,,2/19/20 1:09,0.9563286,,2/19/20 1:09,3.184761763
2/19/20 1:09,0.001952,,2/19/20 1:09,0.9619607,,2/19/20 1:09,0.0417915,,2/19/20 1:09,0.0080767,,2/19/20 1:18,0.0029082,,2/19/20 1:19,65.77125168,,2/19/20 1:18,0.0436826,,2/19/20 1:18,0.0093547,,2/19/20 1:09,0.0030996,,2/19/20 1:19,65.77125168,,2/19/20 1:18,0.0019573,,2/19/20 1:18,0.9247756,,2/19/20 1:19,3.184761763
2/19/20 1:18,0.0021557,,2/19/20 1:18,0.9599412,,2/19/20 1:18,0.0414956,,2/19/20 1:18,0.0129745,,2/19/20 1:28,0.0033003,,2/19/20 1:29,66.31692886,,2/19/20 1:28,0.045133,,2/19/20 1:28,0.0118032,,2/19/20 1:18,0.0035042,,2/19/20 1:29,66.31692886,,2/19/20 1:28,0.0028234,,2/19/20 1:28,0.9712498,,2/19/20 1:29,3.184664249
2/19/20 1:28,0.0018036,,2/19/20 1:28,1.0199846,,2/19/20 1:28,0.0487238,,2/19/20 1:28,0.0106401,,2/19/20 1:39,0.0031126,,2/19/20 1:40,66.31692886,,2/19/20 1:39,0.0452847,,2/19/20 1:39,0.0082122,,2/19/20 1:28,0.0029144,,2/19/20 1:40,66.31692886,,2/19/20 1:39,0.0021386,,2/19/20 1:39,0.9746452,,2/19/20 1:40,3.184859514
2/19/20 1:39,0.0016851,,2/19/20 1:39,0.9240279,,2/19/20 1:39,0.0403184,,2/19/20 1:39,0.0095585,,2/19/20 1:49,0.003777,,2/19/20 1:50,66.1999794,,2/19/20 1:49,0.0456944,,2/19/20 1:49,0.0114319,,2/19/20 1:39,0.0027352,,2/19/20 1:50,66.1999794,,2/19/20 1:49,0.0024125,,2/19/20 1:49,0.9570911,,2/19/20 1:50,3.184468985
2/19/20 1:49,0.002321,,2/19/20 1:49,0.9712411,,2/19/20 1:49,0.0423743,,2/19/20 1:49,0.0118798,,2/19/20 1:59,0.0030143,,2/19/20 1:59,66.04411087,,2/19/20 1:59,0.0426954,,2/19/20 1:59,0.0087577,,2/19/20 1:49,0.0032431,,2/19/20 1:59,66.04411087,,2/19/20 1:59,0.0027496,,2/19/20 1:59,0.9711519,,2/19/20 1:59,3.184371233
2/19/20 1:59,0.0034202,,2/19/20 1:59,0.9550623,,2/19/20 1:59,0.0452545,,2/19/20 1:59,0.0084736,,2/19/20 2:09,0.0027187,,2/19/20 2:09,65.92716484,,2/19/20 2:09,0.0440193,,2/19/20 2:09,0.0110891,,2/19/20 1:59,0.0030347,,2/19/20 2:09,65.92716484,,2/19/20 2:09,0.0023121,,2/19/20 2:09,0.9615892,,2/19/20 2:09,3.183687449
2/19/20 2:09,0.0022917,,2/19/20 2:09,0.997569,,2/19/20 2:09,0.0381429,,2/19/20 2:09,0.0079245,,2/19/20 2:19,0.0034805,,2/19/20 2:19,66.1999794,,2/19/20 2:19,0.0502136,,2/19/20 2:19,0.0105812,,2/19/20 2:09,0.0028967,,2/19/20 2:19,66.1999794,,2/19/20 2:19,0.0023082,,2/19/20 2:19,0.9147903,,2/19/20 2:19,3.183687449
2/19/20 2:19,0.0031929,,2/19/20 2:19,0.97864,,2/19/20 2:19,0.0414706,,2/19/20 2:19,0.009475,,2/19/20 2:28,0.0030117,,2/19/20 2:29,66.1999794,,2/19/20 2:28,0.0513859,,2/19/20 2:28,0.0089928,,2/19/20 2:19,0.0031632,,2/19/20 2:29,66.1999794,,2/19/20 2:28,0.0015923,,2/19/20 2:28,0.9535978,,2/19/20 2:29,3.184077978
2/19/20 2:28,0.002739,,2/19/20 2:28,0.9678753,,2/19/20 2:28,0.0446691,,2/19/20 2:28,0.0113257,,2/19/20 2:38,0.0037627,,2/19/20 2:39,66.04411087,,2/19/20 2:38,0.0603097,,2/19/20 2:38,0.0120318,,2/19/20 2:28,0.003401,,2/19/20 2:39,66.04411087,,2/19/20 2:38,0.0024749,,2/19/20 2:38,0.9790814,,2/19/20 2:39,3.183687449
2/19/20 2:38,0.0015111,,2/19/20 2:38,0.9763559,,2/19/20 2:38,0.0430392,,2/19/20 2:38,0.0080995,,2/19/20 2:49,0.0031908,,2/19/20 2:50,65.88819771,,2/19/20 2:49,0.0441439,,2/19/20 2:49,0.0097787,,2/19/20 2:38,0.002744,,2/19/20 2:50,65.88819771,,2/19/20 2:49,0.0021228,,2/19/20 2:49,0.9243994,,2/19/20 2:50,3.183687449
2/19/20 2:49,0.001801,,2/19/20 2:49,0.9619952,,2/19/20 2:49,0.0478117,,2/19/20 2:49,0.0071503,,2/19/20 2:59,0.0028567,,2/19/20 2:59,66.083078,,2/19/20 2:59,0.0441969,,2/19/20 2:59,0.0096289,,2/19/20 2:49,0.0022793,,2/19/20 2:59,66.083078,,2/19/20 2:59,0.0028387,,2/19/20 2:59,0.9641241,,2/19/20 2:59,3.183492184
2/19/20 2:59,0.0021316,,2/19/20 2:59,0.9591472,,2/19/20 2:59,0.0425558,,2/19/20 2:59,0.0070845,,2/19/20 3:09,0.0032828,,2/19/20 3:09,66.00509911,,2/19/20 3:09,0.0423973,,2/19/20 3:09,0.0088035,,2/19/20 2:59,0.0026103,,2/19/20 3:09,66.00509911,,2/19/20 3:09,0.002833,,2/19/20 3:09,0.9211792,,2/19/20 3:09,3.184175968
2/19/20 3:09,0.002804,,2/19/20 3:09,0.9628352,,2/19/20 3:09,0.0436584,,2/19/20 3:09,0.0101907,,2/19/20 3:19,0.0030764,,2/19/20 3:19,65.88819771,,2/19/20 3:19,0.0464916,,2/19/20 3:19,0.0109399,,2/19/20 3:09,0.0034819,,2/19/20 3:19,65.88819771,,2/19/20 3:19,0.0019687,,2/19/20 3:19,0.9462197,,2/19/20 3:19,3.183882713
2/19/20 3:19,0.0005645,,2/19/20 3:19,0.9591012,,2/19/20 3:19,0.0477285,,2/19/20 3:19,0.0090665,,2/19/20 3:29,0.0032164,,2/19/20 3:29,65.88819771,,2/19/20 3:29,0.0487179,,2/19/20 3:29,0.0105799,,2/19/20 3:19,0.0026361,,2/19/20 3:29,65.88819771,,2/19/20 3:29,0.0019836,,2/19/20 3:29,0.9180981,,2/19/20 3:29,3.183589697
2/19/20 3:29,0.0024216,,2/19/20 3:29,0.9870286,,2/19/20 3:29,0.0439926,,2/19/20 3:29,0.0093576,,2/19/20 3:38,0.0036612,,2/19/20 3:39,66.083078,,2/19/20 3:38,0.0496758,,2/19/20 3:38,0.0101614,,2/19/20 3:29,0.0029293,,2/19/20 3:39,66.083078,,2/19/20 3:38,0.0025708,,2/19/20 3:38,1.0083983,,2/19/20 3:39,3.18329668
2/19/20 3:38,0.0023571,,2/19/20 3:38,1.0047379,,2/19/20 3:38,0.0454809,,2/19/20 3:38,0.0097712,,2/19/20 3:48,0.0029027,,2/19/20 3:48,65.81021881,,2/19/20 3:48,0.0445161,,2/19/20 3:48,0.0072379,,2/19/20 3:38,0.0029394,,2/19/20 3:48,65.81021881,,2/19/20 3:48,0.002727,,2/19/20 3:48,0.9669321,,2/19/20 3:48,3.183394432
2/19/20 3:48,0.0024017,,2/19/20 3:48,0.9901413,,2/19/20 3:48,0.0436595,,2/19/20 3:48,0.009118,,2/19/20 3:58,0.0032675,,2/19/20 3:58,65.73228455,,2/19/20 3:58,0.0454563,,2/19/20 3:58,0.0094402,,2/19/20 3:48,0.002942,,2/19/20 3:58,65.73228455,,2/19/20 3:58,0.0025342,,2/19/20 3:58,0.9435971,,2/19/20 3:58,3.183394432
