Machines > Bridgeport Mill 1 > Spindle > X-Axial > Peak Acceleration,,,Machines > Bridgeport Mill 1 > Spindle > X-Axial > Peak Velocity,,,Machines > Bridgeport Mill 1 > Spindle > X-Axial > Band 1,,,Machines > Bridgeport Mill 1 > Spindle > X-Axial > Damage Accumulation,,,Machines > Bridgeport Mill 1 > Spindle > Y-Radial > RMS Velocity,,,Machines > Bridgeport Mill 1 > Spindle > Y-Radial > Temperature,,,Machines > Bridgeport Mill 1 > Spindle > X-Axial > RMS Velocity,,,Machines > Bridgeport Mill 1 > Spindle > X-Axial > Temperature,,,Machines > Bridgeport Mill 1 > Spindle > Y-Radial > Peak Acceleration,,,Machines > Bridgeport Mill 1 > Spindle > Y-Radial > Peak Velocity,,,Machines > Bridgeport Mill 1 > Spindle > Y-Radial > Band 1,,,Machines > Bridgeport Mill 1 > Spindle > Y-Radial > Damage Accumulation,,,Machines > Bridgeport Mill 1 > Spindle > Battery Voltage,
2/26/20 2:39,0.0457112,,2/26/20 2:39,0.0079553,,2/26/20 2:39,0.002095,,2/26/20 2:39,0.953737,,2/26/20 2:49,0.002883,,2/26/20 2:29,72.20235291,,2/26/20 2:39,0.0025409,,2/26/20 2:29,72.20235291,,2/26/20 2:49,0.0512968,,2/26/20 2:49,0.0079077,,2/26/20 2:49,0.0022843,,2/26/20 2:59,0.976868,,2/26/20 2:29,3.138363838
2/26/20 2:49,0.0450701,,2/26/20 2:49,0.0073307,,2/26/20 2:49,0.0021827,,2/26/20 2:49,0.9320765,,2/26/20 2:59,0.0030088,,2/26/20 2:39,72.08545151,,2/26/20 2:49,0.0028392,,2/26/20 2:39,72.08545151,,2/26/20 2:59,0.04022,,2/26/20 2:59,0.0123263,,2/26/20 2:59,0.0027557,,2/26/20 3:09,0.9943931,,2/26/20 2:39,3.138559341
2/26/20 2:59,0.0476167,,2/26/20 2:59,0.0081361,,2/26/20 2:59,0.0018416,,2/26/20 2:59,0.9514442,,2/26/20 3:09,0.0028828,,2/26/20 2:49,72.20235291,,2/26/20 2:59,0.0032762,,2/26/20 2:49,72.20235291,,2/26/20 3:09,0.0426038,,2/26/20 3:09,0.0093703,,2/26/20 3:09,0.0024471,,2/26/20 3:19,1.012741,,2/26/20 2:49,3.138070822
2/26/20 3:09,0.0412438,,2/26/20 3:09,0.0094767,,2/26/20 3:09,0.0028805,,2/26/20 3:09,0.9506868,,2/26/20 3:19,0.0027399,,2/26/20 2:59,72.12441864,,2/26/20 3:09,0.0033006,,2/26/20 2:59,72.12441864,,2/26/20 3:19,0.0435455,,2/26/20 3:19,0.0097878,,2/26/20 3:19,0.0022613,,2/26/20 3:29,0.9751534,,2/26/20 2:59,3.138852119
2/26/20 3:19,0.0488804,,2/26/20 3:19,0.0095977,,2/26/20 3:19,0.0032643,,2/26/20 3:19,0.9623465,,2/26/20 3:29,0.0029536,,2/26/20 3:10,72.24132004,,2/26/20 3:19,0.0030405,,2/26/20 3:10,72.24132004,,2/26/20 3:29,0.0447591,,2/26/20 3:29,0.0092314,,2/26/20 3:29,0.0021351,,2/26/20 3:39,0.9915624,,2/26/20 3:10,3.138754606
2/26/20 3:29,0.0458937,,2/26/20 3:29,0.008447,,2/26/20 3:29,0.001879,,2/26/20 3:29,0.9387179,,2/26/20 3:39,0.0031086,,2/26/20 3:19,72.20235291,,2/26/20 3:29,0.0030474,,2/26/20 3:19,72.20235291,,2/26/20 3:39,0.04139,,2/26/20 3:39,0.0099176,,2/26/20 3:39,0.0023026,,2/26/20 3:49,0.9553959,,2/26/20 3:19,3.138559341
2/26/20 3:39,0.055617,,2/26/20 3:39,0.0095628,,2/26/20 3:39,0.0023395,,2/26/20 3:39,0.981333,,2/26/20 3:49,0.0026999,,2/26/20 3:29,72.04643631,,2/26/20 3:39,0.0029035,,2/26/20 3:29,72.04643631,,2/26/20 3:49,0.0474696,,2/26/20 3:49,0.0079476,,2/26/20 3:49,0.0012949,,2/26/20 3:59,0.987207,,2/26/20 3:29,3.138363838
2/26/20 3:49,0.0448171,,2/26/20 3:49,0.0083727,,2/26/20 3:49,0.001471,,2/26/20 3:49,0.9504755,,2/26/20 3:59,0.0028403,,2/26/20 3:39,71.73465462,,2/26/20 3:49,0.002924,,2/26/20 3:39,71.73465462,,2/26/20 3:59,0.0455246,,2/26/20 3:59,0.0085801,,2/26/20 3:59,0.0034848,,2/26/20 4:09,0.9674898,,2/26/20 3:39,3.138266325
2/26/20 3:59,0.0533531,,2/26/20 3:59,0.0121427,,2/26/20 3:59,0.0022398,,2/26/20 3:59,0.9631039,,2/26/20 4:09,0.0029405,,2/26/20 3:50,71.50080719,,2/26/20 3:59,0.0034704,,2/26/20 3:50,71.50080719,,2/26/20 4:09,0.045655,,2/26/20 4:09,0.0073442,,2/26/20 4:09,0.0029323,,2/26/20 4:19,0.9499589,,2/26/20 3:50,3.138559341
2/26/20 4:09,0.0444179,,2/26/20 4:09,0.0104579,,2/26/20 4:09,0.0030208,,2/26/20 4:09,0.9024968,,2/26/20 4:19,0.0031088,,2/26/20 4:00,71.34489059,,2/26/20 4:09,0.0034805,,2/26/20 4:00,71.34489059,,2/26/20 4:19,0.0392537,,2/26/20 4:19,0.0085555,,2/26/20 4:19,0.0019406,,2/26/20 4:29,0.9687095,,2/26/20 4:00,3.138852119
2/26/20 4:19,0.0512789,,2/26/20 4:19,0.0090806,,2/26/20 4:19,0.0018586,,2/26/20 4:19,0.9379759,,2/26/20 4:29,0.0033858,,2/26/20 4:10,71.03306084,,2/26/20 4:19,0.00289,,2/26/20 4:10,71.03306084,,2/26/20 4:29,0.0442074,,2/26/20 4:29,0.0104267,,2/26/20 4:29,0.0025539,,2/26/20 4:39,0.9888467,,2/26/20 4:10,3.138949871
2/26/20 4:29,0.0576822,,2/26/20 4:29,0.0080377,,2/26/20 4:29,0.0033993,,2/26/20 4:29,0.954247,,2/26/20 4:39,0.0026968,,2/26/20 4:20,70.91616287,,2/26/20 4:29,0.0026887,,2/26/20 4:20,70.91616287,,2/26/20 4:39,0.0437027,,2/26/20 4:39,0.0085152,,2/26/20 4:39,0.0014131,,2/26/20 4:49,0.9682435,,2/26/20 4:20,3.139047623
2/26/20 4:39,0.0459004,,2/26/20 4:39,0.0084026,,2/26/20 4:39,0.0021003,,2/26/20 4:39,0.965711,,2/26/20 4:49,0.0024985,,2/26/20 4:30,70.44841309,,2/26/20 4:39,0.0028405,,2/26/20 4:30,70.44841309,,2/26/20 4:49,0.0407374,,2/26/20 4:49,0.0085548,,2/26/20 4:49,0.0019964,,2/26/20 4:59,1.0045883,,2/26/20 4:30,3.138363838
2/26/20 4:49,0.0524396,,2/26/20 4:49,0.0115568,,2/26/20 4:49,0.0032205,,2/26/20 4:49,0.9483115,,2/26/20 4:59,0.0028823,,2/26/20 4:40,70.44841309,,2/26/20 4:49,0.0035018,,2/26/20 4:40,70.44841309,,2/26/20 4:59,0.0366538,,2/26/20 4:59,0.0093021,,2/26/20 4:59,0.0017114,,2/26/20 5:09,0.922043,,2/26/20 4:40,3.138363838
2/26/20 4:59,0.0492433,,2/26/20 4:59,0.0100328,,2/26/20 4:59,0.0023812,,2/26/20 4:59,0.9757839,,2/26/20 5:09,0.0031337,,2/26/20 4:50,69.62992134,,2/26/20 4:59,0.0032184,,2/26/20 4:50,69.62992134,,2/26/20 5:09,0.0489833,,2/26/20 5:09,0.0091887,,2/26/20 5:09,0.0021259,,2/26/20 5:19,1.0179364,,2/26/20 4:50,3.138363838
2/26/20 5:09,0.0421827,,2/26/20 5:09,0.0084849,,2/26/20 5:09,0.0024895,,2/26/20 5:09,0.9600692,,2/26/20 5:19,0.0028897,,2/26/20 5:00,69.9417511,,2/26/20 5:09,0.0029765,,2/26/20 5:00,69.9417511,,2/26/20 5:19,0.042358,,2/26/20 5:19,0.0080535,,2/26/20 5:19,0.0020888,,2/26/20 5:29,0.9633991,,2/26/20 5:00,3.138949871
2/26/20 5:19,0.0465788,,2/26/20 5:19,0.0108649,,2/26/20 5:19,0.0031613,,2/26/20 5:19,0.9717032,,2/26/20 5:29,0.0034812,,2/26/20 5:09,69.35710678,,2/26/20 5:19,0.0035679,,2/26/20 5:09,69.35710678,,2/26/20 5:29,0.0393482,,2/26/20 5:29,0.0102157,,2/26/20 5:29,0.0031051,,2/26/20 5:39,0.9583705,,2/26/20 5:09,3.139145136
2/26/20 5:29,0.0504185,,2/26/20 5:29,0.0095747,,2/26/20 5:29,0.0029538,,2/26/20 5:29,1.0029626,,2/26/20 5:39,0.002898,,2/26/20 5:19,69.47400818,,2/26/20 5:29,0.0031371,,2/26/20 5:19,69.47400818,,2/26/20 5:39,0.0432713,,2/26/20 5:39,0.0085123,,2/26/20 5:39,0.0013396,,2/26/20 5:49,0.9419328,,2/26/20 5:19,3.138656855
2/26/20 5:39,0.0551428,,2/26/20 5:39,0.0089494,,2/26/20 5:39,0.0022565,,2/26/20 5:39,0.963444,,2/26/20 5:49,0.0033127,,2/26/20 5:30,69.31809158,,2/26/20 5:39,0.0033278,,2/26/20 5:30,69.31809158,,2/26/20 5:49,0.0430156,,2/26/20 5:49,0.0097936,,2/26/20 5:49,0.0023682,,2/26/20 5:59,1.0160895,,2/26/20 5:30,3.139047623
2/26/20 5:49,0.0430509,,2/26/20 5:49,0.0094658,,2/26/20 5:49,0.0012907,,2/26/20 5:49,0.9664787,,2/26/20 5:59,0.0026015,,2/26/20 5:40,69.12320786,,2/26/20 5:49,0.0031425,,2/26/20 5:40,69.12320786,,2/26/20 5:59,0.0449904,,2/26/20 5:59,0.0074354,,2/26/20 5:59,0.0018931,,2/26/20 6:09,1.0081037,,2/26/20 5:40,3.138754606
2/26/20 5:59,0.0431659,,2/26/20 5:59,0.0107523,,2/26/20 5:59,0.0020803,,2/26/20 5:59,0.9292066,,2/26/20 6:09,0.0030248,,2/26/20 5:50,68.77246246,,2/26/20 5:59,0.0032376,,2/26/20 5:50,68.77246246,,2/26/20 6:09,0.0396233,,2/26/20 6:09,0.0087058,,2/26/20 6:09,0.0016263,,2/26/20 6:19,1.0177983,,2/26/20 5:50,3.138949871
2/26/20 6:09,0.0482279,,2/26/20 6:09,0.0100227,,2/26/20 6:09,0.0029724,,2/26/20 6:09,0.9402584,,2/26/20 6:19,0.0027552,,2/26/20 6:00,68.42166214,,2/26/20 6:09,0.0036102,,2/26/20 6:00,68.42166214,,2/26/20 6:19,0.0375305,,2/26/20 6:19,0.0076594,,2/26/20 6:19,0.002849,,2/26/20 6:29,0.9955553,,2/26/20 6:00,3.139145136
2/26/20 6:19,0.0461314,,2/26/20 6:19,0.0077733,,2/26/20 6:19,0.0018847,,2/26/20 6:19,0.9502797,,2/26/20 6:29,0.002676,,2/26/20 6:09,68.46062927,,2/26/20 6:19,0.0028776,,2/26/20 6:09,68.46062927,,2/26/20 6:29,0.0432999,,2/26/20 6:29,0.0089964,,2/26/20 6:29,0.0035468,,2/26/20 6:40,0.9247471,,2/26/20 6:09,3.139047623
2/26/20 6:29,0.0446765,,2/26/20 6:29,0.0117017,,2/26/20 6:29,0.0039913,,2/26/20 6:29,0.9453438,,2/26/20 6:40,0.0030223,,2/26/20 6:19,68.03190155,,2/26/20 6:29,0.0035779,,2/26/20 6:19,68.03190155,,2/26/20 6:40,0.0393438,,2/26/20 6:40,0.0089706,,2/26/20 6:40,0.0017513,,2/26/20 6:49,1.0035239,,2/26/20 6:19,3.139145136
2/26/20 6:40,0.0489325,,2/26/20 6:40,0.0113512,,2/26/20 6:40,0.0018908,,2/26/20 6:40,0.9904939,,2/26/20 6:49,0.0029491,,2/26/20 6:29,67.99293442,,2/26/20 6:40,0.0034637,,2/26/20 6:29,67.99293442,,2/26/20 6:49,0.0381275,,2/26/20 6:49,0.0080015,,2/26/20 6:49,0.0022572,,2/26/20 6:59,1.0258474,,2/26/20 6:29,3.139047623
2/26/20 6:49,0.0435717,,2/26/20 6:49,0.0082017,,2/26/20 6:49,0.0025125,,2/26/20 6:49,0.9448388,,2/26/20 6:59,0.0030791,,2/26/20 6:40,67.79805069,,2/26/20 6:49,0.0030102,,2/26/20 6:40,67.79805069,,2/26/20 6:59,0.04291,,2/26/20 6:59,0.0085754,,2/26/20 6:59,0.0032893,,2/26/20 7:09,0.983007,,2/26/20 6:40,3.138949871
2/26/20 6:59,0.0495248,,2/26/20 6:59,0.0112547,,2/26/20 6:59,0.0032042,,2/26/20 6:59,0.9618983,,2/26/20 7:09,0.0026587,,2/26/20 6:50,67.75903549,,2/26/20 6:59,0.0031124,,2/26/20 6:50,67.75903549,,2/26/20 7:09,0.0462249,,2/26/20 7:09,0.0092149,,2/26/20 7:09,0.0029164,,2/26/20 7:19,0.9469326,,2/26/20 6:50,3.138656855
2/26/20 7:09,0.0435401,,2/26/20 7:09,0.0074612,,2/26/20 7:09,0.0016006,,2/26/20 7:09,0.9279855,,2/26/20 7:19,0.0030285,,2/26/20 7:00,67.48622093,,2/26/20 7:09,0.0024939,,2/26/20 7:00,67.48622093,,2/26/20 7:19,0.0392147,,2/26/20 7:19,0.0102736,,2/26/20 7:19,0.0034241,,2/26/20 7:29,0.9881448,,2/26/20 7:00,3.138754606
2/26/20 7:19,0.0481336,,2/26/20 7:19,0.0110574,,2/26/20 7:19,0.0032069,,2/26/20 7:19,0.9439835,,2/26/20 7:29,0.0032983,,2/26/20 7:09,67.40828667,,2/26/20 7:19,0.003113,,2/26/20 7:09,67.40828667,,2/26/20 7:29,0.0413741,,2/26/20 7:29,0.010752,,2/26/20 7:29,0.0016653,,2/26/20 7:39,0.9706312,,2/26/20 7:09,3.139047623
2/26/20 7:29,0.0534911,,2/26/20 7:29,0.0118374,,2/26/20 7:29,0.0021651,,2/26/20 7:29,0.9636192,,2/26/20 7:39,0.0021226,,2/26/20 7:19,67.21340637,,2/26/20 7:29,0.0034323,,2/26/20 7:19,67.21340637,,2/26/20 7:39,0.0413519,,2/26/20 7:39,0.0066965,,2/26/20 7:39,0.0014311,,2/26/20 7:50,0.9931389,,2/26/20 7:19,3.138949871
2/26/20 7:39,0.0445213,,2/26/20 7:39,0.0097831,,2/26/20 7:39,0.0017166,,2/26/20 7:39,0.9945797,,2/26/20 7:50,0.0026545,,2/26/20 7:29,66.86260605,,2/26/20 7:39,0.0029098,,2/26/20 7:29,66.86260605,,2/26/20 7:50,0.0448447,,2/26/20 7:50,0.0084948,,2/26/20 7:50,0.0019603,,2/26/20 7:59,1.0149043,,2/26/20 7:29,3.138949871
2/26/20 7:50,0.0444927,,2/26/20 7:50,0.0100382,,2/26/20 7:50,0.001336,,2/26/20 7:50,0.9781437,,2/26/20 7:59,0.0029533,,2/26/20 7:39,67.01852264,,2/26/20 7:50,0.0029606,,2/26/20 7:39,67.01852264,,2/26/20 7:59,0.0370238,,2/26/20 7:59,0.0103784,,2/26/20 7:59,0.0027351,,2/26/20 8:09,1.0195819,,2/26/20 7:39,3.139438391
2/26/20 7:59,0.052339,,2/26/20 7:59,0.0104534,,2/26/20 7:59,0.0019776,,2/26/20 7:59,0.953907,,2/26/20 8:09,0.0026193,,2/26/20 7:50,67.09645691,,2/26/20 7:59,0.0032011,,2/26/20 7:50,67.09645691,,2/26/20 8:09,0.0391953,,2/26/20 8:09,0.0072662,,2/26/20 8:09,0.0014009,,2/26/20 8:19,1.0058023,,2/26/20 7:50,3.138949871
2/26/20 8:09,0.044682,,2/26/20 8:09,0.01201,,2/26/20 8:09,0.0029179,,2/26/20 8:09,0.9812402,,2/26/20 8:19,0.0030328,,2/26/20 8:00,66.51181259,,2/26/20 8:09,0.0033569,,2/26/20 8:00,66.51181259,,2/26/20 8:19,0.0369876,,2/26/20 8:19,0.0085011,,2/26/20 8:19,0.0024388,,2/26/20 8:29,0.9418292,,2/26/20 8:00,3.138656855
2/26/20 8:19,0.0474101,,2/26/20 8:19,0.0098643,,2/26/20 8:19,0.0031237,,2/26/20 8:19,0.9501715,,2/26/20 8:29,0.0029583,,2/26/20 8:09,66.66772575,,2/26/20 8:19,0.0031592,,2/26/20 8:09,66.66772575,,2/26/20 8:29,0.0392094,,2/26/20 8:29,0.00737,,2/26/20 8:29,0.0019556,,2/26/20 8:39,0.9590091,,2/26/20 8:09,3.138559341
2/26/20 8:29,0.0400795,,2/26/20 8:29,0.0079896,,2/26/20 8:29,0.0035515,,2/26/20 8:29,0.9638922,,2/26/20 8:39,0.00247,,2/26/20 8:19,66.70669289,,2/26/20 8:29,0.0029859,,2/26/20 8:19,66.70669289,,2/26/20 8:39,0.0414523,,2/26/20 8:39,0.0079036,,2/26/20 8:39,0.0019162,,2/26/20 8:49,0.9466276,,2/26/20 8:19,3.138559341
2/26/20 8:39,0.0431229,,2/26/20 8:39,0.0097597,,2/26/20 8:39,0.0032277,,2/26/20 8:39,0.9669167,,2/26/20 8:49,0.0026419,,2/26/20 8:30,66.55077972,,2/26/20 8:39,0.003115,,2/26/20 8:30,66.55077972,,2/26/20 8:49,0.0378567,,2/26/20 8:49,0.0075982,,2/26/20 8:49,0.0018612,,2/26/20 8:59,1.0007852,,2/26/20 8:30,3.138852119
2/26/20 8:49,0.0462249,,2/26/20 8:49,0.0106207,,2/26/20 8:49,0.0025147,,2/26/20 8:49,0.9544325,,2/26/20 8:59,0.0030824,,2/26/20 8:40,66.27796173,,2/26/20 8:49,0.0031843,,2/26/20 8:40,66.27796173,,2/26/20 8:59,0.0384433,,2/26/20 8:59,0.0099657,,2/26/20 8:59,0.0018766,,2/26/20 9:09,0.9988636,,2/26/20 8:40,3.138852119
2/26/20 8:59,0.0465364,,2/26/20 8:59,0.0093754,,2/26/20 8:59,0.0027215,,2/26/20 8:59,0.9302113,,2/26/20 9:09,0.0030525,,2/26/20 8:50,66.27796173,,2/26/20 8:59,0.0033115,,2/26/20 8:50,66.27796173,,2/26/20 9:09,0.0455965,,2/26/20 9:09,0.0101093,,2/26/20 9:09,0.0017185,,2/26/20 9:19,0.9693712,,2/26/20 8:50,3.138754606
2/26/20 9:09,0.047231,,2/26/20 9:09,0.0087756,,2/26/20 9:09,0.0019279,,2/26/20 9:09,0.9959038,,2/26/20 9:19,0.0029984,,2/26/20 9:01,66.1999794,,2/26/20 9:09,0.0029089,,2/26/20 9:01,66.1999794,,2/26/20 9:19,0.0460002,,2/26/20 9:19,0.0090325,,2/26/20 9:19,0.0034158,,2/26/20 9:29,0.9937085,,2/26/20 9:01,3.138852119
2/26/20 9:19,0.0401465,,2/26/20 9:19,0.0077537,,2/26/20 9:19,0.0037002,,2/26/20 9:19,0.9924466,,2/26/20 9:29,0.0030308,,2/26/20 9:10,66.04411087,,2/26/20 9:19,0.0029259,,2/26/20 9:10,66.04411087,,2/26/20 9:29,0.0454818,,2/26/20 9:29,0.0095843,,2/26/20 9:29,0.0026954,,2/26/20 9:39,1.0141218,,2/26/20 9:10,3.13846159
2/26/20 9:29,0.042692,,2/26/20 9:29,0.0104157,,2/26/20 9:29,0.0046613,,2/26/20 9:29,0.9371824,,2/26/20 9:39,0.0027367,,2/26/20 9:20,66.16101227,,2/26/20 9:29,0.0037112,,2/26/20 9:20,66.16101227,,2/26/20 9:39,0.042053,,2/26/20 9:39,0.0078364,,2/26/20 9:39,0.0029319,,2/26/20 9:49,0.98135,,2/26/20 9:20,3.138559341
2/26/20 9:39,0.0421913,,2/26/20 9:39,0.0095458,,2/26/20 9:39,0.0019085,,2/26/20 9:39,0.944607,,2/26/20 9:49,0.002399,,2/26/20 9:30,65.96613197,,2/26/20 9:39,0.0034409,,2/26/20 9:30,65.96613197,,2/26/20 9:49,0.0440297,,2/26/20 9:49,0.0073952,,2/26/20 9:49,0.001262,,2/26/20 9:59,0.9292751,,2/26/20 9:30,3.138754606
2/26/20 9:49,0.0532536,,2/26/20 9:49,0.0097852,,2/26/20 9:49,0.0025186,,2/26/20 9:49,0.9455962,,2/26/20 9:59,0.0031539,,2/26/20 9:40,65.49843369,,2/26/20 9:49,0.0032028,,2/26/20 9:40,65.49843369,,2/26/20 9:59,0.0367516,,2/26/20 9:59,0.0091204,,2/26/20 9:59,0.0017593,,2/26/20 10:09,1.0118089,,2/26/20 9:40,3.138559341
2/26/20 9:59,0.043793,,2/26/20 9:59,0.009143,,2/26/20 9:59,0.0017735,,2/26/20 9:59,0.9077264,,2/26/20 10:09,0.0028694,,2/26/20 9:50,65.65435028,,2/26/20 9:59,0.0032,,2/26/20 9:50,65.65435028,,2/26/20 10:09,0.0450734,,2/26/20 10:09,0.0095068,,2/26/20 10:09,0.0023711,,2/26/20 10:19,0.9927879,,2/26/20 9:50,3.138852119
2/26/20 10:09,0.0458582,,2/26/20 10:09,0.0093957,,2/26/20 10:09,0.0013535,,2/26/20 10:09,0.9413043,,2/26/20 10:19,0.0031685,,2/26/20 9:59,66.00509911,,2/26/20 10:09,0.0027825,,2/26/20 9:59,66.00509911,,2/26/20 10:19,0.0415102,,2/26/20 10:19,0.008217,,2/26/20 10:19,0.002447,,2/26/20 10:29,0.9596363,,2/26/20 9:59,3.138363838
2/26/20 10:19,0.0470785,,2/26/20 10:19,0.0107888,,2/26/20 10:19,0.0028015,,2/26/20 10:19,0.9448749,,2/26/20 10:29,0.0030623,,2/26/20 10:09,65.81021881,,2/26/20 10:19,0.0034841,,2/26/20 10:09,65.81021881,,2/26/20 10:29,0.0422299,,2/26/20 10:29,0.0086062,,2/26/20 10:29,0.0027583,,2/26/20 10:39,0.9970397,,2/26/20 10:09,3.139047623
2/26/20 10:29,0.0461571,,2/26/20 10:29,0.008505,,2/26/20 10:29,0.0021761,,2/26/20 10:29,0.9665715,,2/26/20 10:39,0.0026962,,2/26/20 10:20,65.69331741,,2/26/20 10:29,0.0025229,,2/26/20 10:20,65.69331741,,2/26/20 10:39,0.0430919,,2/26/20 10:39,0.0074514,,2/26/20 10:39,0.0018737,,2/26/20 10:49,0.9623634,,2/26/20 10:20,3.138168335
2/26/20 10:39,0.0535491,,2/26/20 10:39,0.0088835,,2/26/20 10:39,0.0017721,,2/26/20 10:39,0.9652061,,2/26/20 10:49,0.0024693,,2/26/20 10:30,65.42045135,,2/26/20 10:39,0.003333,,2/26/20 10:30,65.42045135,,2/26/20 10:49,0.0399692,,2/26/20 10:49,0.0075191,,2/26/20 10:49,0.0019109,,2/26/20 10:59,1.0224471,,2/26/20 10:30,3.13846159
2/26/20 10:49,0.0454181,,2/26/20 10:49,0.0104402,,2/26/20 10:49,0.0015398,,2/26/20 10:49,0.9789526,,2/26/20 10:59,0.0026609,,2/26/20 10:40,65.26458626,,2/26/20 10:49,0.0030338,,2/26/20 10:40,65.26458626,,2/26/20 10:59,0.0418718,,2/26/20 10:59,0.0087623,,2/26/20 10:59,0.0020721,,2/26/20 11:09,0.9674725,,2/26/20 10:40,3.138363838
2/26/20 10:59,0.0542918,,2/26/20 10:59,0.0109085,,2/26/20 10:59,0.0017763,,2/26/20 10:59,0.9582247,,2/26/20 11:09,0.0030237,,2/26/20 10:50,65.45946655,,2/26/20 10:59,0.003184,,2/26/20 10:50,65.45946655,,2/26/20 11:09,0.0491759,,2/26/20 11:09,0.0102519,,2/26/20 11:09,0.001942,,2/26/20 11:19,1.0241041,,2/26/20 10:50,3.138363838
2/26/20 11:09,0.0517244,,2/26/20 11:09,0.009503,,2/26/20 11:09,0.0020584,,2/26/20 11:09,0.9817245,,2/26/20 11:19,0.0031838,,2/26/20 11:00,65.22557106,,2/26/20 11:09,0.0030141,,2/26/20 11:00,65.22557106,,2/26/20 11:19,0.0380791,,2/26/20 11:19,0.0080824,,2/26/20 11:19,0.0026033,,2/26/20 11:29,1.0110725,,2/26/20 11:00,3.138656855
2/26/20 11:19,0.0508683,,2/26/20 11:19,0.0096531,,2/26/20 11:19,0.0021077,,2/26/20 11:19,1.0070175,,2/26/20 11:29,0.0025844,,2/26/20 11:09,64.87482224,,2/26/20 11:19,0.0035004,,2/26/20 11:09,64.87482224,,2/26/20 11:29,0.0436076,,2/26/20 11:29,0.0081892,,2/26/20 11:29,0.0017527,,2/26/20 11:39,0.990987,,2/26/20 11:09,3.138168335
2/26/20 11:29,0.0402708,,2/26/20 11:29,0.0085319,,2/26/20 11:29,0.0030494,,2/26/20 11:29,0.9439166,,2/26/20 11:39,0.0029319,,2/26/20 11:19,65.42045135,,2/26/20 11:29,0.0031345,,2/26/20 11:19,65.42045135,,2/26/20 11:39,0.0501454,,2/26/20 11:39,0.0097778,,2/26/20 11:39,0.0015943,,2/26/20 11:49,0.9336593,,2/26/20 11:19,3.13797307
2/26/20 11:39,0.0561782,,2/26/20 11:39,0.0111016,,2/26/20 11:39,0.0015878,,2/26/20 11:39,0.9569932,,2/26/20 11:49,0.0032007,,2/26/20 11:30,65.73228455,,2/26/20 11:39,0.0033924,,2/26/20 11:30,65.73228455,,2/26/20 11:49,0.0387999,,2/26/20 11:49,0.0108064,,2/26/20 11:49,0.0032628,,2/26/20 11:59,0.9332392,,2/26/20 11:30,3.138266325
2/26/20 11:49,0.0439239,,2/26/20 11:49,0.008903,,2/26/20 11:49,0.0029228,,2/26/20 11:49,1.0209494,,2/26/20 11:59,0.002872,,2/26/20 11:40,64.75787277,,2/26/20 11:49,0.0033923,,2/26/20 11:40,64.75787277,,2/26/20 11:59,0.0402023,,2/26/20 11:59,0.0081215,,2/26/20 11:59,0.0028627,,2/26/20 12:09,0.9664657,,2/26/20 11:40,3.138363838
2/26/20 11:59,0.0513951,,2/26/20 11:59,0.0111155,,2/26/20 11:59,0.0020066,,2/26/20 11:59,0.9480436,,2/26/20 12:09,0.0028262,,2/26/20 11:50,65.18660393,,2/26/20 11:59,0.0029452,,2/26/20 11:50,65.18660393,,2/26/20 12:09,0.0413737,,2/26/20 12:09,0.0085832,,2/26/20 12:09,0.0023569,,2/26/20 12:19,0.9674898,,2/26/20 11:50,3.138266325
2/26/20 12:09,0.045256,,2/26/20 12:09,0.0119393,,2/26/20 12:09,0.0030481,,2/26/20 12:09,0.9381408,,2/26/20 12:19,0.0033232,,2/26/20 11:59,64.9527565,,2/26/20 12:09,0.0033047,,2/26/20 11:59,64.9527565,,2/26/20 12:19,0.0434858,,2/26/20 12:19,0.0101911,,2/26/20 12:19,0.0037701,,2/26/20 12:29,0.9479509,,2/26/20 11:59,3.137680054
2/26/20 12:19,0.0448915,,2/26/20 12:19,0.0104776,,2/26/20 12:19,0.0022908,,2/26/20 12:19,0.9317416,,2/26/20 12:29,0.0029848,,2/26/20 12:09,64.67993851,,2/26/20 12:19,0.0029484,,2/26/20 12:09,64.67993851,,2/26/20 12:29,0.0442656,,2/26/20 12:29,0.0109977,,2/26/20 12:29,0.0022375,,2/26/20 12:39,0.9935761,,2/26/20 12:09,3.137777805
2/26/20 12:29,0.0447687,,2/26/20 12:29,0.0092601,,2/26/20 12:29,0.0023771,,2/26/20 12:29,0.9513926,,2/26/20 12:39,0.0026764,,2/26/20 12:19,64.67993851,,2/26/20 12:29,0.0029709,,2/26/20 12:19,64.67993851,,2/26/20 12:39,0.0397735,,2/26/20 12:39,0.0081608,,2/26/20 12:39,0.0011678,,2/26/20 12:49,1.0078793,,2/26/20 12:19,3.13797307
2/26/20 12:39,0.0464932,,2/26/20 12:39,0.0082045,,2/26/20 12:39,0.0023539,,2/26/20 12:39,0.9828581,,2/26/20 12:49,0.002838,,2/26/20 12:29,65.14764023,,2/26/20 12:39,0.0032667,,2/26/20 12:29,65.14764023,,2/26/20 12:49,0.0401216,,2/26/20 12:49,0.0089488,,2/26/20 12:49,0.0018928,,2/26/20 12:59,0.9649237,,2/26/20 12:29,3.13797307
