Machines > Bridgeport Mill 3 > Spindle > X-Axial > Band 1,,,Machines > Bridgeport Mill 3 > Spindle > X-Axial > Damage Accumulation,,,Machines > Bridgeport Mill 3 > Spindle > X-Axial > Peak Acceleration,,,Machines > Bridgeport Mill 3 > Spindle > X-Axial > Peak Velocity,,,Machines > Bridgeport Mill 3 > Spindle > Y-Radial > Peak Acceleration,,,Machines > Bridgeport Mill 3 > Spindle > Y-Radial > Peak Velocity,,,Machines > Bridgeport Mill 3 > Spindle > X-Axial > RMS Velocity,,,Machines > Bridgeport Mill 3 > Spindle > X-Axial > Temperature,,,Machines > Bridgeport Mill 3 > Spindle > Y-Radial > RMS Velocity,,,Machines > Bridgeport Mill 3 > Spindle > Y-Radial > Temperature,,,Machines > Bridgeport Mill 3 > Spindle > Y-Radial > Band 1,,,Machines > Bridgeport Mill 3 > Spindle > Y-Radial > Damage Accumulation,,,Machines > Bridgeport Mill 3 > Spindle > Battery Voltage,
2/25/20 19:29,0.0031235,,2/25/20 19:29,0.9824215,,2/25/20 19:29,0.0587461,,2/25/20 19:29,0.0129543,,2/25/20 19:49,0.0441956,,2/25/20 19:49,0.0132924,,2/25/20 19:29,0.0046665,,2/25/20 19:10,65.72331696,,2/25/20 19:49,0.0047881,,2/25/20 19:10,65.72331696,,2/25/20 19:49,0.0020897,,2/25/20 19:49,1.0613501,,2/25/20 19:10,3.112869501
2/25/20 19:39,0.0025892,,2/25/20 19:39,1.0171701,,2/25/20 19:39,0.051623,,2/25/20 19:39,0.0161001,,2/25/20 19:59,0.0430851,,2/25/20 19:59,0.0143835,,2/25/20 19:39,0.0056799,,2/25/20 19:20,65.8699913,,2/25/20 19:59,0.0053026,,2/25/20 19:20,65.8699913,,2/25/20 19:59,0.0043291,,2/25/20 19:59,0.9943715,,2/25/20 19:20,3.11228323
2/25/20 19:49,0.0049962,,2/25/20 19:49,0.9832568,,2/25/20 19:49,0.0474634,,2/25/20 19:49,0.0194981,,2/25/20 20:10,0.0460704,,2/25/20 20:10,0.0133634,,2/25/20 19:49,0.0055393,,2/25/20 19:30,65.72331696,,2/25/20 20:10,0.004557,,2/25/20 19:30,65.72331696,,2/25/20 20:10,0.0027596,,2/25/20 20:10,1.029386,,2/25/20 19:30,3.112478495
2/25/20 19:59,0.0050571,,2/25/20 19:59,1.0011114,,2/25/20 19:59,0.049248,,2/25/20 19:59,0.0152323,,2/25/20 20:19,0.0472873,,2/25/20 20:19,0.0194023,,2/25/20 19:59,0.0056953,,2/25/20 19:40,65.90665131,,2/25/20 20:19,0.0053054,,2/25/20 19:40,65.90665131,,2/25/20 20:19,0.0026679,,2/25/20 20:19,1.0432132,,2/25/20 19:40,3.112478495
2/25/20 20:09,0.003184,,2/25/20 20:09,0.980375,,2/25/20 20:09,0.0526201,,2/25/20 20:09,0.016528,,2/25/20 20:29,0.046889,,2/25/20 20:29,0.0156664,,2/25/20 20:09,0.004727,,2/25/20 19:49,66.01666565,,2/25/20 20:29,0.0048303,,2/25/20 19:49,66.01666565,,2/25/20 20:29,0.0043575,,2/25/20 20:29,1.017164,,2/25/20 19:49,3.112673998
2/25/20 20:19,0.0030174,,2/25/20 20:19,0.9914428,,2/25/20 20:19,0.0501027,,2/25/20 20:19,0.0135873,,2/25/20 20:39,0.0459214,,2/25/20 20:39,0.01439,,2/25/20 20:19,0.0047885,,2/25/20 19:59,65.65000038,,2/25/20 20:39,0.0052619,,2/25/20 19:59,65.65000038,,2/25/20 20:39,0.0037947,,2/25/20 20:39,1.0365499,,2/25/20 19:59,3.112478495
2/25/20 20:29,0.0049877,,2/25/20 20:29,1.0139751,,2/25/20 20:29,0.0490581,,2/25/20 20:29,0.0174613,,2/25/20 20:49,0.0444641,,2/25/20 20:49,0.0141352,,2/25/20 20:29,0.0048362,,2/25/20 20:10,65.94335251,,2/25/20 20:49,0.0041721,,2/25/20 20:10,65.94335251,,2/25/20 20:49,0.0020804,,2/25/20 20:49,1.0605527,,2/25/20 20:10,3.112869501
2/25/20 20:39,0.0038898,,2/25/20 20:39,0.9709987,,2/25/20 20:39,0.0480318,,2/25/20 20:39,0.0131719,,2/25/20 20:59,0.0462792,,2/25/20 20:59,0.0170395,,2/25/20 20:39,0.0045478,,2/25/20 20:20,65.65000038,,2/25/20 20:59,0.0051332,,2/25/20 20:20,65.65000038,,2/25/20 20:59,0.0061026,,2/25/20 20:59,1.0483487,,2/25/20 20:20,3.112380981
2/25/20 20:49,0.0037547,,2/25/20 20:49,1.0209916,,2/25/20 20:49,0.0492717,,2/25/20 20:49,0.0171651,,2/25/20 21:09,0.0445375,,2/25/20 21:09,0.0173809,,2/25/20 20:49,0.0048805,,2/25/20 20:30,65.68665695,,2/25/20 21:09,0.004537,,2/25/20 20:30,65.68665695,,2/25/20 21:09,0.003631,,2/25/20 21:09,1.0336364,,2/25/20 20:30,3.11228323
2/25/20 21:09,0.0048666,,2/25/20 21:09,0.9705602,,2/25/20 21:09,0.0446034,,2/25/20 21:09,0.018051,,2/25/20 21:20,0.0431363,,2/25/20 21:20,0.0142497,,2/25/20 21:09,0.0056767,,2/25/20 20:39,65.65000038,,2/25/20 21:20,0.0051497,,2/25/20 20:39,65.65000038,,2/25/20 21:20,0.0062811,,2/25/20 21:20,1.0296957,,2/25/20 20:39,3.112380981
2/25/20 21:19,0.0043367,,2/25/20 21:19,1.0067288,,2/25/20 21:19,0.0450998,,2/25/20 21:19,0.0200054,,2/25/20 21:29,0.0479681,,2/25/20 21:29,0.0170184,,2/25/20 21:19,0.006057,,2/25/20 20:49,65.68665695,,2/25/20 21:29,0.0051495,,2/25/20 20:49,65.68665695,,2/25/20 21:29,0.003078,,2/25/20 21:29,1.0496158,,2/25/20 20:49,3.112380981
2/25/20 21:29,0.0047214,,2/25/20 21:29,1.0191957,,2/25/20 21:29,0.0507059,,2/25/20 21:29,0.0181912,,2/25/20 21:39,0.0524633,,2/25/20 21:39,0.0138959,,2/25/20 21:29,0.0047029,,2/25/20 20:59,65.46666603,,2/25/20 21:39,0.0043974,,2/25/20 20:59,65.46666603,,2/25/20 21:39,0.0020011,,2/25/20 21:39,1.0044748,,2/25/20 20:59,3.112185717
2/25/20 21:39,0.0031838,,2/25/20 21:39,0.9994408,,2/25/20 21:39,0.0512391,,2/25/20 21:39,0.0177701,,2/25/20 21:49,0.0447791,,2/25/20 21:49,0.015339,,2/25/20 21:39,0.0052553,,2/25/20 21:09,65.28333511,,2/25/20 21:49,0.004946,,2/25/20 21:09,65.28333511,,2/25/20 21:49,0.0045184,,2/25/20 21:49,1.0330119,,2/25/20 21:09,3.112576246
2/25/20 21:49,0.0054608,,2/25/20 21:49,1.0176295,,2/25/20 21:49,0.0526876,,2/25/20 21:49,0.0186427,,2/25/20 21:59,0.0440121,,2/25/20 21:59,0.0158128,,2/25/20 21:49,0.0057967,,2/25/20 21:20,65.43000946,,2/25/20 21:59,0.0054238,,2/25/20 21:20,65.43000946,,2/25/20 21:59,0.0027967,,2/25/20 21:59,1.0478326,,2/25/20 21:20,3.112087965
2/25/20 21:59,0.0033061,,2/25/20 21:59,1.0114274,,2/25/20 21:59,0.0457372,,2/25/20 21:59,0.0133876,,2/25/20 22:09,0.0485292,,2/25/20 22:09,0.0139678,,2/25/20 21:59,0.004918,,2/25/20 21:30,65.39334946,,2/25/20 22:09,0.0051458,,2/25/20 21:30,65.39334946,,2/25/20 22:09,0.0045037,,2/25/20 22:09,1.0371229,,2/25/20 21:30,3.112087965
2/25/20 22:09,0.0075651,,2/25/20 22:09,0.9966008,,2/25/20 22:09,0.0458079,,2/25/20 22:09,0.0182486,,2/25/20 22:19,0.0451416,,2/25/20 22:19,0.0113938,,2/25/20 22:09,0.0055526,,2/25/20 21:39,65.31999168,,2/25/20 22:19,0.003785,,2/25/20 21:39,65.31999168,,2/25/20 22:19,0.0023804,,2/25/20 22:19,1.0267486,,2/25/20 21:39,3.11228323
2/25/20 22:19,0.0032201,,2/25/20 22:19,0.985345,,2/25/20 22:19,0.0458877,,2/25/20 22:19,0.0178109,,2/25/20 22:30,0.0423932,,2/25/20 22:30,0.0159305,,2/25/20 22:19,0.0046561,,2/25/20 21:49,65.39334946,,2/25/20 22:30,0.0048628,,2/25/20 21:49,65.39334946,,2/25/20 22:30,0.0044229,,2/25/20 22:30,1.0361448,,2/25/20 21:49,3.112380981
2/25/20 22:29,0.0023653,,2/25/20 22:29,0.9788088,,2/25/20 22:29,0.056526,,2/25/20 22:29,0.013699,,2/25/20 22:39,0.0489284,,2/25/20 22:39,0.0159956,,2/25/20 22:29,0.004165,,2/25/20 21:59,65.21001854,,2/25/20 22:39,0.0040845,,2/25/20 21:59,65.21001854,,2/25/20 22:39,0.0030611,,2/25/20 22:39,1.0271512,,2/25/20 21:59,3.111990213
2/25/20 22:39,0.0030701,,2/25/20 22:39,0.9806673,,2/25/20 22:39,0.0508658,,2/25/20 22:39,0.0163126,,2/25/20 22:49,0.047561,,2/25/20 22:49,0.014631,,2/25/20 22:39,0.0049036,,2/25/20 22:10,65.1733139,,2/25/20 22:49,0.0047904,,2/25/20 22:10,65.1733139,,2/25/20 22:49,0.0030507,,2/25/20 22:49,1.063394,,2/25/20 22:10,3.112185717
2/25/20 22:49,0.0029195,,2/25/20 22:49,0.9977284,,2/25/20 22:49,0.0456383,,2/25/20 22:49,0.0153978,,2/25/20 22:59,0.0395275,,2/25/20 22:59,0.0165178,,2/25/20 22:49,0.0049881,,2/25/20 22:20,64.95332642,,2/25/20 22:59,0.0049635,,2/25/20 22:20,64.95332642,,2/25/20 22:59,0.0049435,,2/25/20 22:59,1.0378377,,2/25/20 22:20,3.112576246
2/25/20 22:59,0.0047015,,2/25/20 22:59,0.9661957,,2/25/20 22:59,0.0415303,,2/25/20 22:59,0.0144587,,2/25/20 23:09,0.040596,,2/25/20 23:09,0.0143847,,2/25/20 22:59,0.0049869,,2/25/20 22:30,65.10000076,,2/25/20 23:09,0.0046097,,2/25/20 22:30,65.10000076,,2/25/20 23:09,0.0033746,,2/25/20 23:09,1.0382532,,2/25/20 22:30,3.112380981
2/25/20 23:09,0.0030909,,2/25/20 23:09,1.0068123,,2/25/20 23:09,0.0470887,,2/25/20 23:09,0.0169843,,2/25/20 23:19,0.0395735,,2/25/20 23:19,0.0134529,,2/25/20 23:09,0.0047986,,2/25/20 22:40,65.13665733,,2/25/20 23:19,0.0049484,,2/25/20 22:40,65.13665733,,2/25/20 23:19,0.0035613,,2/25/20 23:19,1.0272647,,2/25/20 22:40,3.112087965
2/25/20 23:19,0.0019916,,2/25/20 23:19,1.0225369,,2/25/20 23:19,0.0523494,,2/25/20 23:19,0.015675,,2/25/20 23:30,0.0424807,,2/25/20 23:30,0.0150014,,2/25/20 23:19,0.0043232,,2/25/20 22:50,64.88000984,,2/25/20 23:30,0.0050408,,2/25/20 22:50,64.88000984,,2/25/20 23:30,0.0047719,,2/25/20 23:30,1.0264699,,2/25/20 22:50,3.112380981
2/25/20 23:30,0.0036788,,2/25/20 23:30,0.9973734,,2/25/20 23:30,0.0455531,,2/25/20 23:30,0.0147391,,2/25/20 23:39,0.0459164,,2/25/20 23:39,0.0159839,,2/25/20 23:30,0.0054833,,2/25/20 23:00,64.98998299,,2/25/20 23:39,0.005551,,2/25/20 23:00,64.98998299,,2/25/20 23:39,0.0056188,,2/25/20 23:39,1.0301525,,2/25/20 23:00,3.112087965
2/25/20 23:39,0.0035371,,2/25/20 23:39,1.0039932,,2/25/20 23:39,0.0489858,,2/25/20 23:39,0.0155834,,2/25/20 23:49,0.0537609,,2/25/20 23:49,0.0148453,,2/25/20 23:39,0.0051841,,2/25/20 23:10,64.76999207,,2/25/20 23:49,0.0042036,,2/25/20 23:10,64.76999207,,2/25/20 23:49,0.003893,,2/25/20 23:49,1.0657321,,2/25/20 23:10,3.112478495
2/25/20 23:49,0.0034636,,2/25/20 23:49,1.020219,,2/25/20 23:49,0.0454039,,2/25/20 23:49,0.0223609,,2/25/20 23:59,0.0428182,,2/25/20 23:59,0.0168317,,2/25/20 23:49,0.0059641,,2/25/20 23:20,65.21001854,,2/25/20 23:59,0.0053929,,2/25/20 23:20,65.21001854,,2/25/20 23:59,0.0046189,,2/25/20 23:59,1.0423564,,2/25/20 23:20,3.112380981
2/25/20 23:59,0.0045229,,2/25/20 23:59,0.9842592,,2/25/20 23:59,0.0408465,,2/25/20 23:59,0.0151025,,2/26/20 0:09,0.0471731,,2/26/20 0:09,0.0140526,,2/25/20 23:59,0.0049727,,2/25/20 23:30,65.21001854,,2/26/20 0:09,0.0041357,,2/25/20 23:30,65.21001854,,2/26/20 0:09,0.0028178,,2/26/20 0:09,1.0407538,,2/25/20 23:30,3.112087965
2/26/20 0:09,0.0048927,,2/26/20 0:09,0.9968305,,2/26/20 0:09,0.0448574,,2/26/20 0:09,0.015444,,2/26/20 0:19,0.0439053,,2/26/20 0:19,0.0137417,,2/26/20 0:09,0.004821,,2/25/20 23:40,65.06334076,,2/26/20 0:19,0.0045038,,2/25/20 23:40,65.06334076,,2/26/20 0:19,0.0034756,,2/26/20 0:19,1.0742586,,2/25/20 23:40,3.111697197
2/26/20 0:19,0.0027947,,2/26/20 0:19,1.001007,,2/26/20 0:19,0.04684,,2/26/20 0:19,0.0185347,,2/26/20 0:29,0.0452411,,2/26/20 0:29,0.0157694,,2/26/20 0:19,0.0049914,,2/25/20 23:50,65.46666603,,2/26/20 0:29,0.0050768,,2/25/20 23:50,65.46666603,,2/26/20 0:29,0.0047467,,2/26/20 0:29,1.0508133,,2/25/20 23:50,3.11179471
2/26/20 0:29,0.0018873,,2/26/20 0:29,0.9931134,,2/26/20 0:29,0.0416474,,2/26/20 0:29,0.0142304,,2/26/20 0:39,0.0442584,,2/26/20 0:39,0.0143486,,2/26/20 0:29,0.0043588,,2/26/20 0:00,65.1733139,,2/26/20 0:39,0.0049793,,2/26/20 0:00,65.1733139,,2/26/20 0:39,0.0051236,,2/26/20 0:39,1.0494997,,2/26/20 0:00,3.111599445
2/26/20 0:39,0.0035606,,2/26/20 0:39,0.9942828,,2/26/20 0:39,0.0458418,,2/26/20 0:39,0.0198144,,2/26/20 0:49,0.0446843,,2/26/20 0:49,0.0160941,,2/26/20 0:39,0.0058578,,2/26/20 0:10,65.43000946,,2/26/20 0:49,0.0053056,,2/26/20 0:10,65.43000946,,2/26/20 0:49,0.0033771,,2/26/20 0:49,1.0142453,,2/26/20 0:10,3.11179471
2/26/20 0:49,0.0038935,,2/26/20 0:49,0.9805212,,2/26/20 0:49,0.0466383,,2/26/20 0:49,0.0154662,,2/26/20 0:59,0.0557448,,2/26/20 0:59,0.0137774,,2/26/20 0:49,0.0051008,,2/26/20 0:20,65.5033226,,2/26/20 0:59,0.0042946,,2/26/20 0:20,65.5033226,,2/26/20 0:59,0.0033169,,2/26/20 0:59,1.0374687,,2/26/20 0:20,3.111501694
2/26/20 0:59,0.0069336,,2/26/20 0:59,0.9653395,,2/26/20 0:59,0.0470931,,2/26/20 0:59,0.02153,,2/26/20 1:09,0.0394867,,2/26/20 1:09,0.0143471,,2/26/20 0:59,0.0065458,,2/26/20 0:29,65.65000038,,2/26/20 1:09,0.0046728,,2/26/20 0:29,65.65000038,,2/26/20 1:09,0.0045385,,2/26/20 1:09,1.0275666,,2/26/20 0:29,3.111404181
2/26/20 1:09,0.0025838,,2/26/20 1:09,0.9857,,2/26/20 1:09,0.0458899,,2/26/20 1:09,0.0174592,,2/26/20 1:19,0.041822,,2/26/20 1:19,0.0187293,,2/26/20 1:09,0.0049567,,2/26/20 0:39,65.57668381,,2/26/20 1:19,0.0057064,,2/26/20 0:39,65.57668381,,2/26/20 1:19,0.0039436,,2/26/20 1:19,1.0102349,,2/26/20 0:39,3.11179471
2/26/20 1:19,0.0047584,,2/26/20 1:19,1.0004223,,2/26/20 1:19,0.0474058,,2/26/20 1:19,0.0156592,,2/26/20 1:29,0.0406011,,2/26/20 1:29,0.014312,,2/26/20 1:19,0.0048346,,2/26/20 0:50,65.68665695,,2/26/20 1:29,0.0048809,,2/26/20 0:50,65.68665695,,2/26/20 1:29,0.0025766,,2/26/20 1:29,1.0072,,2/26/20 0:50,3.111990213
2/26/20 1:29,0.0065057,,2/26/20 1:29,0.9685137,,2/26/20 1:29,0.0520651,,2/26/20 1:29,0.0156037,,2/26/20 1:39,0.0413366,,2/26/20 1:39,0.0122939,,2/26/20 1:29,0.0054897,,2/26/20 1:00,65.90665131,,2/26/20 1:39,0.0043663,,2/26/20 1:00,65.90665131,,2/26/20 1:39,0.003487,,2/26/20 1:39,1.0485139,,2/26/20 1:00,3.111501694
2/26/20 1:39,0.0034471,,2/26/20 1:39,1.000652,,2/26/20 1:39,0.0586993,,2/26/20 1:39,0.021463,,2/26/20 1:49,0.0409049,,2/26/20 1:49,0.0155759,,2/26/20 1:39,0.004727,,2/26/20 1:10,65.98000908,,2/26/20 1:49,0.0049254,,2/26/20 1:10,65.98000908,,2/26/20 1:49,0.0048155,,2/26/20 1:49,1.0389629,,2/26/20 1:10,3.112087965
2/26/20 1:49,0.003916,,2/26/20 1:49,0.9931343,,2/26/20 1:49,0.0507887,,2/26/20 1:49,0.0158896,,2/26/20 1:59,0.0414707,,2/26/20 1:59,0.0137115,,2/26/20 1:49,0.0049475,,2/26/20 1:20,66.31001778,,2/26/20 1:59,0.0041689,,2/26/20 1:20,66.31001778,,2/26/20 1:59,0.0027398,,2/26/20 1:59,1.0334893,,2/26/20 1:20,3.111404181
2/26/20 1:59,0.0030137,,2/26/20 1:59,0.9968931,,2/26/20 1:59,0.0544265,,2/26/20 1:59,0.0162373,,2/26/20 2:09,0.0420492,,2/26/20 2:09,0.0154086,,2/26/20 1:59,0.0049696,,2/26/20 1:29,66.01666565,,2/26/20 2:09,0.0057691,,2/26/20 1:29,66.01666565,,2/26/20 2:09,0.0039954,,2/26/20 2:09,1.063923,,2/26/20 1:29,3.111599445
2/26/20 2:09,0.0059969,,2/26/20 2:09,0.9864518,,2/26/20 2:09,0.0487261,,2/26/20 2:09,0.0174911,,2/26/20 2:19,0.0394299,,2/26/20 2:19,0.0166042,,2/26/20 2:09,0.0052259,,2/26/20 1:39,65.94335251,,2/26/20 2:19,0.0048347,,2/26/20 1:39,65.94335251,,2/26/20 2:19,0.0026412,,2/26/20 2:19,1.0487178,,2/26/20 1:39,3.11179471
2/26/20 2:19,0.0044128,,2/26/20 2:19,1.0006938,,2/26/20 2:19,0.0459899,,2/26/20 2:19,0.0170186,,2/26/20 2:29,0.0430679,,2/26/20 2:29,0.0171586,,2/26/20 2:19,0.0051114,,2/26/20 1:49,65.98000908,,2/26/20 2:29,0.0058174,,2/26/20 1:49,65.98000908,,2/26/20 2:29,0.0041138,,2/26/20 2:29,1.0131717,,2/26/20 1:49,3.1118927
2/26/20 2:29,0.00394,,2/26/20 2:29,0.9944707,,2/26/20 2:29,0.0433382,,2/26/20 2:29,0.0182159,,2/26/20 2:39,0.0455323,,2/26/20 2:39,0.0134023,,2/26/20 2:29,0.0057946,,2/26/20 2:00,66.31001778,,2/26/20 2:39,0.0044598,,2/26/20 2:00,66.31001778,,2/26/20 2:39,0.0038826,,2/26/20 2:39,1.0393448,,2/26/20 2:00,3.111208916
2/26/20 2:39,0.0041929,,2/26/20 2:39,0.997812,,2/26/20 2:39,0.0440831,,2/26/20 2:39,0.0183634,,2/26/20 2:49,0.0498536,,2/26/20 2:49,0.0142,,2/26/20 2:39,0.0058391,,2/26/20 2:10,66.34667435,,2/26/20 2:49,0.0050467,,2/26/20 2:10,66.34667435,,2/26/20 2:49,0.0046814,,2/26/20 2:49,1.0182659,,2/26/20 2:10,3.1118927
2/26/20 2:49,0.0080181,,2/26/20 2:49,0.9801035,,2/26/20 2:49,0.0511941,,2/26/20 2:49,0.0246174,,2/26/20 2:59,0.0517156,,2/26/20 2:59,0.0169466,,2/26/20 2:49,0.0060929,,2/26/20 2:20,66.12668686,,2/26/20 2:59,0.0050445,,2/26/20 2:20,66.12668686,,2/26/20 2:59,0.0056513,,2/26/20 2:59,1.0414455,,2/26/20 2:20,3.111404181
2/26/20 2:59,0.0040287,,2/26/20 2:59,1.0145389,,2/26/20 2:59,0.0472375,,2/26/20 2:59,0.0157504,,2/26/20 3:10,0.0434543,,2/26/20 3:10,0.0155581,,2/26/20 2:59,0.0054512,,2/26/20 2:29,66.05332565,,2/26/20 3:10,0.0053786,,2/26/20 2:29,66.05332565,,2/26/20 3:10,0.0038116,,2/26/20 3:10,1.0226195,,2/26/20 2:29,3.111404181
2/26/20 3:09,0.0025249,,2/26/20 3:09,1.0191122,,2/26/20 3:09,0.048495,,2/26/20 3:09,0.0154106,,2/26/20 3:19,0.0389168,,2/26/20 3:19,0.0137292,,2/26/20 3:09,0.0051248,,2/26/20 2:39,66.31001778,,2/26/20 3:19,0.0044727,,2/26/20 2:39,66.31001778,,2/26/20 3:19,0.0043472,,2/26/20 3:19,1.0336725,,2/26/20 2:39,3.111111164
2/26/20 3:19,0.005977,,2/26/20 3:19,0.9921737,,2/26/20 3:19,0.0473146,,2/26/20 3:19,0.0156453,,2/26/20 3:29,0.0528306,,2/26/20 3:29,0.0153836,,2/26/20 3:19,0.0056507,,2/26/20 2:49,66.23666,,2/26/20 3:29,0.0050622,,2/26/20 2:49,66.23666,,2/26/20 3:29,0.0033653,,2/26/20 3:29,1.0154478,,2/26/20 2:49,3.111306429
2/26/20 3:29,0.0046563,,2/26/20 3:29,1.0119286,,2/26/20 3:29,0.0519787,,2/26/20 3:29,0.0179504,,2/26/20 3:39,0.0457602,,2/26/20 3:39,0.0133966,,2/26/20 3:29,0.0057824,,2/26/20 2:59,66.08998222,,2/26/20 3:39,0.0041437,,2/26/20 2:59,66.08998222,,2/26/20 3:39,0.0033598,,2/26/20 3:39,1.0312234,,2/26/20 2:59,3.111111164
2/26/20 3:39,0.004087,,2/26/20 3:39,0.9712493,,2/26/20 3:39,0.0405675,,2/26/20 3:39,0.0153629,,2/26/20 3:49,0.042021,,2/26/20 3:49,0.0142817,,2/26/20 3:39,0.0053083,,2/26/20 3:10,66.27331314,,2/26/20 3:49,0.0049372,,2/26/20 3:10,66.27331314,,2/26/20 3:49,0.0045922,,2/26/20 3:49,1.0363641,,2/26/20 3:10,3.111404181
2/26/20 3:49,0.0049178,,2/26/20 3:49,0.974862,,2/26/20 3:49,0.0445078,,2/26/20 3:49,0.0191511,,2/26/20 3:59,0.0475884,,2/26/20 3:59,0.0152324,,2/26/20 3:49,0.005427,,2/26/20 3:19,66.31001778,,2/26/20 3:59,0.0046521,,2/26/20 3:19,66.31001778,,2/26/20 3:59,0.0028644,,2/26/20 3:59,1.0108465,,2/26/20 3:19,3.111208916
2/26/20 3:59,0.0028342,,2/26/20 3:59,0.9737761,,2/26/20 3:59,0.0526274,,2/26/20 3:59,0.0158717,,2/26/20 4:09,0.0509438,,2/26/20 4:09,0.0171248,,2/26/20 3:59,0.0054264,,2/26/20 3:29,66.05332565,,2/26/20 4:09,0.0049154,,2/26/20 3:29,66.05332565,,2/26/20 4:09,0.0039738,,2/26/20 4:09,0.9956541,,2/26/20 3:29,3.111208916
2/26/20 4:09,0.0044985,,2/26/20 4:09,0.9852615,,2/26/20 4:09,0.052044,,2/26/20 4:09,0.0150214,,2/26/20 4:20,0.0444693,,2/26/20 4:20,0.0207963,,2/26/20 4:09,0.0043701,,2/26/20 3:39,65.90665131,,2/26/20 4:20,0.0054051,,2/26/20 3:39,65.90665131,,2/26/20 4:20,0.0036554,,2/26/20 4:20,1.0169756,,2/26/20 3:39,3.111013412
2/26/20 4:19,0.0036747,,2/26/20 4:19,0.9793935,,2/26/20 4:19,0.0470008,,2/26/20 4:19,0.0148541,,2/26/20 4:29,0.043211,,2/26/20 4:29,0.0150737,,2/26/20 4:19,0.0052841,,2/26/20 3:50,66.01666565,,2/26/20 4:29,0.0051736,,2/26/20 3:50,66.01666565,,2/26/20 4:29,0.0051543,,2/26/20 4:29,1.0530894,,2/26/20 3:50,3.111306429
2/26/20 4:29,0.0034399,,2/26/20 4:29,1.0059562,,2/26/20 4:29,0.0579426,,2/26/20 4:29,0.018662,,2/26/20 4:39,0.0476234,,2/26/20 4:39,0.0167456,,2/26/20 4:29,0.0061206,,2/26/20 4:00,65.8699913,,2/26/20 4:39,0.0042883,,2/26/20 4:00,65.8699913,,2/26/20 4:39,0.0029761,,2/26/20 4:39,1.0176337,,2/26/20 4:00,3.111013412
2/26/20 4:39,0.0044765,,2/26/20 4:39,0.9637524,,2/26/20 4:39,0.0536623,,2/26/20 4:39,0.0137915,,2/26/20 4:49,0.048725,,2/26/20 4:49,0.0145547,,2/26/20 4:39,0.0046509,,2/26/20 4:10,65.43000946,,2/26/20 4:49,0.0049581,,2/26/20 4:10,65.43000946,,2/26/20 4:49,0.0033654,,2/26/20 4:49,1.0390893,,2/26/20 4:10,3.111306429
2/26/20 4:49,0.0024485,,2/26/20 4:49,1.0074597,,2/26/20 4:49,0.0441376,,2/26/20 4:49,0.0143586,,2/26/20 4:59,0.0465303,,2/26/20 4:59,0.0125393,,2/26/20 4:49,0.0051787,,2/26/20 4:20,65.61334381,,2/26/20 4:59,0.0044548,,2/26/20 4:20,65.61334381,,2/26/20 4:59,0.0027188,,2/26/20 4:59,1.0440829,,2/26/20 4:20,3.110915899
2/26/20 4:59,0.0023469,,2/26/20 4:59,0.9886863,,2/26/20 4:59,0.0453089,,2/26/20 4:59,0.017685,,2/26/20 5:09,0.037925,,2/26/20 5:09,0.0167373,,2/26/20 4:59,0.0047912,,2/26/20 4:30,65.76001816,,2/26/20 5:09,0.0046886,,2/26/20 4:30,65.76001816,,2/26/20 5:09,0.0035111,,2/26/20 5:09,1.0131072,,2/26/20 4:30,3.111111164
2/26/20 5:09,0.0047961,,2/26/20 5:09,1.006332,,2/26/20 5:09,0.0504457,,2/26/20 5:09,0.0200271,,2/26/20 5:19,0.0387724,,2/26/20 5:19,0.016508,,2/26/20 5:09,0.0055892,,2/26/20 4:40,65.8333313,,2/26/20 5:19,0.0060981,,2/26/20 4:40,65.8333313,,2/26/20 5:19,0.0026648,,2/26/20 5:19,1.0079536,,2/26/20 4:40,3.111013412
2/26/20 5:19,0.0050746,,2/26/20 5:19,0.9865562,,2/26/20 5:19,0.0468694,,2/26/20 5:19,0.0154076,,2/26/20 5:30,0.0447559,,2/26/20 5:30,0.0131176,,2/26/20 5:19,0.0057202,,2/26/20 4:50,65.68665695,,2/26/20 5:30,0.0047994,,2/26/20 4:50,65.68665695,,2/26/20 5:30,0.0035126,,2/26/20 5:30,1.0218066,,2/26/20 4:50,3.110915899
2/26/20 5:30,0.0033825,,2/26/20 5:30,1.0196969,,2/26/20 5:30,0.0554979,,2/26/20 5:30,0.0164865,,2/26/20 5:39,0.0462565,,2/26/20 5:39,0.0141622,,2/26/20 5:30,0.0042306,,2/26/20 5:00,65.39334946,,2/26/20 5:39,0.0044578,,2/26/20 5:00,65.39334946,,2/26/20 5:39,0.0037395,,2/26/20 5:39,1.0253524,,2/26/20 5:00,3.110720396
2/26/20 5:39,0.0031353,,2/26/20 5:39,1.0033876,,2/26/20 5:39,0.0461243,,2/26/20 5:39,0.0118009,,2/26/20 5:49,0.0453921,,2/26/20 5:49,0.0145217,,2/26/20 5:39,0.0050111,,2/26/20 5:09,65.39334946,,2/26/20 5:49,0.0048276,,2/26/20 5:09,65.39334946,,2/26/20 5:49,0.0036054,,2/26/20 5:49,1.0298092,,2/26/20 5:09,3.111208916
