Machines > Bridgeport Mill 2 > Spindle > Y-Radial > Peak Acceleration,,,Machines > Bridgeport Mill 2 > Spindle > Y-Radial > Peak Velocity,,,Machines > Bridgeport Mill 2 > Spindle > X-Axial > Band 1,,,Machines > Bridgeport Mill 2 > Spindle > X-Axial > Damage Accumulation,,,Machines > Bridgeport Mill 2 > Spindle > X-Axial > RMS Velocity,,,Machines > Bridgeport Mill 2 > Spindle > X-Axial > Temperature,,,Machines > Bridgeport Mill 2 > Spindle > X-Axial > Peak Acceleration,,,Machines > Bridgeport Mill 2 > Spindle > X-Axial > Peak Velocity,,,Machines > Bridgeport Mill 2 > Spindle > Y-Radial > RMS Velocity,,,Machines > Bridgeport Mill 2 > Spindle > Y-Radial > Temperature,,,Machines > Bridgeport Mill 2 > Spindle > Y-Radial > Band 1,,,Machines > Bridgeport Mill 2 > Spindle > Y-Radial > Damage Accumulation,,,Machines > Bridgeport Mill 2 > Spindle > Battery Voltage,
2/25/20 11:33,0.0489448,,2/25/20 11:33,0.0102421,,2/25/20 11:43,0.0040243,,2/25/20 11:43,0.9676309,,2/25/20 11:43,0.0034652,,2/25/20 11:13,64.15658417,,2/25/20 11:43,0.0451836,,2/25/20 11:43,0.0081459,,2/25/20 11:33,0.0030885,,2/25/20 11:13,64.15658417,,2/25/20 11:33,0.0024082,,2/25/20 11:33,0.9672124,,2/25/20 11:13,3.106617689
2/25/20 11:43,0.0398527,,2/25/20 11:43,0.0096864,,2/25/20 11:52,0.0028432,,2/25/20 11:52,0.9664458,,2/25/20 11:52,0.0033956,,2/25/20 11:23,64.33273964,,2/25/20 11:52,0.0440341,,2/25/20 11:52,0.0104139,,2/25/20 11:43,0.0028332,,2/25/20 11:23,64.33273964,,2/25/20 11:43,0.0017153,,2/25/20 11:43,0.9801867,,2/25/20 11:23,3.106910706
2/25/20 11:52,0.0408198,,2/25/20 11:52,0.0086807,,2/25/20 12:02,0.0022995,,2/25/20 12:02,0.9430362,,2/25/20 12:02,0.0033786,,2/25/20 11:34,64.26229324,,2/25/20 12:02,0.0506498,,2/25/20 12:02,0.009547,,2/25/20 11:52,0.00292,,2/25/20 11:34,64.26229324,,2/25/20 11:52,0.0032232,,2/25/20 11:52,1.0031633,,2/25/20 11:34,3.107008696
2/25/20 12:02,0.0432995,,2/25/20 12:02,0.0081215,,2/25/20 12:13,0.0037206,,2/25/20 12:13,0.9859295,,2/25/20 12:13,0.0036141,,2/25/20 11:44,64.43845215,,2/25/20 12:13,0.0498026,,2/25/20 12:13,0.0111361,,2/25/20 12:02,0.0028932,,2/25/20 11:44,64.43845215,,2/25/20 12:02,0.0015856,,2/25/20 12:02,1.0179477,,2/25/20 11:44,3.106910706
2/25/20 12:13,0.0431019,,2/25/20 12:13,0.0086047,,2/25/20 12:23,0.0020429,,2/25/20 12:23,1.0040709,,2/25/20 12:23,0.0028968,,2/25/20 11:53,64.36796112,,2/25/20 12:23,0.0469606,,2/25/20 12:23,0.0082518,,2/25/20 12:13,0.0029611,,2/25/20 11:53,64.36796112,,2/25/20 12:13,0.0020777,,2/25/20 12:13,1.0051719,,2/25/20 11:53,3.106617689
2/25/20 12:23,0.0404914,,2/25/20 12:23,0.009683,,2/25/20 12:33,0.001312,,2/25/20 12:33,0.9890579,,2/25/20 12:33,0.0034802,,2/25/20 12:03,64.40318604,,2/25/20 12:33,0.049785,,2/25/20 12:33,0.0104089,,2/25/20 12:23,0.0029811,,2/25/20 12:03,64.40318604,,2/25/20 12:23,0.0027215,,2/25/20 12:23,0.9913159,,2/25/20 12:03,3.106031895
2/25/20 12:33,0.0447938,,2/25/20 12:33,0.0080695,,2/25/20 12:43,0.0020325,,2/25/20 12:43,0.9835537,,2/25/20 12:43,0.0031283,,2/25/20 12:14,64.57934151,,2/25/20 12:43,0.0443216,,2/25/20 12:43,0.0099453,,2/25/20 12:33,0.0026654,,2/25/20 12:14,64.57934151,,2/25/20 12:33,0.0022933,,2/25/20 12:33,1.0241897,,2/25/20 12:14,3.10622716
2/25/20 12:43,0.0459598,,2/25/20 12:43,0.0082891,,2/25/20 12:53,0.0034428,,2/25/20 12:53,1.00798,,2/25/20 12:53,0.0034213,,2/25/20 12:24,64.22702713,,2/25/20 12:53,0.0489102,,2/25/20 12:53,0.0111004,,2/25/20 12:43,0.0024862,,2/25/20 12:24,64.22702713,,2/25/20 12:43,0.0018704,,2/25/20 12:43,1.0246042,,2/25/20 12:24,3.10622716
2/25/20 12:53,0.0445536,,2/25/20 12:53,0.0092949,,2/25/20 13:02,0.0026799,,2/25/20 13:02,1.0348887,,2/25/20 13:02,0.0029523,,2/25/20 12:34,64.19180565,,2/25/20 13:02,0.0474673,,2/25/20 13:02,0.0087495,,2/25/20 12:53,0.0030785,,2/25/20 12:34,64.19180565,,2/25/20 12:53,0.0020327,,2/25/20 12:53,1.0165989,,2/25/20 12:34,3.106520176
2/25/20 13:02,0.0496292,,2/25/20 13:02,0.0087664,,2/25/20 13:12,0.003398,,2/25/20 13:12,0.9551566,,2/25/20 13:12,0.0040361,,2/25/20 12:44,64.19180565,,2/25/20 13:12,0.0520115,,2/25/20 13:12,0.011749,,2/25/20 13:02,0.0027506,,2/25/20 12:44,64.19180565,,2/25/20 13:02,0.0014843,,2/25/20 13:02,1.0442701,,2/25/20 12:44,3.106031895
2/25/20 13:12,0.0466104,,2/25/20 13:12,0.0103737,,2/25/20 13:23,0.0047804,,2/25/20 13:23,0.9459343,,2/25/20 13:23,0.0040021,,2/25/20 12:53,64.36796112,,2/25/20 13:23,0.0506648,,2/25/20 13:23,0.0115868,,2/25/20 13:12,0.0030566,,2/25/20 12:53,64.36796112,,2/25/20 13:12,0.0030288,,2/25/20 13:12,0.9805487,,2/25/20 12:53,3.106617689
2/25/20 13:23,0.0428617,,2/25/20 13:23,0.0090856,,2/25/20 13:33,0.0023406,,2/25/20 13:33,1.0060198,,2/25/20 13:33,0.0035557,,2/25/20 13:03,64.15658417,,2/25/20 13:33,0.0484319,,2/25/20 13:33,0.0117852,,2/25/20 13:23,0.0030405,,2/25/20 13:03,64.15658417,,2/25/20 13:23,0.003211,,2/25/20 13:23,0.9978206,,2/25/20 13:03,3.106617689
2/25/20 13:33,0.0385901,,2/25/20 13:33,0.00941,,2/25/20 13:43,0.002904,,2/25/20 13:43,1.0063568,,2/25/20 13:43,0.0032582,,2/25/20 13:13,64.08613777,,2/25/20 13:43,0.0457362,,2/25/20 13:43,0.0113605,,2/25/20 13:33,0.0029882,,2/25/20 13:13,64.08613777,,2/25/20 13:33,0.0026475,,2/25/20 13:33,1.0258947,,2/25/20 13:13,3.106520176
2/25/20 13:43,0.039639,,2/25/20 13:43,0.0075654,,2/25/20 13:53,0.0031802,,2/25/20 13:53,0.9870697,,2/25/20 13:53,0.0037473,,2/25/20 13:24,64.47367363,,2/25/20 13:53,0.0423845,,2/25/20 13:53,0.0114252,,2/25/20 13:43,0.0028981,,2/25/20 13:24,64.47367363,,2/25/20 13:43,0.0023089,,2/25/20 13:43,1.0013766,,2/25/20 13:24,3.105933905
2/25/20 13:53,0.0407033,,2/25/20 13:53,0.0097527,,2/25/20 14:03,0.0024101,,2/25/20 14:03,1.0457792,,2/25/20 14:03,0.0031199,,2/25/20 13:34,64.22702713,,2/25/20 14:03,0.0451555,,2/25/20 14:03,0.0105141,,2/25/20 13:53,0.0028577,,2/25/20 13:34,64.22702713,,2/25/20 13:53,0.0033886,,2/25/20 13:53,1.0139422,,2/25/20 13:34,3.106422424
2/25/20 14:03,0.0422376,,2/25/20 14:03,0.0068871,,2/25/20 14:12,0.0020337,,2/25/20 14:12,0.966985,,2/25/20 14:12,0.0034967,,2/25/20 13:44,64.22702713,,2/25/20 14:12,0.0507321,,2/25/20 14:12,0.0105009,,2/25/20 14:03,0.0025944,,2/25/20 13:44,64.22702713,,2/25/20 14:03,0.0024119,,2/25/20 14:03,0.9731156,,2/25/20 13:44,3.10573864
2/25/20 14:12,0.0452438,,2/25/20 14:12,0.0112428,,2/25/20 14:23,0.0034785,,2/25/20 14:23,0.9694787,,2/25/20 14:23,0.003714,,2/25/20 13:53,64.26229324,,2/25/20 14:23,0.051836,,2/25/20 14:23,0.0113344,,2/25/20 14:12,0.0032002,,2/25/20 13:53,64.26229324,,2/25/20 14:12,0.0018719,,2/25/20 14:12,0.9799531,,2/25/20 13:53,3.10573864
2/25/20 14:23,0.0472767,,2/25/20 14:23,0.0087254,,2/25/20 14:33,0.0022387,,2/25/20 14:33,1.0275872,,2/25/20 14:33,0.0033677,,2/25/20 14:03,64.19180565,,2/25/20 14:33,0.0421779,,2/25/20 14:33,0.0105297,,2/25/20 14:23,0.0035491,,2/25/20 14:03,64.19180565,,2/25/20 14:23,0.0033362,,2/25/20 14:23,0.9969506,,2/25/20 14:03,3.105445623
2/25/20 14:33,0.0428153,,2/25/20 14:33,0.0101332,,2/25/20 14:43,0.002163,,2/25/20 14:43,0.9808353,,2/25/20 14:43,0.0031769,,2/25/20 14:13,64.29751816,,2/25/20 14:43,0.0409167,,2/25/20 14:43,0.0096923,,2/25/20 14:33,0.0032081,,2/25/20 14:13,64.29751816,,2/25/20 14:33,0.0031481,,2/25/20 14:33,1.0143509,,2/25/20 14:13,3.105640888
2/25/20 14:43,0.0476464,,2/25/20 14:43,0.0092426,,2/25/20 14:53,0.0034954,,2/25/20 14:53,0.9730958,,2/25/20 14:53,0.0032636,,2/25/20 14:24,64.08613777,,2/25/20 14:53,0.0477521,,2/25/20 14:53,0.010864,,2/25/20 14:43,0.0029757,,2/25/20 14:24,64.08613777,,2/25/20 14:43,0.0015548,,2/25/20 14:43,1.0096096,,2/25/20 14:24,3.105543375
2/25/20 14:53,0.0441392,,2/25/20 14:53,0.0079163,,2/25/20 15:03,0.0042589,,2/25/20 15:03,1.0179942,,2/25/20 15:03,0.0036571,,2/25/20 14:34,64.19180565,,2/25/20 15:03,0.0443823,,2/25/20 15:03,0.0099095,,2/25/20 14:53,0.0025442,,2/25/20 14:34,64.19180565,,2/25/20 14:53,0.001571,,2/25/20 14:53,1.0411813,,2/25/20 14:34,3.106129408
2/25/20 15:03,0.044386,,2/25/20 15:03,0.0078223,,2/25/20 15:13,0.0019022,,2/25/20 15:13,0.9907878,,2/25/20 15:13,0.0032045,,2/25/20 14:44,64.6498291,,2/25/20 15:13,0.0469999,,2/25/20 15:13,0.0128443,,2/25/20 15:03,0.002693,,2/25/20 14:44,64.6498291,,2/25/20 15:03,0.0020923,,2/25/20 15:03,0.9723215,,2/25/20 14:44,3.104957104
2/25/20 15:13,0.04847,,2/25/20 15:13,0.0076373,,2/25/20 15:22,0.0029696,,2/25/20 15:22,1.0026892,,2/25/20 15:22,0.0034633,,2/25/20 14:53,64.47367363,,2/25/20 15:22,0.0452327,,2/25/20 15:22,0.0107085,,2/25/20 15:13,0.0030288,,2/25/20 14:53,64.47367363,,2/25/20 15:13,0.0020686,,2/25/20 15:13,1.0073499,,2/25/20 14:53,3.105152607
2/25/20 15:22,0.0469352,,2/25/20 15:22,0.0083875,,2/25/20 15:33,0.0026453,,2/25/20 15:33,0.9939162,,2/25/20 15:33,0.0034547,,2/25/20 15:03,64.57934151,,2/25/20 15:33,0.0508144,,2/25/20 15:33,0.0101469,,2/25/20 15:22,0.0031082,,2/25/20 15:03,64.57934151,,2/25/20 15:22,0.0028622,,2/25/20 15:22,1.0291061,,2/25/20 15:03,3.10534811
2/25/20 15:33,0.0410582,,2/25/20 15:33,0.012447,,2/25/20 15:43,0.001924,,2/25/20 15:43,0.9830145,,2/25/20 15:43,0.0033665,,2/25/20 15:13,64.7202755,,2/25/20 15:43,0.046515,,2/25/20 15:43,0.0094314,,2/25/20 15:33,0.0036519,,2/25/20 15:13,64.7202755,,2/25/20 15:33,0.0042287,,2/25/20 15:33,0.9941303,,2/25/20 15:13,3.10534811
2/25/20 15:43,0.0435953,,2/25/20 15:43,0.0109219,,2/25/20 15:53,0.0033199,,2/25/20 15:53,1.0139223,,2/25/20 15:53,0.0031504,,2/25/20 15:23,64.36796112,,2/25/20 15:53,0.0426604,,2/25/20 15:53,0.0095632,,2/25/20 15:43,0.0033651,,2/25/20 15:23,64.36796112,,2/25/20 15:43,0.002915,,2/25/20 15:43,1.030017,,2/25/20 15:23,3.105250359
2/25/20 15:53,0.0406958,,2/25/20 15:53,0.0125692,,2/25/20 16:03,0.0103735,,2/25/20 16:03,9.7709976,,2/25/20 16:03,0.0179889,,2/25/20 15:34,64.57934151,,2/25/20 16:03,0.6302395,,2/25/20 16:03,0.0532432,,2/25/20 15:53,0.003614,,2/25/20 15:34,64.57934151,,2/25/20 15:53,0.0027224,,2/25/20 15:53,0.9892489,,2/25/20 15:34,3.104761839
2/25/20 16:03,0.6808587,,2/25/20 16:03,0.0537027,,2/25/20 16:13,0.002204,,2/25/20 16:13,0.9755333,,2/25/20 16:13,0.0034818,,2/25/20 15:43,64.68505402,,2/25/20 16:13,0.0483755,,2/25/20 16:13,0.0097974,,2/25/20 16:03,0.0192491,,2/25/20 15:43,64.68505402,,2/25/20 16:03,0.0236851,,2/25/20 16:03,11.2935473,,2/25/20 15:43,3.105055094
2/25/20 16:13,0.0446089,,2/25/20 16:13,0.0088706,,2/25/20 16:23,0.0034354,,2/25/20 16:23,0.9589084,,2/25/20 16:23,0.0033199,,2/25/20 15:53,64.47367363,,2/25/20 16:23,0.0486518,,2/25/20 16:23,0.0136948,,2/25/20 16:13,0.002829,,2/25/20 15:53,64.47367363,,2/25/20 16:13,0.0028684,,2/25/20 16:13,1.0180645,,2/25/20 15:53,3.10534811
2/25/20 16:23,0.0427119,,2/25/20 16:23,0.0118753,,2/25/20 16:32,0.0074242,,2/25/20 16:32,10.123041,,2/25/20 16:32,0.0148753,,2/25/20 16:03,64.7202755,,2/25/20 16:32,0.8537936,,2/25/20 16:32,0.0706595,,2/25/20 16:23,0.0036871,,2/25/20 16:03,64.7202755,,2/25/20 16:23,0.0038569,,2/25/20 16:23,0.9829486,,2/25/20 16:03,3.105640888
2/25/20 16:32,0.6594834,,2/25/20 16:32,0.0562001,,2/25/20 16:43,0.0168431,,2/25/20 16:43,12.1857191,,2/25/20 16:43,0.0219339,,2/25/20 16:13,65.07258987,,2/25/20 16:43,1.1007864,,2/25/20 16:43,0.0894294,,2/25/20 16:32,0.0166947,,2/25/20 16:13,65.07258987,,2/25/20 16:32,0.0117451,,2/25/20 16:32,10.0825903,,2/25/20 16:13,3.105055094
2/25/20 16:43,0.8270538,,2/25/20 16:43,0.052782,,2/25/20 16:53,0.0025283,,2/25/20 16:53,1.0071712,,2/25/20 16:53,0.0027065,,2/25/20 16:23,65.81243668,,2/25/20 16:53,0.0462151,,2/25/20 16:53,0.0077098,,2/25/20 16:43,0.0168828,,2/25/20 16:23,65.81243668,,2/25/20 16:43,0.0097324,,2/25/20 16:43,12.1533448,,2/25/20 16:23,3.104859591
2/25/20 16:53,0.0422799,,2/25/20 16:53,0.0097117,,2/25/20 17:03,0.0024617,,2/25/20 17:03,0.9982241,,2/25/20 17:03,0.0036754,,2/25/20 16:33,66.30568504,,2/25/20 17:03,0.0527945,,2/25/20 17:03,0.0119606,,2/25/20 16:53,0.0033094,,2/25/20 16:33,66.30568504,,2/25/20 16:53,0.0036862,,2/25/20 16:53,0.9928574,,2/25/20 16:33,3.104957104
2/25/20 17:03,0.0402249,,2/25/20 17:03,0.0095482,,2/25/20 17:13,0.0027071,,2/25/20 17:13,1.0329679,,2/25/20 17:13,0.0035787,,2/25/20 16:43,66.6932209,,2/25/20 17:13,0.0507019,,2/25/20 17:13,0.0114669,,2/25/20 17:03,0.0030125,,2/25/20 16:43,66.6932209,,2/25/20 17:03,0.0023506,,2/25/20 17:03,1.0113613,,2/25/20 16:43,3.104664087
2/25/20 17:13,0.044805,,2/25/20 17:13,0.0119879,,2/25/20 17:23,0.0020884,,2/25/20 17:23,0.9812341,,2/25/20 17:23,0.002777,,2/25/20 16:53,67.39784622,,2/25/20 17:23,0.0513951,,2/25/20 17:23,0.0083348,,2/25/20 17:13,0.0036041,,2/25/20 16:53,67.39784622,,2/25/20 17:13,0.0021638,,2/25/20 17:13,1.002521,,2/25/20 16:53,3.104664087
2/25/20 17:23,0.0535965,,2/25/20 17:23,0.0085104,,2/25/20 17:33,0.0023715,,2/25/20 17:33,1.0415331,,2/25/20 17:33,0.0028631,,2/25/20 17:03,68.63094482,,2/25/20 17:33,0.0447666,,2/25/20 17:33,0.0082586,,2/25/20 17:23,0.0029615,,2/25/20 17:03,68.63094482,,2/25/20 17:23,0.0019761,,2/25/20 17:23,1.0327789,,2/25/20 17:03,3.104468822
2/25/20 17:33,0.0395295,,2/25/20 17:33,0.0110396,,2/25/20 17:42,0.0022992,,2/25/20 17:42,0.9515171,,2/25/20 17:42,0.0039683,,2/25/20 17:13,69.12418976,,2/25/20 17:42,0.0433685,,2/25/20 17:42,0.0101652,,2/25/20 17:33,0.0032455,,2/25/20 17:13,69.12418976,,2/25/20 17:33,0.0021846,,2/25/20 17:33,0.9730105,,2/25/20 17:13,3.104371309
2/25/20 17:42,0.0580022,,2/25/20 17:42,0.0083455,,2/25/20 17:53,0.0028208,,2/25/20 17:53,0.9900689,,2/25/20 17:53,0.0031597,,2/25/20 17:23,69.75837212,,2/25/20 17:53,0.0495197,,2/25/20 17:53,0.0097252,,2/25/20 17:42,0.0030298,,2/25/20 17:23,69.75837212,,2/25/20 17:42,0.0024877,,2/25/20 17:42,1.0498405,,2/25/20 17:23,3.104761839
2/25/20 17:53,0.0436136,,2/25/20 17:53,0.0096759,,2/25/20 18:03,0.0021566,,2/25/20 18:03,1.0107545,,2/25/20 18:03,0.003127,,2/25/20 17:34,70.32206345,,2/25/20 18:03,0.0377099,,2/25/20 18:03,0.0099396,,2/25/20 17:53,0.0031627,,2/25/20 17:34,70.32206345,,2/25/20 17:53,0.0021451,,2/25/20 17:53,1.0313483,,2/25/20 17:34,3.104175806
2/25/20 18:03,0.0405102,,2/25/20 18:03,0.009712,,2/25/20 18:13,0.002491,,2/25/20 18:13,0.9962471,,2/25/20 18:13,0.0032233,,2/25/20 17:43,70.46299744,,2/25/20 18:13,0.0433036,,2/25/20 18:13,0.0078703,,2/25/20 18:03,0.0029896,,2/25/20 17:43,70.46299744,,2/25/20 18:03,0.0020795,,2/25/20 18:03,0.9934296,,2/25/20 17:43,3.104761839
2/25/20 18:13,0.0442799,,2/25/20 18:13,0.0121442,,2/25/20 18:23,0.0023522,,2/25/20 18:23,1.0270649,,2/25/20 18:23,0.0031905,,2/25/20 17:54,70.14590797,,2/25/20 18:23,0.0443761,,2/25/20 18:23,0.0097507,,2/25/20 18:13,0.0029527,,2/25/20 17:54,70.14590797,,2/25/20 18:13,0.001518,,2/25/20 18:13,1.0021123,,2/25/20 17:54,3.104664087
2/25/20 18:23,0.0439999,,2/25/20 18:23,0.0095291,,2/25/20 18:33,0.0026635,,2/25/20 18:33,1.0314683,,2/25/20 18:33,0.0037774,,2/25/20 18:04,70.46299744,,2/25/20 18:33,0.0436292,,2/25/20 18:33,0.0110316,,2/25/20 18:23,0.0029391,,2/25/20 18:04,70.46299744,,2/25/20 18:23,0.00233,,2/25/20 18:23,1.0019079,,2/25/20 18:04,3.104371309
2/25/20 18:33,0.0435252,,2/25/20 18:33,0.0093038,,2/25/20 18:42,0.0048657,,2/25/20 18:42,9.7237008,,2/25/20 18:42,0.0206083,,2/25/20 18:14,70.25162048,,2/25/20 18:42,0.8358214,,2/25/20 18:42,0.0775824,,2/25/20 18:33,0.0031299,,2/25/20 18:14,70.25162048,,2/25/20 18:33,0.0024818,,2/25/20 18:33,0.9856404,,2/25/20 18:14,3.104664087
2/25/20 18:43,0.7119452,,2/25/20 18:43,0.0600355,,2/25/20 18:52,0.0016684,,2/25/20 18:52,1.0142199,,2/25/20 18:52,0.00291,,2/25/20 18:24,70.07546158,,2/25/20 18:52,0.0487466,,2/25/20 18:52,0.0106199,,2/25/20 18:43,0.0178783,,2/25/20 18:24,70.07546158,,2/25/20 18:43,0.0175087,,2/25/20 18:43,10.290238,,2/25/20 18:24,3.104468822
2/25/20 18:52,0.0486066,,2/25/20 18:52,0.0092455,,2/25/20 19:03,0.0038097,,2/25/20 19:03,0.9757355,,2/25/20 19:03,0.0039775,,2/25/20 18:34,69.47650414,,2/25/20 19:03,0.0441896,,2/25/20 19:03,0.0122164,,2/25/20 18:52,0.0026805,,2/25/20 18:34,69.47650414,,2/25/20 18:52,0.0023066,,2/25/20 18:52,0.9941245,,2/25/20 18:34,3.104859591
2/25/20 19:03,0.0399059,,2/25/20 19:03,0.0104026,,2/25/20 19:13,0.0051095,,2/25/20 19:13,9.3324148,,2/25/20 19:13,0.020855,,2/25/20 18:43,69.9697525,,2/25/20 19:13,0.8710364,,2/25/20 19:13,0.1123414,,2/25/20 19:03,0.0042053,,2/25/20 18:43,69.9697525,,2/25/20 19:03,0.0041644,,2/25/20 19:03,0.9996599,,2/25/20 18:43,3.104957104
2/25/20 19:13,0.681834,,2/25/20 19:13,0.0513234,,2/25/20 19:23,0.0106341,,2/25/20 19:23,9.9207508,,2/25/20 19:23,0.0261596,,2/25/20 18:53,69.72315063,,2/25/20 19:23,0.9011559,,2/25/20 19:23,0.0939814,,2/25/20 19:13,0.0142828,,2/25/20 18:53,69.72315063,,2/25/20 19:13,0.0080725,,2/25/20 19:13,9.0291354,,2/25/20 18:53,3.104859591
2/25/20 19:23,0.6552244,,2/25/20 19:23,0.0855708,,2/25/20 19:33,0.0025757,,2/25/20 19:33,1.0226952,,2/25/20 19:33,0.0032284,,2/25/20 19:04,70.28684196,,2/25/20 19:33,0.0450337,,2/25/20 19:33,0.010525,,2/25/20 19:23,0.019366,,2/25/20 19:04,70.28684196,,2/25/20 19:23,0.0153361,,2/25/20 19:23,10.6297836,,2/25/20 19:04,3.105055094
2/25/20 19:33,0.0472655,,2/25/20 19:33,0.0120427,,2/25/20 19:43,0.0026969,,2/25/20 19:43,1.0087944,,2/25/20 19:43,0.0028959,,2/25/20 19:14,70.39250984,,2/25/20 19:43,0.0420398,,2/25/20 19:43,0.0089102,,2/25/20 19:33,0.0034807,,2/25/20 19:14,70.39250984,,2/25/20 19:33,0.0030553,,2/25/20 19:33,1.049607,,2/25/20 19:14,3.104566574
2/25/20 19:43,0.0441961,,2/25/20 19:43,0.0103961,,2/25/20 19:52,0.0017509,,2/25/20 19:52,1.0005381,,2/25/20 19:52,0.0031087,,2/25/20 19:24,70.42777596,,2/25/20 19:52,0.0447411,,2/25/20 19:52,0.0097799,,2/25/20 19:43,0.0033226,,2/25/20 19:24,70.42777596,,2/25/20 19:43,0.0031312,,2/25/20 19:43,1.0042494,,2/25/20 19:24,3.104761839
2/25/20 19:53,0.0423252,,2/25/20 19:53,0.007826,,2/25/20 20:02,0.0034562,,2/25/20 20:02,1.0041158,,2/25/20 20:02,0.0034595,,2/25/20 19:33,70.81531181,,2/25/20 20:02,0.0443702,,2/25/20 20:02,0.0093613,,2/25/20 19:53,0.0026509,,2/25/20 19:33,70.81531181,,2/25/20 19:53,0.0014721,,2/25/20 19:53,1.0493851,,2/25/20 19:33,3.104664087
2/25/20 20:02,0.0408818,,2/25/20 20:02,0.006724,,2/25/20 20:13,0.0021812,,2/25/20 20:13,1.025526,,2/25/20 20:13,0.0029943,,2/25/20 19:43,71.37900314,,2/25/20 20:13,0.0488147,,2/25/20 20:13,0.0107029,,2/25/20 20:02,0.0025783,,2/25/20 19:43,71.37900314,,2/25/20 20:02,0.0020252,,2/25/20 20:02,1.0129729,,2/25/20 19:43,3.104664087
2/25/20 20:13,0.0515248,,2/25/20 20:13,0.0091184,,2/25/20 20:23,0.0022008,,2/25/20 20:23,0.9657999,,2/25/20 20:23,0.003498,,2/25/20 19:53,71.51993713,,2/25/20 20:23,0.0401853,,2/25/20 20:23,0.0114907,,2/25/20 20:13,0.0033044,,2/25/20 19:53,71.51993713,,2/25/20 20:13,0.002912,,2/25/20 20:13,1.0003431,,2/25/20 19:53,3.104859591
2/25/20 20:23,0.0441833,,2/25/20 20:23,0.0115937,,2/25/20 20:33,0.0031068,,2/25/20 20:33,1.0211619,,2/25/20 20:33,0.003929,,2/25/20 20:03,71.69609604,,2/25/20 20:33,0.0469312,,2/25/20 20:33,0.0121154,,2/25/20 20:23,0.0034237,,2/25/20 20:03,71.69609604,,2/25/20 20:23,0.0023124,,2/25/20 20:23,1.0048566,,2/25/20 20:03,3.104664087
2/25/20 20:33,0.0389101,,2/25/20 20:33,0.0101352,,2/25/20 20:43,0.0022709,,2/25/20 20:43,1.3395961,,2/25/20 20:43,0.0035191,,2/25/20 20:14,72.11885338,,2/25/20 20:43,0.2186491,,2/25/20 20:43,0.0143172,,2/25/20 20:33,0.0033495,,2/25/20 20:14,72.11885338,,2/25/20 20:33,0.004191,,2/25/20 20:33,0.9830128,,2/25/20 20:14,3.104664087
2/25/20 20:43,0.3500672,,2/25/20 20:43,0.0176122,,2/25/20 20:53,0.0018526,,2/25/20 20:53,1.0142705,,2/25/20 20:53,0.0028309,,2/25/20 20:24,72.11885338,,2/25/20 20:53,0.0458207,,2/25/20 20:53,0.0089269,,2/25/20 20:43,0.0033282,,2/25/20 20:24,72.11885338,,2/25/20 20:43,0.0019028,,2/25/20 20:43,1.3663161,,2/25/20 20:24,3.104371309
2/25/20 20:53,0.0414259,,2/25/20 20:53,0.0122492,,2/25/20 21:02,0.002952,,2/25/20 21:02,0.9977298,,2/25/20 21:02,0.0029477,,2/25/20 20:33,71.69609604,,2/25/20 21:02,0.045765,,2/25/20 21:02,0.0085747,,2/25/20 20:53,0.0034816,,2/25/20 20:33,71.69609604,,2/25/20 20:53,0.0022299,,2/25/20 20:53,1.0048041,,2/25/20 20:33,3.104175806
2/25/20 21:03,0.0432328,,2/25/20 21:03,0.0082378,,2/25/20 21:12,0.0011248,,2/25/20 21:12,0.9652888,,2/25/20 21:12,0.0033685,,2/25/20 20:43,71.37900314,,2/25/20 21:12,0.0477869,,2/25/20 21:12,0.0099514,,2/25/20 21:03,0.0032369,,2/25/20 20:43,71.37900314,,2/25/20 21:03,0.0022376,,2/25/20 21:03,1.0138546,,2/25/20 20:43,3.104566574
2/25/20 21:12,0.0389502,,2/25/20 21:12,0.008435,,2/25/20 21:23,0.0020219,,2/25/20 21:23,1.0081316,,2/25/20 21:23,0.0032042,,2/25/20 20:53,71.27329407,,2/25/20 21:23,0.043317,,2/25/20 21:23,0.0108973,,2/25/20 21:12,0.0029494,,2/25/20 20:53,71.27329407,,2/25/20 21:12,0.0027979,,2/25/20 21:12,1.0285923,,2/25/20 20:53,3.104664087
2/25/20 21:23,0.0411566,,2/25/20 21:23,0.0097,,2/25/20 21:33,0.0033814,,2/25/20 21:33,1.0109792,,2/25/20 21:33,0.0030094,,2/25/20 21:03,70.81531181,,2/25/20 21:33,0.048049,,2/25/20 21:33,0.0087646,,2/25/20 21:23,0.0031838,,2/25/20 21:03,70.81531181,,2/25/20 21:23,0.0028203,,2/25/20 21:23,0.996717,,2/25/20 21:03,3.104957104
2/25/20 21:33,0.0474323,,2/25/20 21:33,0.008992,,2/25/20 21:43,0.0025316,,2/25/20 21:43,0.9604081,,2/25/20 21:43,0.0036477,,2/25/20 21:13,70.67437782,,2/25/20 21:43,0.0481061,,2/25/20 21:43,0.0130909,,2/25/20 21:33,0.0029761,,2/25/20 21:13,70.67437782,,2/25/20 21:33,0.0030975,,2/25/20 21:33,0.9830011,,2/25/20 21:13,3.105250359
