Machines > Lathe 1 > MIB > X-Axial > Peak Acceleration,,,Machines > Lathe 1 > MIB > X-Axial > Peak Velocity,,,Machines > Lathe 1 > MIB > X-Axial > Band 1,,,Machines > Lathe 1 > MIB > X-Axial > Damage Accumulation,,,Machines > Lathe 1 > MIB > Y-Vertical > RMS Velocity,,,Machines > Lathe 1 > MIB > Y-Vertical > Temperature,,,Machines > Lathe 1 > MIB > X-Axial > RMS Velocity,,,Machines > Lathe 1 > MIB > X-Axial > Temperature,,,Machines > Lathe 1 > MIB > Y-Vertical > Band 1,,,Machines > Lathe 1 > MIB > Y-Vertical > Damage Accumulation,,,Machines > Lathe 1 > MIB > Y-Vertical > Peak Acceleration,,,Machines > Lathe 1 > MIB > Y-Vertical > Peak Velocity,,,Machines > Lathe 1 > MIB > Battery Voltage,
2/25/20 20:06,0.0493175,,2/25/20 20:06,0.0180506,,2/25/20 20:06,0.0043943,,2/25/20 20:06,0.9817753,,2/25/20 20:16,0.0053478,,2/25/20 20:06,81.20854988,,2/25/20 20:06,0.0052188,,2/25/20 20:06,81.20854988,,2/25/20 20:16,0.0035601,,2/25/20 20:16,0.9743719,,2/25/20 20:16,0.0413265,,2/25/20 20:16,0.0224767,,2/25/20 20:06,3.103785038
2/25/20 20:16,0.0454882,,2/25/20 20:16,0.0211577,,2/25/20 20:16,0.0035436,,2/25/20 20:16,0.9960806,,2/25/20 20:25,0.0084038,,2/25/20 20:16,80.43343353,,2/25/20 20:16,0.0047505,,2/25/20 20:16,80.43343353,,2/25/20 20:25,0.0084113,,2/25/20 20:25,17.8002635,,2/25/20 20:25,0.3398903,,2/25/20 20:25,0.0280021,,2/25/20 20:16,3.104078293
2/25/20 20:25,0.522917,,2/25/20 20:25,0.0418833,,2/25/20 20:25,0.0090931,,2/25/20 20:25,24.7222325,,2/25/20 20:35,0.0045403,,2/25/20 20:26,79.55265274,,2/25/20 20:25,0.0144093,,2/25/20 20:26,79.55265274,,2/25/20 20:35,0.003383,,2/25/20 20:35,1.0120497,,2/25/20 20:35,0.0495917,,2/25/20 20:35,0.0124565,,2/25/20 20:26,3.104078293
2/25/20 20:35,0.044602,,2/25/20 20:35,0.0190276,,2/25/20 20:35,0.0035032,,2/25/20 20:35,1.0027269,,2/25/20 20:45,0.0049077,,2/25/20 20:36,79.41175995,,2/25/20 20:35,0.0050373,,2/25/20 20:36,79.41175995,,2/25/20 20:45,0.0053992,,2/25/20 20:45,0.9968434,,2/25/20 20:45,0.0451621,,2/25/20 20:45,0.0135854,,2/25/20 20:36,3.104175806
2/25/20 20:45,0.0480962,,2/25/20 20:45,0.0140284,,2/25/20 20:45,0.0045629,,2/25/20 20:45,0.9869967,,2/25/20 20:55,0.0044457,,2/25/20 20:46,79.30605087,,2/25/20 20:45,0.0046767,,2/25/20 20:46,79.30605087,,2/25/20 20:55,0.0026714,,2/25/20 20:55,1.0089614,,2/25/20 20:55,0.0452942,,2/25/20 20:55,0.0154604,,2/25/20 20:46,3.103980303
2/25/20 20:55,0.0481055,,2/25/20 20:55,0.014064,,2/25/20 20:55,0.0033766,,2/25/20 20:55,0.9830886,,2/25/20 21:05,0.0048187,,2/25/20 20:55,78.74235611,,2/25/20 20:55,0.0053308,,2/25/20 20:55,78.74235611,,2/25/20 21:05,0.0043951,,2/25/20 21:05,1.0145629,,2/25/20 21:05,0.0470935,,2/25/20 21:05,0.0137046,,2/25/20 20:55,3.104566574
2/25/20 21:05,0.0531692,,2/25/20 21:05,0.0136916,,2/25/20 21:05,0.0014473,,2/25/20 21:05,1.0152751,,2/25/20 21:16,0.0053835,,2/25/20 21:05,78.42526665,,2/25/20 21:05,0.0042714,,2/25/20 21:05,78.42526665,,2/25/20 21:16,0.0039044,,2/25/20 21:16,17.8010979,,2/25/20 21:16,0.3366928,,2/25/20 21:16,0.0156371,,2/25/20 21:05,3.104859591
2/25/20 21:16,0.4870714,,2/25/20 21:16,0.04846,,2/25/20 21:16,0.0061136,,2/25/20 21:16,24.5514172,,2/25/20 21:26,0.0054345,,2/25/20 21:16,78.21388626,,2/25/20 21:16,0.0118051,,2/25/20 21:16,78.21388626,,2/25/20 21:26,0.0038091,,2/25/20 21:26,0.9902167,,2/25/20 21:26,0.0421649,,2/25/20 21:26,0.0182263,,2/25/20 21:16,3.104566574
2/25/20 21:26,0.0437766,,2/25/20 21:26,0.0152272,,2/25/20 21:26,0.0031821,,2/25/20 21:26,1.0085969,,2/25/20 21:35,0.0041572,,2/25/20 21:26,78.21388626,,2/25/20 21:26,0.0051212,,2/25/20 21:26,78.21388626,,2/25/20 21:35,0.0039545,,2/25/20 21:35,1.0012089,,2/25/20 21:35,0.0454973,,2/25/20 21:35,0.0157339,,2/25/20 21:26,3.104664087
2/25/20 21:35,0.0506744,,2/25/20 21:35,0.0171694,,2/25/20 21:35,0.0037119,,2/25/20 21:35,1.0172052,,2/25/20 21:45,0.0052122,,2/25/20 21:36,78.21388626,,2/25/20 21:35,0.0055514,,2/25/20 21:36,78.21388626,,2/25/20 21:45,0.0028523,,2/25/20 21:45,1.0137674,,2/25/20 21:45,0.0484349,,2/25/20 21:45,0.0163271,,2/25/20 21:36,3.104761839
2/25/20 21:45,0.0458168,,2/25/20 21:45,0.0197449,,2/25/20 21:45,0.0056965,,2/25/20 21:45,0.9705927,,2/25/20 21:55,0.0044237,,2/25/20 21:45,77.68541641,,2/25/20 21:45,0.0055992,,2/25/20 21:45,77.68541641,,2/25/20 21:55,0.0045595,,2/25/20 21:55,1.0194349,,2/25/20 21:55,0.0484661,,2/25/20 21:55,0.0121949,,2/25/20 21:45,3.104566574
2/25/20 21:55,0.0531944,,2/25/20 21:55,0.0144037,,2/25/20 21:55,0.0027361,,2/25/20 21:55,0.9699258,,2/25/20 22:05,0.0050346,,2/25/20 21:55,77.47403946,,2/25/20 21:55,0.0053981,,2/25/20 21:55,77.47403946,,2/25/20 22:05,0.00324,,2/25/20 22:05,1.0017105,,2/25/20 22:05,0.0456462,,2/25/20 22:05,0.0162241,,2/25/20 21:55,3.104957104
2/25/20 22:05,0.0574879,,2/25/20 22:05,0.0167617,,2/25/20 22:05,0.0024939,,2/25/20 22:05,0.9793967,,2/25/20 22:15,0.0031343,,2/25/20 22:05,77.68541641,,2/25/20 22:05,0.0047532,,2/25/20 22:05,77.68541641,,2/25/20 22:15,0.0041424,,2/25/20 22:15,0.4773191,,2/25/20 22:15,0.0288544,,2/25/20 22:15,0.0094426,,2/25/20 22:05,3.104664087
2/25/20 22:15,0.0524457,,2/25/20 22:15,0.0151298,,2/25/20 22:15,0.0040474,,2/25/20 22:15,1.0138593,,2/25/20 22:26,0.0047243,,2/25/20 22:16,76.9103035,,2/25/20 22:15,0.0050651,,2/25/20 22:16,76.9103035,,2/25/20 22:26,0.0028249,,2/25/20 22:26,1.0082738,,2/25/20 22:26,0.0467947,,2/25/20 22:26,0.0148506,,2/25/20 22:16,3.104957104
2/25/20 22:26,0.050459,,2/25/20 22:26,0.0176359,,2/25/20 22:26,0.0043289,,2/25/20 22:26,0.9944714,,2/25/20 22:36,0.0041322,,2/25/20 22:27,76.59325523,,2/25/20 22:26,0.0050863,,2/25/20 22:27,76.59325523,,2/25/20 22:36,0.0024202,,2/25/20 22:36,1.0142323,,2/25/20 22:36,0.0482015,,2/25/20 22:36,0.0132856,,2/25/20 22:27,3.104761839
2/25/20 22:36,0.0459831,,2/25/20 22:36,0.0147608,,2/25/20 22:36,0.0036793,,2/25/20 22:36,1.006528,,2/25/20 22:45,0.0042691,,2/25/20 22:36,76.10000687,,2/25/20 22:36,0.0046703,,2/25/20 22:36,76.10000687,,2/25/20 22:45,0.0027436,,2/25/20 22:45,1.003032,,2/25/20 22:45,0.0481692,,2/25/20 22:45,0.0134969,,2/25/20 22:36,3.104664087
2/25/20 22:45,0.0561013,,2/25/20 22:45,0.0152008,,2/25/20 22:45,0.0030196,,2/25/20 22:45,0.9867463,,2/25/20 22:55,0.0049667,,2/25/20 22:46,75.25444756,,2/25/20 22:45,0.0048878,,2/25/20 22:46,75.25444756,,2/25/20 22:55,0.0042893,,2/25/20 22:55,1.0067809,,2/25/20 22:55,0.0455411,,2/25/20 22:55,0.0160601,,2/25/20 22:46,3.104761839
2/25/20 22:55,0.0484292,,2/25/20 22:55,0.0128786,,2/25/20 22:55,0.0029792,,2/25/20 22:55,1.0055492,,2/25/20 23:05,0.0047646,,2/25/20 22:56,74.8669117,,2/25/20 22:55,0.0041091,,2/25/20 22:56,74.8669117,,2/25/20 23:05,0.0026339,,2/25/20 23:05,0.9881074,,2/25/20 23:05,0.0500591,,2/25/20 23:05,0.0149951,,2/25/20 22:56,3.104664087
2/25/20 23:05,0.0482397,,2/25/20 23:05,0.0179604,,2/25/20 23:05,0.0044417,,2/25/20 23:05,1.0128965,,2/25/20 23:15,0.0051299,,2/25/20 23:06,74.40888824,,2/25/20 23:05,0.0055974,,2/25/20 23:06,74.40888824,,2/25/20 23:15,0.0039711,,2/25/20 23:15,0.9751916,,2/25/20 23:15,0.0425428,,2/25/20 23:15,0.0145516,,2/25/20 23:06,3.104957104
2/25/20 23:15,0.0468749,,2/25/20 23:15,0.0168499,,2/25/20 23:15,0.0050515,,2/25/20 23:15,0.988467,,2/25/20 23:25,0.004048,,2/25/20 23:16,74.33844185,,2/25/20 23:15,0.0054714,,2/25/20 23:16,74.33844185,,2/25/20 23:25,0.0030084,,2/25/20 23:25,1.0215467,,2/25/20 23:25,0.0473419,,2/25/20 23:25,0.0142233,,2/25/20 23:16,3.104761839
2/25/20 23:25,0.0515131,,2/25/20 23:25,0.0173898,,2/25/20 23:25,0.003946,,2/25/20 23:25,0.9978241,,2/25/20 23:36,0.0045506,,2/25/20 23:27,74.02135239,,2/25/20 23:25,0.0056677,,2/25/20 23:27,74.02135239,,2/25/20 23:36,0.0030853,,2/25/20 23:36,1.0267491,,2/25/20 23:36,0.0489743,,2/25/20 23:36,0.0157526,,2/25/20 23:27,3.104664087
2/25/20 23:36,0.0480668,,2/25/20 23:36,0.0189156,,2/25/20 23:36,0.0042485,,2/25/20 23:36,1.0168638,,2/25/20 23:45,0.0296755,,2/25/20 23:36,73.809972,,2/25/20 23:36,0.0052705,,2/25/20 23:36,73.809972,,2/25/20 23:45,0.0379325,,2/25/20 23:45,26.148457,,2/25/20 23:45,0.4799606,,2/25/20 23:45,0.081791,,2/25/20 23:36,3.104566574
2/25/20 23:45,0.8160205,,2/25/20 23:45,0.1456641,,2/25/20 23:45,0.0662327,,2/25/20 23:45,31.2000996,,2/25/20 23:55,0.0317087,,2/25/20 23:46,74.05657387,,2/25/20 23:45,0.049778,,2/25/20 23:46,74.05657387,,2/25/20 23:55,0.0337656,,2/25/20 23:55,25.2456036,,2/25/20 23:55,0.5204253,,2/25/20 23:55,0.0849874,,2/25/20 23:46,3.104664087
2/25/20 23:55,0.7500904,,2/25/20 23:55,0.1573268,,2/25/20 23:55,0.0523419,,2/25/20 23:55,31.0419031,,2/26/20 0:05,0.0043098,,2/25/20 23:56,75.39538155,,2/25/20 23:55,0.0513278,,2/25/20 23:56,75.39538155,,2/26/20 0:05,0.0028188,,2/26/20 0:05,0.991822,,2/26/20 0:05,0.0400198,,2/26/20 0:05,0.0135141,,2/25/20 23:56,3.104566574
2/26/20 0:05,0.0464732,,2/26/20 0:05,0.0165555,,2/26/20 0:05,0.0054188,,2/26/20 0:05,1.0063186,,2/26/20 0:15,0.0321981,,2/26/20 0:06,77.01601257,,2/26/20 0:05,0.0061976,,2/26/20 0:06,77.01601257,,2/26/20 0:15,0.0279235,,2/26/20 0:15,25.8238115,,2/26/20 0:15,0.6359493,,2/26/20 0:15,0.0930211,,2/26/20 0:06,3.104078293
2/26/20 0:15,0.7096978,,2/26/20 0:15,0.1448833,,2/26/20 0:15,0.0283593,,2/26/20 0:15,31.0204053,,2/26/20 0:25,0.0046658,,2/26/20 0:16,77.8967968,,2/26/20 0:15,0.0420088,,2/26/20 0:16,77.8967968,,2/26/20 0:25,0.0041126,,2/26/20 0:25,0.9986859,,2/26/20 0:25,0.0495384,,2/26/20 0:25,0.0170464,,2/26/20 0:16,3.104468822
2/26/20 0:25,0.0511406,,2/26/20 0:25,0.0168079,,2/26/20 0:25,0.0032632,,2/26/20 0:25,0.9886742,,2/26/20 0:35,0.0053206,,2/26/20 0:26,79.30605087,,2/26/20 0:25,0.0045563,,2/26/20 0:26,79.30605087,,2/26/20 0:35,0.0053935,,2/26/20 0:35,0.9777241,,2/26/20 0:35,0.0446132,,2/26/20 0:35,0.0142054,,2/26/20 0:26,3.103394508
2/26/20 0:35,0.046352,,2/26/20 0:35,0.0205049,,2/26/20 0:35,0.0060321,,2/26/20 0:35,0.9693249,,2/26/20 0:46,0.0035868,,2/26/20 0:36,80.04589767,,2/26/20 0:35,0.005881,,2/26/20 0:36,80.04589767,,2/26/20 0:46,0.0028803,,2/26/20 0:46,0.9981526,,2/26/20 0:46,0.0408906,,2/26/20 0:46,0.0115216,,2/26/20 0:36,3.103687286
2/26/20 0:46,0.0489452,,2/26/20 0:46,0.0129747,,2/26/20 0:46,0.0041695,,2/26/20 0:46,0.9956573,,2/26/20 0:56,0.0048627,,2/26/20 0:46,79.62314034,,2/26/20 0:46,0.0048225,,2/26/20 0:46,79.62314034,,2/26/20 0:56,0.0043853,,2/26/20 0:56,1.0168286,,2/26/20 0:56,0.0406132,,2/26/20 0:56,0.0182377,,2/26/20 0:46,3.103589773
2/26/20 0:56,0.0470189,,2/26/20 0:56,0.0172088,,2/26/20 0:56,0.0037121,,2/26/20 0:56,1.0275752,,2/26/20 1:05,0.0044413,,2/26/20 0:56,79.62314034,,2/26/20 0:56,0.0048755,,2/26/20 0:56,79.62314034,,2/26/20 1:05,0.0030564,,2/26/20 1:05,0.9883691,,2/26/20 1:05,0.0457786,,2/26/20 1:05,0.0147304,,2/26/20 0:56,3.103785038
2/26/20 1:05,0.0507905,,2/26/20 1:05,0.0179049,,2/26/20 1:05,0.0069707,,2/26/20 1:05,0.9844929,,2/26/20 1:15,0.0045776,,2/26/20 1:06,78.84802399,,2/26/20 1:05,0.0063514,,2/26/20 1:06,78.84802399,,2/26/20 1:15,0.0027149,,2/26/20 1:15,0.987143,,2/26/20 1:15,0.0517792,,2/26/20 1:15,0.0151064,,2/26/20 1:06,3.104273558
2/26/20 1:15,0.0457238,,2/26/20 1:15,0.0153516,,2/26/20 1:15,0.0016916,,2/26/20 1:15,0.9629791,,2/26/20 1:25,0.0041564,,2/26/20 1:16,78.10817719,,2/26/20 1:15,0.0048094,,2/26/20 1:16,78.10817719,,2/26/20 1:25,0.002131,,2/26/20 1:25,1.0098569,,2/26/20 1:25,0.0435714,,2/26/20 1:25,0.0125703,,2/26/20 1:16,3.104078293
2/26/20 1:25,0.0233048,,2/26/20 1:25,0.0076348,,2/26/20 1:25,0.0024554,,2/26/20 1:25,0.3818699,,2/26/20 1:35,0.0050562,,2/26/20 1:26,78.8832901,,2/26/20 1:25,0.0029271,,2/26/20 1:26,78.8832901,,2/26/20 1:35,0.0034735,,2/26/20 1:35,1.0120886,,2/26/20 1:35,0.0442189,,2/26/20 1:35,0.0144243,,2/26/20 1:26,3.104566574
2/26/20 1:35,0.0473086,,2/26/20 1:35,0.0166225,,2/26/20 1:35,0.0057515,,2/26/20 1:35,1.0068443,,2/26/20 1:45,0.005345,,2/26/20 1:36,79.20033836,,2/26/20 1:35,0.0054196,,2/26/20 1:36,79.20033836,,2/26/20 1:45,0.0069532,,2/26/20 1:45,1.0128596,,2/26/20 1:45,0.0460954,,2/26/20 1:45,0.0158626,,2/26/20 1:36,3.104175806
2/26/20 1:45,0.0523904,,2/26/20 1:45,0.0154376,,2/26/20 1:45,0.0050143,,2/26/20 1:45,0.9876977,,2/26/20 1:56,0.0045181,,2/26/20 1:45,79.41175995,,2/26/20 1:45,0.00515,,2/26/20 1:45,79.41175995,,2/26/20 1:56,0.0036085,,2/26/20 1:56,1.0067883,,2/26/20 1:56,0.0478547,,2/26/20 1:56,0.0126198,,2/26/20 1:45,3.104371309
2/26/20 1:56,0.0532854,,2/26/20 1:56,0.0174968,,2/26/20 1:56,0.0049426,,2/26/20 1:56,0.9992603,,2/26/20 2:06,0.0047594,,2/26/20 1:56,79.65836182,,2/26/20 1:56,0.0051999,,2/26/20 1:56,79.65836182,,2/26/20 2:06,0.0047561,,2/26/20 2:06,1.0064458,,2/26/20 2:06,0.050018,,2/26/20 2:06,0.0137604,,2/26/20 1:56,3.104664087
2/26/20 2:06,0.0497324,,2/26/20 2:06,0.0151635,,2/26/20 2:06,0.0041206,,2/26/20 2:06,0.9665048,,2/26/20 2:15,0.0043796,,2/26/20 2:06,79.23560448,,2/26/20 2:06,0.0047686,,2/26/20 2:06,79.23560448,,2/26/20 2:15,0.0036357,,2/26/20 2:15,0.997367,,2/26/20 2:15,0.0418098,,2/26/20 2:15,0.0132562,,2/26/20 2:06,3.104371309
2/26/20 2:15,0.0484895,,2/26/20 2:15,0.0124973,,2/26/20 2:15,0.0019849,,2/26/20 2:15,0.9908956,,2/26/20 2:25,0.00505,,2/26/20 2:16,79.05944901,,2/26/20 2:15,0.0041831,,2/26/20 2:16,79.05944901,,2/26/20 2:25,0.005146,,2/26/20 2:25,1.008675,,2/26/20 2:25,0.0463405,,2/26/20 2:25,0.0138411,,2/26/20 2:16,3.104468822
2/26/20 2:25,0.0465176,,2/26/20 2:25,0.0170539,,2/26/20 2:25,0.0053169,,2/26/20 2:25,1.0091614,,2/26/20 2:35,0.0042335,,2/26/20 2:26,77.93201828,,2/26/20 2:25,0.0054668,,2/26/20 2:26,77.93201828,,2/26/20 2:35,0.0035317,,2/26/20 2:35,1.0039496,,2/26/20 2:35,0.0480506,,2/26/20 2:35,0.0134933,,2/26/20 2:26,3.104468822
2/26/20 2:35,0.0426133,,2/26/20 2:35,0.0177994,,2/26/20 2:35,0.0040164,,2/26/20 2:35,1.015143,,2/26/20 2:45,0.0040309,,2/26/20 2:35,77.33310547,,2/26/20 2:35,0.0049357,,2/26/20 2:35,77.33310547,,2/26/20 2:45,0.0044798,,2/26/20 2:45,0.9965839,,2/26/20 2:45,0.0481756,,2/26/20 2:45,0.0161065,,2/26/20 2:35,3.104957104
2/26/20 2:45,0.05554,,2/26/20 2:45,0.0140715,,2/26/20 2:45,0.003072,,2/26/20 2:45,1.025422,,2/26/20 2:55,0.0041693,,2/26/20 2:45,76.87507858,,2/26/20 2:45,0.0051025,,2/26/20 2:45,76.87507858,,2/26/20 2:55,0.0024061,,2/26/20 2:55,1.0012456,,2/26/20 2:55,0.0455502,,2/26/20 2:55,0.0119171,,2/26/20 2:45,3.104761839
2/26/20 2:55,0.046693,,2/26/20 2:55,0.0163101,,2/26/20 2:55,0.0050163,,2/26/20 2:55,0.9990783,,2/26/20 3:06,0.0049772,,2/26/20 2:55,76.31138725,,2/26/20 2:55,0.0048385,,2/26/20 2:55,76.31138725,,2/26/20 3:06,0.0037884,,2/26/20 3:06,1.0242532,,2/26/20 3:06,0.0500434,,2/26/20 3:06,0.0167156,,2/26/20 2:55,3.104957104
2/26/20 3:06,0.0539038,,2/26/20 3:06,0.0182021,,2/26/20 3:06,0.0043318,,2/26/20 3:06,1.0043861,,2/26/20 3:16,0.0044116,,2/26/20 3:06,75.95907288,,2/26/20 3:06,0.0053852,,2/26/20 3:06,75.95907288,,2/26/20 3:16,0.0035482,,2/26/20 3:16,1.0068641,,2/26/20 3:16,0.0441787,,2/26/20 3:16,0.0123363,,2/26/20 3:06,3.104859591
2/26/20 3:16,0.0472211,,2/26/20 3:16,0.013838,,2/26/20 3:16,0.0032394,,2/26/20 3:16,0.9773027,,2/26/20 3:25,0.0040294,,2/26/20 3:16,75.43060303,,2/26/20 3:16,0.0047802,,2/26/20 3:16,75.43060303,,2/26/20 3:25,0.0032713,,2/26/20 3:25,0.9769657,,2/26/20 3:25,0.0516866,,2/26/20 3:25,0.0124404,,2/26/20 3:16,3.105250359
2/26/20 3:25,0.0475899,,2/26/20 3:25,0.015814,,2/26/20 3:25,0.0037668,,2/26/20 3:25,1.0189464,,2/26/20 3:35,0.0048626,,2/26/20 3:26,74.93735809,,2/26/20 3:25,0.0047233,,2/26/20 3:26,74.93735809,,2/26/20 3:35,0.0035812,,2/26/20 3:35,1.0125855,,2/26/20 3:35,0.0484423,,2/26/20 3:35,0.0143223,,2/26/20 3:26,3.105543375
2/26/20 3:35,0.0540998,,2/26/20 3:35,0.0137699,,2/26/20 3:35,0.0032542,,2/26/20 3:35,1.005597,,2/26/20 3:45,0.0045038,,2/26/20 3:35,74.65553131,,2/26/20 3:35,0.0041513,,2/26/20 3:35,74.65553131,,2/26/20 3:45,0.0051597,,2/26/20 3:45,1.0059024,,2/26/20 3:45,0.0447471,,2/26/20 3:45,0.0142429,,2/26/20 3:35,3.105055094
2/26/20 3:45,0.0452013,,2/26/20 3:45,0.0130828,,2/26/20 3:45,0.0032418,,2/26/20 3:45,1.0170846,,2/26/20 3:55,0.0045244,,2/26/20 3:46,74.62026863,,2/26/20 3:45,0.0044215,,2/26/20 3:46,74.62026863,,2/26/20 3:55,0.0038528,,2/26/20 3:55,1.0224643,,2/26/20 3:55,0.048021,,2/26/20 3:55,0.0133099,,2/26/20 3:46,3.104761839
2/26/20 3:55,0.0511976,,2/26/20 3:55,0.0175737,,2/26/20 3:55,0.005101,,2/26/20 3:55,1.0194176,,2/26/20 4:05,0.0048439,,2/26/20 3:56,73.809972,,2/26/20 3:55,0.0055276,,2/26/20 3:56,73.809972,,2/26/20 4:05,0.0060509,,2/26/20 4:05,1.022041,,2/26/20 4:05,0.0487152,,2/26/20 4:05,0.0149758,,2/26/20 3:56,3.105152607
2/26/20 4:05,0.0468806,,2/26/20 4:05,0.0186851,,2/26/20 4:05,0.0049511,,2/26/20 4:05,1.0069399,,2/26/20 4:16,0.0050612,,2/26/20 4:06,73.84519691,,2/26/20 4:05,0.0052508,,2/26/20 4:06,73.84519691,,2/26/20 4:16,0.004569,,2/26/20 4:16,1.0034284,,2/26/20 4:16,0.0501608,,2/26/20 4:16,0.0165128,,2/26/20 4:06,3.104664087
2/26/20 4:16,0.0479066,,2/26/20 4:16,0.015651,,2/26/20 4:16,0.0044338,,2/26/20 4:16,1.00882,,2/26/20 4:26,0.0046654,,2/26/20 4:17,73.49288254,,2/26/20 4:16,0.0056156,,2/26/20 4:17,73.49288254,,2/26/20 4:26,0.0042052,,2/26/20 4:26,1.0128718,,2/26/20 4:26,0.0456141,,2/26/20 4:26,0.0145009,,2/26/20 4:17,3.105250359
2/26/20 4:26,0.0531568,,2/26/20 4:26,0.0166075,,2/26/20 4:26,0.0046448,,2/26/20 4:26,1.0027223,,2/26/20 4:35,0.0043685,,2/26/20 4:26,72.71781082,,2/26/20 4:26,0.0057671,,2/26/20 4:26,72.71781082,,2/26/20 4:35,0.0026133,,2/26/20 4:35,1.0380988,,2/26/20 4:35,0.0453531,,2/26/20 4:35,0.0137704,,2/26/20 4:26,3.104664087
2/26/20 4:35,0.0526971,,2/26/20 4:35,0.0170425,,2/26/20 4:35,0.0026873,,2/26/20 4:35,1.0314218,,2/26/20 4:45,0.0037815,,2/26/20 4:36,72.99963417,,2/26/20 4:35,0.0045139,,2/26/20 4:36,72.99963417,,2/26/20 4:45,0.0023692,,2/26/20 4:45,1.0153237,,2/26/20 4:45,0.0478972,,2/26/20 4:45,0.012555,,2/26/20 4:36,3.104859591
2/26/20 4:45,0.0441322,,2/26/20 4:45,0.0149244,,2/26/20 4:45,0.0040126,,2/26/20 4:45,0.9826242,,2/26/20 4:55,0.0045565,,2/26/20 4:46,72.57687683,,2/26/20 4:45,0.0049782,,2/26/20 4:46,72.57687683,,2/26/20 4:55,0.0043864,,2/26/20 4:55,1.014482,,2/26/20 4:55,0.04558,,2/26/20 4:55,0.0117789,,2/26/20 4:46,3.104761839
2/26/20 4:55,0.0505811,,2/26/20 4:55,0.0158347,,2/26/20 4:55,0.0055958,,2/26/20 4:55,1.0038376,,2/26/20 5:05,0.0040461,,2/26/20 4:56,72.36549644,,2/26/20 4:55,0.005533,,2/26/20 4:56,72.36549644,,2/26/20 5:05,0.0029482,,2/26/20 5:05,1.0199536,,2/26/20 5:05,0.0452555,,2/26/20 5:05,0.0112105,,2/26/20 4:56,3.104761839
2/26/20 5:05,0.0495325,,2/26/20 5:05,0.013071,,2/26/20 5:05,0.0046361,,2/26/20 5:05,0.989143,,2/26/20 5:15,0.0041906,,2/26/20 5:06,72.11885338,,2/26/20 5:05,0.0043861,,2/26/20 5:06,72.11885338,,2/26/20 5:15,0.0034614,,2/26/20 5:15,1.0177023,,2/26/20 5:15,0.0490329,,2/26/20 5:15,0.0153077,,2/26/20 5:06,3.105250359
2/26/20 5:15,0.0485962,,2/26/20 5:15,0.0144004,,2/26/20 5:15,0.0029869,,2/26/20 5:15,1.0257474,,2/26/20 5:26,0.0049321,,2/26/20 5:16,71.62560501,,2/26/20 5:15,0.0050153,,2/26/20 5:16,71.62560501,,2/26/20 5:26,0.0047725,,2/26/20 5:26,1.0360628,,2/26/20 5:26,0.0532675,,2/26/20 5:26,0.0138395,,2/26/20 5:16,3.104761839
2/26/20 5:26,0.0508622,,2/26/20 5:26,0.0165127,,2/26/20 5:26,0.0065625,,2/26/20 5:26,1.0391241,,2/26/20 5:36,0.0050213,,2/26/20 5:26,70.95624237,,2/26/20 5:26,0.0058235,,2/26/20 5:26,70.95624237,,2/26/20 5:36,0.0037015,,2/26/20 5:36,1.0133147,,2/26/20 5:36,0.0423367,,2/26/20 5:36,0.015112,,2/26/20 5:26,3.104566574
2/26/20 5:36,0.0458359,,2/26/20 5:36,0.0165569,,2/26/20 5:36,0.0066809,,2/26/20 5:36,0.9969865,,2/26/20 5:46,0.0052228,,2/26/20 5:36,71.16762619,,2/26/20 5:36,0.0055362,,2/26/20 5:36,71.16762619,,2/26/20 5:46,0.0023801,,2/26/20 5:46,1.0240134,,2/26/20 5:46,0.0461984,,2/26/20 5:46,0.0169856,,2/26/20 5:36,3.104566574
2/26/20 5:46,0.0461216,,2/26/20 5:46,0.0141362,,2/26/20 5:46,0.0025743,,2/26/20 5:46,0.99385,,2/26/20 5:55,0.0044434,,2/26/20 5:46,71.23806915,,2/26/20 5:46,0.0043769,,2/26/20 5:46,71.23806915,,2/26/20 5:55,0.0027601,,2/26/20 5:55,1.0080387,,2/26/20 5:55,0.0433758,,2/26/20 5:55,0.0185574,,2/26/20 5:46,3.104273558
2/26/20 5:55,0.0453298,,2/26/20 5:55,0.0151471,,2/26/20 5:55,0.0023361,,2/26/20 5:55,1.0204873,,2/26/20 6:05,0.0048735,,2/26/20 5:56,70.81531181,,2/26/20 5:55,0.0047119,,2/26/20 5:56,70.81531181,,2/26/20 6:05,0.0032169,,2/26/20 6:05,1.0170538,,2/26/20 6:05,0.0511525,,2/26/20 6:05,0.0152536,,2/26/20 5:56,3.104664087
2/26/20 6:05,0.0480224,,2/26/20 6:05,0.022436,,2/26/20 6:05,0.0028244,,2/26/20 6:05,0.9848025,,2/26/20 6:15,0.0041396,,2/26/20 6:06,70.81531181,,2/26/20 6:05,0.0049297,,2/26/20 6:06,70.81531181,,2/26/20 6:15,0.0034939,,2/26/20 6:15,1.0016274,,2/26/20 6:15,0.0488749,,2/26/20 6:15,0.0144819,,2/26/20 6:06,3.105055094
2/26/20 6:15,0.0443418,,2/26/20 6:15,0.0146889,,2/26/20 6:15,0.0046894,,2/26/20 6:15,0.9616385,,2/26/20 6:25,0.0046442,,2/26/20 6:16,70.88575821,,2/26/20 6:15,0.0047146,,2/26/20 6:16,70.88575821,,2/26/20 6:25,0.0031652,,2/26/20 6:25,1.0081123,,2/26/20 6:25,0.0472124,,2/26/20 6:25,0.0138021,,2/26/20 6:16,3.104175806
