Machines > Lathe 1 > MIB > Y-Vertical > RMS Velocity,,,Machines > Lathe 1 > MIB > Y-Vertical > Temperature,,,Machines > Lathe 1 > MIB > Y-Vertical > Band 1,,,Machines > Lathe 1 > MIB > Y-Vertical > Damage Accumulation,,,Machines > Lathe 1 > MIB > X-Axial > Peak Acceleration,,,Machines > Lathe 1 > MIB > X-Axial > Peak Velocity,,,Machines > Lathe 1 > MIB > X-Axial > Band 1,,,Machines > Lathe 1 > MIB > X-Axial > Damage Accumulation,,,Machines > Lathe 1 > MIB > X-Axial > RMS Velocity,,,Machines > Lathe 1 > MIB > X-Axial > Temperature,,,Machines > Lathe 1 > MIB > Y-Vertical > Peak Acceleration,,,Machines > Lathe 1 > MIB > Y-Vertical > Peak Velocity,,,Machines > Lathe 1 > MIB > Battery Voltage,
2/18/20 10:19,0.0050451,,2/18/20 10:00,67.08080139,,2/18/20 10:19,0.0038279,,2/18/20 10:19,0.9901039,,2/18/20 9:59,0.0464576,,2/18/20 9:59,0.0159341,,2/18/20 9:59,0.0049834,,2/18/20 9:59,1.0116082,,2/18/20 9:59,0.0049376,,2/18/20 10:00,67.08080139,,2/18/20 10:19,0.0464716,,2/18/20 10:19,0.0169626,,2/18/20 10:00,3.161611557
2/18/20 10:29,0.0047206,,2/18/20 10:10,66.90464249,,2/18/20 10:29,0.0028766,,2/18/20 10:29,1.0286383,,2/18/20 10:09,0.0459969,,2/18/20 10:09,0.0160315,,2/18/20 10:09,0.0037477,,2/18/20 10:09,1.0038785,,2/18/20 10:09,0.0053819,,2/18/20 10:10,66.90464249,,2/18/20 10:29,0.0467675,,2/18/20 10:29,0.0156866,,2/18/20 10:10,3.161318541
2/18/20 10:39,0.0047186,,2/18/20 10:19,66.9398674,,2/18/20 10:39,0.0032923,,2/18/20 10:39,0.9981794,,2/18/20 10:18,0.0488803,,2/18/20 10:18,0.0145733,,2/18/20 10:18,0.0030497,,2/18/20 10:18,0.9769726,,2/18/20 10:18,0.0048639,,2/18/20 10:19,66.9398674,,2/18/20 10:39,0.0441332,,2/18/20 10:39,0.0178212,,2/18/20 10:19,3.160928011
2/18/20 10:49,0.0044834,,2/18/20 10:30,66.9398674,,2/18/20 10:49,0.0044762,,2/18/20 10:49,0.993224,,2/18/20 10:29,0.0514732,,2/18/20 10:29,0.0153162,,2/18/20 10:29,0.0042608,,2/18/20 10:29,1.0113783,,2/18/20 10:29,0.0051944,,2/18/20 10:30,66.9398674,,2/18/20 10:49,0.0458015,,2/18/20 10:49,0.0146243,,2/18/20 10:30,3.160732746
2/18/20 10:59,0.004863,,2/18/20 10:40,67.15124435,,2/18/20 10:59,0.0044246,,2/18/20 10:59,1.0027115,,2/18/20 10:39,0.0479127,,2/18/20 10:39,0.0202443,,2/18/20 10:39,0.0055267,,2/18/20 10:39,0.9942483,,2/18/20 10:39,0.0054175,,2/18/20 10:40,67.15124435,,2/18/20 10:59,0.0481163,,2/18/20 10:59,0.0144561,,2/18/20 10:40,3.161221027
2/18/20 11:09,0.0046898,,2/18/20 10:50,66.62277451,,2/18/20 11:09,0.0040458,,2/18/20 11:09,0.9950885,,2/18/20 10:49,0.0475895,,2/18/20 10:49,0.015231,,2/18/20 10:49,0.0029203,,2/18/20 10:49,0.9950973,,2/18/20 10:49,0.0046812,,2/18/20 10:50,66.62277451,,2/18/20 11:09,0.0425415,,2/18/20 11:09,0.0124611,,2/18/20 10:50,3.160634756
2/18/20 11:19,0.0043351,,2/18/20 11:00,66.55233154,,2/18/20 11:19,0.0030267,,2/18/20 11:19,0.9981524,,2/18/20 10:59,0.0497928,,2/18/20 10:59,0.0149734,,2/18/20 10:59,0.0035099,,2/18/20 10:59,0.9824854,,2/18/20 10:59,0.005479,,2/18/20 11:00,66.55233154,,2/18/20 11:19,0.0474538,,2/18/20 11:19,0.0179136,,2/18/20 11:00,3.160439491
2/18/20 11:29,0.0050779,,2/18/20 11:10,66.55233154,,2/18/20 11:29,0.003164,,2/18/20 11:29,0.9872678,,2/18/20 11:09,0.0458748,,2/18/20 11:09,0.0170897,,2/18/20 11:09,0.0029349,,2/18/20 11:09,0.991344,,2/18/20 11:09,0.0057484,,2/18/20 11:10,66.55233154,,2/18/20 11:29,0.0399012,,2/18/20 11:29,0.0189986,,2/18/20 11:10,3.160439491
2/18/20 11:38,0.004014,,2/18/20 11:19,66.7637085,,2/18/20 11:38,0.0029875,,2/18/20 11:38,0.9969093,,2/18/20 11:19,0.0500355,,2/18/20 11:19,0.0171534,,2/18/20 11:19,0.005868,,2/18/20 11:19,0.9985684,,2/18/20 11:19,0.0058035,,2/18/20 11:19,66.7637085,,2/18/20 11:38,0.0443837,,2/18/20 11:38,0.0119543,,2/18/20 11:19,3.160439491
2/18/20 11:49,0.004816,,2/18/20 11:29,66.37617264,,2/18/20 11:49,0.0035446,,2/18/20 11:49,0.9765055,,2/18/20 11:29,0.0448929,,2/18/20 11:29,0.013549,,2/18/20 11:29,0.0029531,,2/18/20 11:29,1.0363313,,2/18/20 11:29,0.0043681,,2/18/20 11:29,66.37617264,,2/18/20 11:49,0.0451292,,2/18/20 11:49,0.0154512,,2/18/20 11:29,3.160439491
2/18/20 11:59,0.0040712,,2/18/20 11:40,66.48184052,,2/18/20 11:59,0.0046179,,2/18/20 11:59,1.0025059,,2/18/20 11:38,0.0445563,,2/18/20 11:38,0.016714,,2/18/20 11:38,0.0031155,,2/18/20 11:38,0.9876339,,2/18/20 11:38,0.0053025,,2/18/20 11:40,66.48184052,,2/18/20 11:59,0.0477897,,2/18/20 11:59,0.0113493,,2/18/20 11:40,3.15995121
2/18/20 12:09,0.0044982,,2/18/20 11:50,66.51706543,,2/18/20 12:09,0.0047353,,2/18/20 12:09,0.9969678,,2/18/20 11:49,0.050188,,2/18/20 11:49,0.021983,,2/18/20 11:49,0.0032784,,2/18/20 11:49,1.0054832,,2/18/20 11:49,0.0063091,,2/18/20 11:50,66.51706543,,2/18/20 12:09,0.0418465,,2/18/20 12:09,0.0164836,,2/18/20 11:50,3.15995121
2/18/20 12:19,0.0038753,,2/18/20 12:00,66.23523865,,2/18/20 12:19,0.0029656,,2/18/20 12:19,0.9957837,,2/18/20 11:59,0.0458529,,2/18/20 11:59,0.017014,,2/18/20 11:59,0.0029404,,2/18/20 11:59,1.0406628,,2/18/20 11:59,0.0043376,,2/18/20 12:00,66.23523865,,2/18/20 12:19,0.0450651,,2/18/20 12:19,0.0152824,,2/18/20 12:00,3.16034174
2/18/20 12:29,0.0049325,,2/18/20 12:10,66.58755302,,2/18/20 12:29,0.0041123,,2/18/20 12:29,1.0074145,,2/18/20 12:09,0.0529955,,2/18/20 12:09,0.019818,,2/18/20 12:09,0.0075233,,2/18/20 12:09,0.9798974,,2/18/20 12:09,0.0056616,,2/18/20 12:10,66.58755302,,2/18/20 12:29,0.0419215,,2/18/20 12:29,0.0170218,,2/18/20 12:10,3.15995121
2/18/20 12:39,0.004116,,2/18/20 12:19,66.41139755,,2/18/20 12:39,0.0029702,,2/18/20 12:39,1.0117949,,2/18/20 12:19,0.0492222,,2/18/20 12:19,0.0153432,,2/18/20 12:19,0.0030491,,2/18/20 12:19,1.0169115,,2/18/20 12:19,0.0051185,,2/18/20 12:19,66.41139755,,2/18/20 12:39,0.0442464,,2/18/20 12:39,0.0141488,,2/18/20 12:19,3.160146475
2/18/20 12:49,0.0045729,,2/18/20 12:29,66.37617264,,2/18/20 12:49,0.002276,,2/18/20 12:49,1.0302018,,2/18/20 12:29,0.0433418,,2/18/20 12:29,0.0178177,,2/18/20 12:29,0.0034875,,2/18/20 12:29,0.9868874,,2/18/20 12:29,0.0051851,,2/18/20 12:29,66.37617264,,2/18/20 12:49,0.0525002,,2/18/20 12:49,0.0159644,,2/18/20 12:29,3.159560442
2/18/20 12:59,0.0045111,,2/18/20 12:39,66.34090652,,2/18/20 12:59,0.003421,,2/18/20 12:59,1.0346433,,2/18/20 12:39,0.0573797,,2/18/20 12:39,0.0157157,,2/18/20 12:39,0.0040597,,2/18/20 12:39,1.021589,,2/18/20 12:39,0.0048462,,2/18/20 12:39,66.34090652,,2/18/20 12:59,0.0530057,,2/18/20 12:59,0.0138875,,2/18/20 12:39,3.159560442
2/18/20 13:09,0.0049932,,2/18/20 12:50,66.23523865,,2/18/20 13:09,0.00366,,2/18/20 13:09,0.987045,,2/18/20 12:49,0.0513958,,2/18/20 12:49,0.0191456,,2/18/20 12:49,0.0037371,,2/18/20 12:49,1.031226,,2/18/20 12:49,0.005611,,2/18/20 12:50,66.23523865,,2/18/20 13:09,0.0497255,,2/18/20 13:09,0.0179524,,2/18/20 12:50,3.159364939
2/18/20 13:19,0.0053608,,2/18/20 13:00,66.30568504,,2/18/20 13:19,0.0053092,,2/18/20 13:19,1.0356027,,2/18/20 12:59,0.0497629,,2/18/20 12:59,0.0183972,,2/18/20 12:59,0.0047252,,2/18/20 12:59,1.0277823,,2/18/20 12:59,0.004532,,2/18/20 13:00,66.30568504,,2/18/20 13:19,0.0459305,,2/18/20 13:19,0.0162275,,2/18/20 13:00,3.159364939
2/18/20 13:29,0.0050493,,2/18/20 13:09,66.23523865,,2/18/20 13:29,0.004116,,2/18/20 13:29,1.0055694,,2/18/20 13:09,0.0484238,,2/18/20 13:09,0.0152511,,2/18/20 13:09,0.0037633,,2/18/20 13:09,1.0067077,,2/18/20 13:09,0.0050883,,2/18/20 13:09,66.23523865,,2/18/20 13:29,0.0423847,,2/18/20 13:29,0.0159548,,2/18/20 13:09,3.158876657
2/18/20 13:39,0.0043858,,2/18/20 13:19,66.30568504,,2/18/20 13:39,0.002629,,2/18/20 13:39,1.0062986,,2/18/20 13:19,0.0465674,,2/18/20 13:19,0.0141558,,2/18/20 13:19,0.0026396,,2/18/20 13:19,0.9891521,,2/18/20 13:19,0.0046158,,2/18/20 13:19,66.30568504,,2/18/20 13:39,0.0397224,,2/18/20 13:39,0.0143916,,2/18/20 13:19,3.158974409
2/18/20 13:49,0.0051305,,2/18/20 13:29,66.16475105,,2/18/20 13:49,0.0022492,,2/18/20 13:49,0.996826,,2/18/20 13:29,0.049513,,2/18/20 13:29,0.0180224,,2/18/20 13:29,0.0055906,,2/18/20 13:29,1.0086629,,2/18/20 13:29,0.0052636,,2/18/20 13:29,66.16475105,,2/18/20 13:49,0.0447639,,2/18/20 13:49,0.0165809,,2/18/20 13:29,3.158485889
2/18/20 13:58,0.0043859,,2/18/20 13:39,66.23523865,,2/18/20 13:58,0.003274,,2/18/20 13:58,0.9924212,,2/18/20 13:39,0.0494124,,2/18/20 13:39,0.016295,,2/18/20 13:39,0.0043202,,2/18/20 13:39,0.9977012,,2/18/20 13:39,0.0054786,,2/18/20 13:39,66.23523865,,2/18/20 13:58,0.0505409,,2/18/20 13:58,0.0129654,,2/18/20 13:39,3.158974409
2/18/20 14:09,0.0053356,,2/18/20 13:49,66.09430466,,2/18/20 14:09,0.0027022,,2/18/20 14:09,1.0046813,,2/18/20 13:49,0.0518572,,2/18/20 13:49,0.0162389,,2/18/20 13:49,0.0024413,,2/18/20 13:49,0.9836576,,2/18/20 13:49,0.0054957,,2/18/20 13:49,66.09430466,,2/18/20 14:09,0.0443841,,2/18/20 14:09,0.0168368,,2/18/20 13:49,3.158876657
2/18/20 14:19,0.0055345,,2/18/20 13:58,65.8829277,,2/18/20 14:19,0.0044083,,2/18/20 14:19,1.0093183,,2/18/20 13:58,0.0461586,,2/18/20 13:58,0.0193457,,2/18/20 13:58,0.0027993,,2/18/20 13:58,0.9975305,,2/18/20 13:58,0.0055026,,2/18/20 13:58,65.8829277,,2/18/20 14:19,0.0415061,,2/18/20 14:19,0.016932,,2/18/20 13:58,3.158485889
2/18/20 14:29,0.004971,,2/18/20 14:09,65.8829277,,2/18/20 14:29,0.0028038,,2/18/20 14:29,1.004527,,2/18/20 14:09,0.0496106,,2/18/20 14:09,0.0125782,,2/18/20 14:09,0.0027646,,2/18/20 14:09,1.00516,,2/18/20 14:09,0.0043171,,2/18/20 14:09,65.8829277,,2/18/20 14:29,0.0465611,,2/18/20 14:29,0.0167933,,2/18/20 14:09,3.158779144
2/18/20 14:39,0.004056,,2/18/20 14:20,66.20001717,,2/18/20 14:39,0.0038217,,2/18/20 14:39,0.9948634,,2/18/20 14:19,0.0479907,,2/18/20 14:19,0.0156402,,2/18/20 14:19,0.0030859,,2/18/20 14:19,0.9875953,,2/18/20 14:19,0.0050525,,2/18/20 14:20,66.20001717,,2/18/20 14:39,0.0452172,,2/18/20 14:39,0.0158346,,2/18/20 14:20,3.158583641
2/18/20 14:49,0.0046054,,2/18/20 14:30,66.16475105,,2/18/20 14:49,0.002771,,2/18/20 14:49,0.9937793,,2/18/20 14:29,0.0523433,,2/18/20 14:29,0.0153236,,2/18/20 14:29,0.0044513,,2/18/20 14:29,1.0115035,,2/18/20 14:29,0.005255,,2/18/20 14:30,66.16475105,,2/18/20 14:49,0.0406982,,2/18/20 14:49,0.0137864,,2/18/20 14:30,3.15809536
2/18/20 14:59,0.0044735,,2/18/20 14:40,65.98859558,,2/18/20 14:59,0.0029505,,2/18/20 14:59,0.9701627,,2/18/20 14:39,0.0485939,,2/18/20 14:39,0.0199359,,2/18/20 14:39,0.0040863,,2/18/20 14:39,0.9762784,,2/18/20 14:39,0.0052389,,2/18/20 14:40,65.98859558,,2/18/20 14:59,0.0469913,,2/18/20 14:59,0.0142623,,2/18/20 14:40,3.157997608
2/18/20 15:09,0.0049045,,2/18/20 14:50,66.62277451,,2/18/20 15:09,0.0048641,,2/18/20 15:09,0.9930037,,2/18/20 14:49,0.0488801,,2/18/20 14:49,0.0204225,,2/18/20 14:49,0.0040279,,2/18/20 14:49,0.9966815,,2/18/20 14:49,0.0059801,,2/18/20 14:50,66.62277451,,2/18/20 15:09,0.0509788,,2/18/20 15:09,0.0175467,,2/18/20 14:50,3.158192873
2/18/20 15:19,0.0285082,,2/18/20 14:59,66.30568504,,2/18/20 15:19,0.0300998,,2/18/20 15:19,27.9171195,,2/18/20 14:59,0.0529661,,2/18/20 14:59,0.0118541,,2/18/20 14:59,0.0025128,,2/18/20 14:59,1.0095757,,2/18/20 14:59,0.0040775,,2/18/20 14:59,66.30568504,,2/18/20 15:19,0.5207686,,2/18/20 15:19,0.0748569,,2/18/20 14:59,3.157802343
2/18/20 15:29,0.0304954,,2/18/20 15:10,66.44661903,,2/18/20 15:29,0.0279408,,2/18/20 15:29,25.1983136,,2/18/20 15:09,0.05014,,2/18/20 15:09,0.0164924,,2/18/20 15:09,0.0049436,,2/18/20 15:09,0.9677066,,2/18/20 15:09,0.00471,,2/18/20 15:10,66.44661903,,2/18/20 15:29,0.5421557,,2/18/20 15:29,0.0867428,,2/18/20 15:10,3.157704353
2/18/20 15:39,0.0310355,,2/18/20 15:20,66.44661903,,2/18/20 15:39,0.0347307,,2/18/20 15:39,25.0687404,,2/18/20 15:19,0.7468027,,2/18/20 15:19,0.1438146,,2/18/20 15:19,0.0402969,,2/18/20 15:19,31.211553,,2/18/20 15:19,0.0466125,,2/18/20 15:20,66.44661903,,2/18/20 15:39,0.5467923,,2/18/20 15:39,0.0983978,,2/18/20 15:20,3.157802343
2/18/20 15:49,0.00398,,2/18/20 15:30,67.96158218,,2/18/20 15:49,0.0029429,,2/18/20 15:49,1.009135,,2/18/20 15:29,0.7561661,,2/18/20 15:29,0.1041427,,2/18/20 15:29,0.0349473,,2/18/20 15:29,31.6308808,,2/18/20 15:29,0.0349126,,2/18/20 15:30,67.96158218,,2/18/20 15:49,0.0432663,,2/18/20 15:49,0.0158417,,2/18/20 15:30,3.156825542
2/18/20 15:59,0.0041825,,2/18/20 15:40,70.18112946,,2/18/20 15:59,0.0025567,,2/18/20 15:59,1.0373206,,2/18/20 15:39,0.8812897,,2/18/20 15:39,0.1868988,,2/18/20 15:39,0.0407052,,2/18/20 15:39,31.1556836,,2/18/20 15:39,0.0499188,,2/18/20 15:40,70.18112946,,2/18/20 15:59,0.0471709,,2/18/20 15:59,0.0120493,,2/18/20 15:40,3.156434536
2/18/20 16:09,0.0055907,,2/18/20 15:50,72.7530323,,2/18/20 16:09,0.0029649,,2/18/20 16:09,0.9962584,,2/18/20 15:49,0.0473467,,2/18/20 15:49,0.0145339,,2/18/20 15:49,0.002914,,2/18/20 15:49,1.02806,,2/18/20 15:49,0.0047548,,2/18/20 15:50,72.7530323,,2/18/20 16:09,0.0504958,,2/18/20 16:09,0.0163483,,2/18/20 15:50,3.155457735
2/18/20 16:19,0.0053264,,2/18/20 15:59,74.54982224,,2/18/20 16:19,0.0045125,,2/18/20 16:19,1.0087898,,2/18/20 15:59,0.0483593,,2/18/20 15:59,0.0180022,,2/18/20 15:59,0.0049578,,2/18/20 15:59,1.0050326,,2/18/20 15:59,0.0054033,,2/18/20 15:59,74.54982224,,2/18/20 16:19,0.0430257,,2/18/20 16:19,0.0161454,,2/18/20 15:59,3.15526247
2/18/20 16:29,0.0050576,,2/18/20 16:09,75.32489395,,2/18/20 16:29,0.0027368,,2/18/20 16:29,1.0109139,,2/18/20 16:09,0.0512054,,2/18/20 16:09,0.0144669,,2/18/20 16:09,0.0022553,,2/18/20 16:09,1.0024423,,2/18/20 16:09,0.005143,,2/18/20 16:09,75.32489395,,2/18/20 16:29,0.0459179,,2/18/20 16:29,0.0152821,,2/18/20 16:09,3.155457735
2/18/20 16:39,0.0308794,,2/18/20 16:20,76.20567474,,2/18/20 16:39,0.0342476,,2/18/20 16:39,24.9528413,,2/18/20 16:19,0.0428206,,2/18/20 16:19,0.0147908,,2/18/20 16:19,0.0019749,,2/18/20 16:19,0.998623,,2/18/20 16:19,0.0045723,,2/18/20 16:20,76.20567474,,2/18/20 16:39,0.5320916,,2/18/20 16:39,0.085803,,2/18/20 16:20,3.155750751
2/18/20 16:49,0.0310884,,2/18/20 16:30,75.53631554,,2/18/20 16:49,0.0388213,,2/18/20 16:49,25.3038564,,2/18/20 16:29,0.0615817,,2/18/20 16:29,0.0153022,,2/18/20 16:29,0.0031006,,2/18/20 16:29,1.0187848,,2/18/20 16:29,0.0048897,,2/18/20 16:30,75.53631554,,2/18/20 16:49,0.5821245,,2/18/20 16:49,0.08181,,2/18/20 16:30,3.155067205
2/18/20 16:59,0.0304359,,2/18/20 16:40,75.64198341,,2/18/20 16:59,0.0353558,,2/18/20 16:59,25.154354,,2/18/20 16:39,0.7948111,,2/18/20 16:39,0.1384384,,2/18/20 16:39,0.0319753,,2/18/20 16:39,29.4590709,,2/18/20 16:39,0.0408701,,2/18/20 16:40,75.64198341,,2/18/20 16:59,0.5955615,,2/18/20 16:59,0.083997,,2/18/20 16:40,3.154969454
2/18/20 17:09,0.0047983,,2/18/20 16:50,77.15694656,,2/18/20 17:09,0.0038825,,2/18/20 17:09,1.0111587,,2/18/20 16:49,0.7561634,,2/18/20 16:49,0.1319432,,2/18/20 16:49,0.0429984,,2/18/20 16:49,29.5204394,,2/18/20 16:49,0.0444686,,2/18/20 16:50,77.15694656,,2/18/20 17:09,0.0442438,,2/18/20 17:09,0.0126437,,2/18/20 16:50,3.15526247
2/18/20 17:19,0.0317498,,2/18/20 16:59,78.9537365,,2/18/20 17:19,0.0344561,,2/18/20 17:19,25.6529606,,2/18/20 16:59,0.7660065,,2/18/20 16:59,0.1715043,,2/18/20 16:59,0.0619846,,2/18/20 16:59,28.9590914,,2/18/20 16:59,0.0618075,,2/18/20 16:59,78.9537365,,2/18/20 17:19,0.6313592,,2/18/20 17:19,0.0890373,,2/18/20 16:59,3.154773951
2/18/20 17:30,0.0041144,,2/18/20 17:09,79.51742783,,2/18/20 17:30,0.0021593,,2/18/20 17:30,0.9973548,,2/18/20 17:09,0.0478252,,2/18/20 17:09,0.0168305,,2/18/20 17:09,0.0046663,,2/18/20 17:09,0.9717535,,2/18/20 17:09,0.0058443,,2/18/20 17:09,79.51742783,,2/18/20 17:30,0.0406486,,2/18/20 17:30,0.0131719,,2/18/20 17:09,3.154676437
2/18/20 17:39,0.004978,,2/18/20 17:19,80.53914604,,2/18/20 17:39,0.0048757,,2/18/20 17:39,1.0005777,,2/18/20 17:19,0.8410974,,2/18/20 17:19,0.1261484,,2/18/20 17:19,0.0421225,,2/18/20 17:19,29.1472438,,2/18/20 17:19,0.0395639,,2/18/20 17:19,80.53914604,,2/18/20 17:39,0.0386555,,2/18/20 17:39,0.0145207,,2/18/20 17:19,3.154383421
2/18/20 17:49,0.0042413,,2/18/20 17:30,80.71530151,,2/18/20 17:49,0.0030758,,2/18/20 17:49,1.0255697,,2/18/20 17:29,0.0418776,,2/18/20 17:29,0.0150851,,2/18/20 17:29,0.0032024,,2/18/20 17:29,0.9672947,,2/18/20 17:29,0.0059676,,2/18/20 17:30,80.71530151,,2/18/20 17:49,0.0431767,,2/18/20 17:49,0.0134871,,2/18/20 17:30,3.155164957
2/18/20 17:59,0.0043517,,2/18/20 17:40,81.10283737,,2/18/20 17:59,0.0036388,,2/18/20 17:59,1.0107257,,2/18/20 17:39,0.0472652,,2/18/20 17:39,0.0132335,,2/18/20 17:39,0.0050911,,2/18/20 17:39,1.0071835,,2/18/20 17:39,0.0048766,,2/18/20 17:40,81.10283737,,2/18/20 17:59,0.0519792,,2/18/20 17:59,0.0141118,,2/18/20 17:40,3.154578686
2/18/20 18:09,0.0045648,,2/18/20 17:49,81.34948387,,2/18/20 18:09,0.003277,,2/18/20 18:09,1.0224987,,2/18/20 17:49,0.0537981,,2/18/20 17:49,0.0159414,,2/18/20 17:49,0.0027067,,2/18/20 17:49,1.0098556,,2/18/20 17:49,0.00478,,2/18/20 17:49,81.34948387,,2/18/20 18:09,0.0483624,,2/18/20 18:09,0.014156,,2/18/20 17:49,3.154480934
2/18/20 18:19,0.0046465,,2/18/20 17:59,82.05410919,,2/18/20 18:19,0.0049558,,2/18/20 18:19,0.9726342,,2/18/20 17:59,0.0476313,,2/18/20 17:59,0.0184718,,2/18/20 17:59,0.0031121,,2/18/20 17:59,1.0042928,,2/18/20 17:59,0.0053581,,2/18/20 17:59,82.05410919,,2/18/20 18:19,0.0509913,,2/18/20 18:19,0.0150397,,2/18/20 17:59,3.154969454
2/18/20 18:29,0.004551,,2/18/20 18:09,81.77224121,,2/18/20 18:29,0.0020371,,2/18/20 18:29,0.9989919,,2/18/20 18:09,0.0543876,,2/18/20 18:09,0.0131443,,2/18/20 18:09,0.0028935,,2/18/20 18:09,0.9718537,,2/18/20 18:09,0.0044542,,2/18/20 18:09,81.77224121,,2/18/20 18:29,0.0518804,,2/18/20 18:29,0.0143557,,2/18/20 18:09,3.154578686
2/18/20 18:40,0.0048896,,2/18/20 18:19,80.71530151,,2/18/20 18:40,0.0029767,,2/18/20 18:40,0.99885,,2/18/20 18:19,0.0447738,,2/18/20 18:19,0.016087,,2/18/20 18:19,0.0029658,,2/18/20 18:19,1.012587,,2/18/20 18:19,0.0045752,,2/18/20 18:19,80.71530151,,2/18/20 18:40,0.0468187,,2/18/20 18:40,0.0139434,,2/18/20 18:19,3.15526247
2/18/20 18:49,0.0040737,,2/18/20 18:29,80.01067619,,2/18/20 18:49,0.0025761,,2/18/20 18:49,0.9916775,,2/18/20 18:29,0.0489351,,2/18/20 18:29,0.0189285,,2/18/20 18:29,0.0039758,,2/18/20 18:29,0.9704675,,2/18/20 18:29,0.0054017,,2/18/20 18:29,80.01067619,,2/18/20 18:49,0.0470636,,2/18/20 18:49,0.0114769,,2/18/20 18:29,3.155164957
2/18/20 18:59,0.0052425,,2/18/20 18:40,78.98895798,,2/18/20 18:59,0.0036673,,2/18/20 18:59,1.0030491,,2/18/20 18:40,0.04272,,2/18/20 18:40,0.0179862,,2/18/20 18:40,0.0030482,,2/18/20 18:40,1.0221762,,2/18/20 18:40,0.0051985,,2/18/20 18:40,78.98895798,,2/18/20 18:59,0.0491099,,2/18/20 18:59,0.0149633,,2/18/20 18:40,3.156044006
2/18/20 19:09,0.004754,,2/18/20 18:49,78.56620064,,2/18/20 19:09,0.0033012,,2/18/20 19:09,0.9705764,,2/18/20 18:49,0.050176,,2/18/20 18:49,0.0174813,,2/18/20 18:49,0.005811,,2/18/20 18:49,1.0138752,,2/18/20 18:49,0.0051902,,2/18/20 18:49,78.56620064,,2/18/20 19:09,0.0453653,,2/18/20 19:09,0.0141634,,2/18/20 18:49,3.155750751
2/18/20 19:19,0.0053393,,2/18/20 19:00,77.50926094,,2/18/20 19:19,0.0022925,,2/18/20 19:19,0.9849676,,2/18/20 18:59,0.0536668,,2/18/20 18:59,0.0163151,,2/18/20 18:59,0.0064056,,2/18/20 18:59,1.0180747,,2/18/20 18:59,0.0055224,,2/18/20 19:00,77.50926094,,2/18/20 19:19,0.0410832,,2/18/20 19:19,0.016334,,2/18/20 19:00,3.156044006
2/18/20 19:29,0.0044431,,2/18/20 19:10,77.40354843,,2/18/20 19:29,0.0031171,,2/18/20 19:29,1.0283545,,2/18/20 19:09,0.0493191,,2/18/20 19:09,0.0141036,,2/18/20 19:09,0.0032675,,2/18/20 19:09,1.00145,,2/18/20 19:09,0.005412,,2/18/20 19:10,77.40354843,,2/18/20 19:29,0.0486829,,2/18/20 19:29,0.0144563,,2/18/20 19:10,3.155750751
2/18/20 19:39,0.0050539,,2/18/20 19:20,77.47403946,,2/18/20 19:39,0.0041812,,2/18/20 19:39,0.9896562,,2/18/20 19:19,0.0474919,,2/18/20 19:19,0.0150766,,2/18/20 19:19,0.0031171,,2/18/20 19:19,1.0226428,,2/18/20 19:19,0.0042341,,2/18/20 19:20,77.47403946,,2/18/20 19:39,0.0445279,,2/18/20 19:39,0.0146988,,2/18/20 19:20,3.155457735
2/18/20 19:49,0.0044064,,2/18/20 19:30,77.26261444,,2/18/20 19:49,0.0039424,,2/18/20 19:49,1.0394201,,2/18/20 19:29,0.050469,,2/18/20 19:29,0.0156523,,2/18/20 19:29,0.0031543,,2/18/20 19:29,1.0081281,,2/18/20 19:29,0.0054083,,2/18/20 19:30,77.26261444,,2/18/20 19:49,0.0479591,,2/18/20 19:49,0.0127111,,2/18/20 19:30,3.155750751
2/18/20 19:59,0.0049463,,2/18/20 19:40,77.19217148,,2/18/20 19:59,0.0032961,,2/18/20 19:59,1.0211992,,2/18/20 19:39,0.0583527,,2/18/20 19:39,0.017592,,2/18/20 19:39,0.003772,,2/18/20 19:39,1.0006306,,2/18/20 19:39,0.0058141,,2/18/20 19:40,77.19217148,,2/18/20 19:59,0.0486915,,2/18/20 19:59,0.0176121,,2/18/20 19:40,3.155750751
2/18/20 20:09,0.0039776,,2/18/20 19:49,76.27616577,,2/18/20 20:09,0.0022546,,2/18/20 20:09,0.9902289,,2/18/20 19:49,0.0485206,,2/18/20 19:49,0.0180152,,2/18/20 19:49,0.0040434,,2/18/20 19:49,1.0031161,,2/18/20 19:49,0.0056516,,2/18/20 19:49,76.27616577,,2/18/20 20:09,0.0546706,,2/18/20 20:09,0.0147004,,2/18/20 19:49,3.154969454
2/18/20 20:19,0.0046649,,2/18/20 20:00,75.81813889,,2/18/20 20:19,0.0039601,,2/18/20 20:19,0.9879776,,2/18/20 19:59,0.0448996,,2/18/20 19:59,0.0152956,,2/18/20 19:59,0.003673,,2/18/20 19:59,0.966061,,2/18/20 19:59,0.0050101,,2/18/20 20:00,75.81813889,,2/18/20 20:19,0.0525866,,2/18/20 20:19,0.0128912,,2/18/20 20:00,3.155555487
2/18/20 20:29,0.0043232,,2/18/20 20:10,75.32489395,,2/18/20 20:29,0.0024343,,2/18/20 20:29,0.990498,,2/18/20 20:09,0.0433276,,2/18/20 20:09,0.0156287,,2/18/20 20:09,0.0024225,,2/18/20 20:09,1.0115104,,2/18/20 20:09,0.0046339,,2/18/20 20:10,75.32489395,,2/18/20 20:29,0.045549,,2/18/20 20:29,0.0140469,,2/18/20 20:10,3.155750751
