Machines > Bridgeport Mill 3 > Spindle > X-Axial > RMS Velocity,,,Machines > Bridgeport Mill 3 > Spindle > X-Axial > Temperature,,,Machines > Bridgeport Mill 3 > Spindle > X-Axial > Band 1,,,Machines > Bridgeport Mill 3 > Spindle > X-Axial > Damage Accumulation,,,Machines > Bridgeport Mill 3 > Spindle > Y-Radial > Peak Acceleration,,,Machines > Bridgeport Mill 3 > Spindle > Y-Radial > Peak Velocity,,,Machines > Bridgeport Mill 3 > Spindle > Y-Radial > RMS Velocity,,,Machines > Bridgeport Mill 3 > Spindle > Y-Radial > Temperature,,,Machines > Bridgeport Mill 3 > Spindle > Y-Radial > Band 1,,,Machines > Bridgeport Mill 3 > Spindle > Y-Radial > Damage Accumulation,,,Machines > Bridgeport Mill 3 > Spindle > Battery Voltage,,,Machines > Bridgeport Mill 3 > Spindle > X-Axial > Peak Acceleration,,,Machines > Bridgeport Mill 3 > Spindle > X-Axial > Peak Velocity,
2/19/20 3:58,0.0045193,,2/19/20 3:58,64.00000153,,2/19/20 3:58,0.002393,,2/19/20 3:58,0.9983549,,2/19/20 3:58,0.0435912,,2/19/20 3:58,0.0180743,,2/19/20 3:58,0.0047721,,2/19/20 3:58,64.00000153,,2/19/20 3:58,0.0034671,,2/19/20 3:58,1.0227744,,2/19/20 3:58,3.16034174,,2/19/20 3:58,0.046145,,2/19/20 3:58,0.013453
2/19/20 4:09,0.0055322,,2/19/20 4:09,64.11001587,,2/19/20 4:09,0.00414,,2/19/20 4:09,0.9848648,,2/19/20 4:09,0.0409959,,2/19/20 4:09,0.0154961,,2/19/20 4:09,0.0047022,,2/19/20 4:09,64.11001587,,2/19/20 4:09,0.0021197,,2/19/20 4:09,1.0313705,,2/19/20 4:09,3.160244226,,2/19/20 4:09,0.0496661,,2/19/20 4:09,0.0174521
2/19/20 4:19,0.004996,,2/19/20 4:19,64.0366581,,2/19/20 4:19,0.0050552,,2/19/20 4:19,1.011135,,2/19/20 4:19,0.0428975,,2/19/20 4:19,0.0153279,,2/19/20 4:19,0.0053066,,2/19/20 4:19,64.0366581,,2/19/20 4:19,0.0043868,,2/19/20 4:19,1.0424674,,2/19/20 4:19,3.160928011,,2/19/20 4:19,0.0428616,,2/19/20 4:19,0.0161491
2/19/20 4:29,0.0047328,,2/19/20 4:30,63.78000717,,2/19/20 4:29,0.0028835,,2/19/20 4:29,1.0273608,,2/19/20 4:29,0.0436153,,2/19/20 4:29,0.0173067,,2/19/20 4:29,0.0055129,,2/19/20 4:30,63.78000717,,2/19/20 4:29,0.002037,,2/19/20 4:29,1.0496313,,2/19/20 4:30,3.159853458,,2/19/20 4:29,0.0476251,,2/19/20 4:29,0.0148988
2/19/20 4:39,0.0046679,,2/19/20 4:40,63.88998032,,2/19/20 4:39,0.0045177,,2/19/20 4:39,0.9824841,,2/19/20 4:39,0.0462989,,2/19/20 4:39,0.0193067,,2/19/20 4:39,0.0046276,,2/19/20 4:40,63.88998032,,2/19/20 4:39,0.0046561,,2/19/20 4:39,1.067745,,2/19/20 4:40,3.160244226,,2/19/20 4:39,0.0497314,,2/19/20 4:39,0.0161652
2/19/20 4:49,0.0049579,,2/19/20 4:49,63.7066494,,2/19/20 4:49,0.004079,,2/19/20 4:49,0.9792265,,2/19/20 4:49,0.0432848,,2/19/20 4:49,0.0141052,,2/19/20 4:49,0.0046178,,2/19/20 4:49,63.7066494,,2/19/20 4:49,0.0026853,,2/19/20 4:49,1.0419409,,2/19/20 4:49,3.15946269,,2/19/20 4:49,0.0519304,,2/19/20 4:49,0.0133974
2/19/20 4:58,0.0045754,,2/19/20 4:59,63.59667625,,2/19/20 4:58,0.0035925,,2/19/20 4:58,0.972377,,2/19/20 4:58,0.0416374,,2/19/20 4:58,0.0163835,,2/19/20 4:58,0.0047618,,2/19/20 4:59,63.59667625,,2/19/20 4:58,0.0052018,,2/19/20 4:58,1.0174066,,2/19/20 4:59,3.159755945,,2/19/20 4:58,0.052309,,2/19/20 4:58,0.0146213
2/19/20 5:08,0.0045268,,2/19/20 5:09,63.52331505,,2/19/20 5:08,0.0030415,,2/19/20 5:08,1.0035756,,2/19/20 5:08,0.0459821,,2/19/20 5:08,0.0143606,,2/19/20 5:08,0.0047985,,2/19/20 5:09,63.52331505,,2/19/20 5:08,0.0031389,,2/19/20 5:08,1.0418068,,2/19/20 5:09,3.160146475,,2/19/20 5:08,0.0518884,,2/19/20 5:08,0.0195719
2/19/20 5:19,0.0056216,,2/19/20 5:20,63.56001968,,2/19/20 5:19,0.0047336,,2/19/20 5:19,1.0124924,,2/19/20 5:19,0.0448827,,2/19/20 5:19,0.0152228,,2/19/20 5:19,0.0046217,,2/19/20 5:20,63.56001968,,2/19/20 5:19,0.0021919,,2/19/20 5:19,1.0287796,,2/19/20 5:20,3.15995121,,2/19/20 5:19,0.0482966,,2/19/20 5:19,0.019762
2/19/20 5:29,0.0053606,,2/19/20 5:30,63.26666756,,2/19/20 5:29,0.0036113,,2/19/20 5:29,0.9812103,,2/19/20 5:29,0.0442959,,2/19/20 5:29,0.0162554,,2/19/20 5:29,0.004879,,2/19/20 5:30,63.26666756,,2/19/20 5:29,0.0044938,,2/19/20 5:29,1.0417448,,2/19/20 5:30,3.160048962,,2/19/20 5:29,0.0504182,,2/19/20 5:29,0.0175057
2/19/20 5:39,0.0061693,,2/19/20 5:40,63.19335098,,2/19/20 5:39,0.0037624,,2/19/20 5:39,1.0076477,,2/19/20 5:39,0.0438354,,2/19/20 5:39,0.0167018,,2/19/20 5:39,0.0047691,,2/19/20 5:40,63.19335098,,2/19/20 5:39,0.0028272,,2/19/20 5:39,1.0200285,,2/19/20 5:40,3.160244226,,2/19/20 5:39,0.0457523,,2/19/20 5:39,0.0176091
2/19/20 5:49,0.0048472,,2/19/20 5:49,63.23001099,,2/19/20 5:49,0.0022072,,2/19/20 5:49,1.0072927,,2/19/20 5:49,0.0405212,,2/19/20 5:49,0.0144742,,2/19/20 5:49,0.0044664,,2/19/20 5:49,63.23001099,,2/19/20 5:49,0.0016439,,2/19/20 5:49,1.0077549,,2/19/20 5:49,3.159755945,,2/19/20 5:49,0.0493945,,2/19/20 5:49,0.0150424
2/19/20 5:59,0.005529,,2/19/20 5:59,63.04667664,,2/19/20 5:59,0.0036967,,2/19/20 5:59,0.9765744,,2/19/20 5:59,0.0397817,,2/19/20 5:59,0.0136283,,2/19/20 5:59,0.0045931,,2/19/20 5:59,63.04667664,,2/19/20 5:59,0.0023009,,2/19/20 5:59,1.0259692,,2/19/20 5:59,3.158974409,,2/19/20 5:59,0.0493315,,2/19/20 5:59,0.0153895
2/19/20 6:08,0.0045679,,2/19/20 6:09,63.26666756,,2/19/20 6:08,0.0032131,,2/19/20 6:08,1.0046614,,2/19/20 6:08,0.044979,,2/19/20 6:08,0.0142966,,2/19/20 6:08,0.0045929,,2/19/20 6:09,63.26666756,,2/19/20 6:08,0.0034048,,2/19/20 6:08,1.0261266,,2/19/20 6:09,3.159853458,,2/19/20 6:08,0.0497096,,2/19/20 6:08,0.0137554
2/19/20 6:18,0.0057054,,2/19/20 6:19,63.19335098,,2/19/20 6:18,0.003985,,2/19/20 6:18,0.9795815,,2/19/20 6:18,0.0434738,,2/19/20 6:18,0.0150683,,2/19/20 6:18,0.0048802,,2/19/20 6:19,63.19335098,,2/19/20 6:18,0.0038457,,2/19/20 6:18,1.0426868,,2/19/20 6:19,3.159364939,,2/19/20 6:18,0.0475761,,2/19/20 6:18,0.0181229
2/19/20 6:29,0.0038255,,2/19/20 6:30,63.08333321,,2/19/20 6:29,0.0028517,,2/19/20 6:29,1.0122836,,2/19/20 6:29,0.044599,,2/19/20 6:29,0.0144033,,2/19/20 6:29,0.0045253,,2/19/20 6:30,63.08333321,,2/19/20 6:29,0.006268,,2/19/20 6:29,1.0351383,,2/19/20 6:30,3.159364939,,2/19/20 6:29,0.0441207,,2/19/20 6:29,0.0123216
2/19/20 6:39,0.0055033,,2/19/20 6:40,62.97331543,,2/19/20 6:39,0.0036264,,2/19/20 6:39,0.9601815,,2/19/20 6:39,0.0429091,,2/19/20 6:39,0.0159346,,2/19/20 6:39,0.0057379,,2/19/20 6:40,62.97331543,,2/19/20 6:39,0.0037125,,2/19/20 6:39,1.0170324,,2/19/20 6:40,3.159169674,,2/19/20 6:39,0.0535772,,2/19/20 6:39,0.0166505
2/19/20 6:49,0.0052783,,2/19/20 6:49,62.49667358,,2/19/20 6:49,0.003601,,2/19/20 6:49,0.9660913,,2/19/20 6:49,0.0501889,,2/19/20 6:49,0.0158864,,2/19/20 6:49,0.0048092,,2/19/20 6:49,62.49667358,,2/19/20 6:49,0.006631,,2/19/20 6:49,1.0349912,,2/19/20 6:49,3.159072161,,2/19/20 6:49,0.0459437,,2/19/20 6:49,0.0174415
2/19/20 6:59,0.0050281,,2/19/20 7:00,62.68000793,,2/19/20 6:59,0.0046715,,2/19/20 6:59,0.9634183,,2/19/20 6:59,0.0413975,,2/19/20 6:59,0.0179455,,2/19/20 6:59,0.0056715,,2/19/20 7:00,62.68000793,,2/19/20 6:59,0.0055685,,2/19/20 6:59,1.0201214,,2/19/20 7:00,3.158876657,,2/19/20 6:59,0.0510631,,2/19/20 6:59,0.0155571
2/19/20 7:09,0.0045653,,2/19/20 7:11,62.60664673,,2/19/20 7:09,0.0029398,,2/19/20 7:09,0.9794353,,2/19/20 7:09,0.0394833,,2/19/20 7:09,0.0144355,,2/19/20 7:09,0.0039287,,2/19/20 7:11,62.60664673,,2/19/20 7:09,0.002209,,2/19/20 7:09,1.0769115,,2/19/20 7:11,3.158583641,,2/19/20 7:09,0.0465664,,2/19/20 7:09,0.0130833
2/19/20 7:19,0.0064067,,2/19/20 7:19,62.53333359,,2/19/20 7:19,0.0027198,,2/19/20 7:19,0.9820456,,2/19/20 7:19,0.0428944,,2/19/20 7:19,0.0161625,,2/19/20 7:19,0.0050711,,2/19/20 7:19,62.53333359,,2/19/20 7:19,0.0041674,,2/19/20 7:19,1.0292776,,2/19/20 7:19,3.158681154,,2/19/20 7:19,0.0535151,,2/19/20 7:19,0.0209997
2/19/20 7:29,0.0043937,,2/19/20 7:30,62.56999359,,2/19/20 7:29,0.0051357,,2/19/20 7:29,0.9832359,,2/19/20 7:29,0.040704,,2/19/20 7:29,0.0144266,,2/19/20 7:29,0.0039465,,2/19/20 7:30,62.56999359,,2/19/20 7:29,0.0027319,,2/19/20 7:29,1.0490816,,2/19/20 7:30,3.158876657,,2/19/20 7:29,0.0595107,,2/19/20 7:29,0.013903
2/19/20 7:39,0.006352,,2/19/20 7:41,62.49667358,,2/19/20 7:39,0.0049209,,2/19/20 7:39,0.9624786,,2/19/20 7:39,0.0453533,,2/19/20 7:39,0.0148296,,2/19/20 7:39,0.0045463,,2/19/20 7:41,62.49667358,,2/19/20 7:39,0.0032467,,2/19/20 7:39,1.0320286,,2/19/20 7:41,3.158681154,,2/19/20 7:39,0.0462353,,2/19/20 7:39,0.0169841
2/19/20 7:49,0.0052104,,2/19/20 7:52,62.34999924,,2/19/20 7:49,0.0041932,,2/19/20 7:49,0.9778064,,2/19/20 7:49,0.0400509,,2/19/20 7:49,0.0131298,,2/19/20 7:49,0.0050894,,2/19/20 7:52,62.34999924,,2/19/20 7:49,0.0040452,,2/19/20 7:49,1.0436003,,2/19/20 7:52,3.158876657,,2/19/20 7:49,0.0508482,,2/19/20 7:49,0.0170012
2/19/20 7:59,0.0055811,,2/19/20 8:00,62.71666794,,2/19/20 7:59,0.0044315,,2/19/20 7:59,1.0052879,,2/19/20 7:59,0.0463731,,2/19/20 7:59,0.0171068,,2/19/20 7:59,0.0050498,,2/19/20 8:00,62.71666794,,2/19/20 7:59,0.003363,,2/19/20 7:59,1.0236002,,2/19/20 8:00,3.158779144,,2/19/20 7:59,0.0511781,,2/19/20 7:59,0.0172988
2/19/20 8:09,0.0046108,,2/19/20 8:10,62.71666794,,2/19/20 8:09,0.0026652,,2/19/20 8:09,0.9972064,,2/19/20 8:09,0.0431832,,2/19/20 8:09,0.01569,,2/19/20 8:09,0.004854,,2/19/20 8:10,62.71666794,,2/19/20 8:09,0.0025344,,2/19/20 8:09,1.0351306,,2/19/20 8:10,3.158388138,,2/19/20 8:09,0.0522688,,2/19/20 8:09,0.0141315
2/19/20 8:19,0.0054555,,2/19/20 8:20,62.2766861,,2/19/20 8:19,0.0031935,,2/19/20 8:19,0.9540003,,2/19/20 8:19,0.0402075,,2/19/20 8:19,0.0131605,,2/19/20 8:19,0.0044967,,2/19/20 8:20,62.2766861,,2/19/20 8:19,0.0046377,,2/19/20 8:19,1.0555256,,2/19/20 8:20,3.158388138,,2/19/20 8:19,0.0483218,,2/19/20 8:19,0.0156117
2/19/20 8:29,0.0053806,,2/19/20 8:29,62.34999924,,2/19/20 8:29,0.0053048,,2/19/20 8:29,0.9904195,,2/19/20 8:29,0.0436878,,2/19/20 8:29,0.0147039,,2/19/20 8:29,0.004874,,2/19/20 8:29,62.34999924,,2/19/20 8:29,0.0045717,,2/19/20 8:29,1.0210659,,2/19/20 8:29,3.15809536,,2/19/20 8:29,0.0458479,,2/19/20 8:29,0.0159929
2/19/20 8:38,0.0055202,,2/19/20 8:39,62.42331581,,2/19/20 8:38,0.0048319,,2/19/20 8:38,0.9776811,,2/19/20 8:38,0.0562667,,2/19/20 8:38,0.015588,,2/19/20 8:38,0.0053058,,2/19/20 8:39,62.42331581,,2/19/20 8:38,0.0031283,,2/19/20 8:38,0.9941806,,2/19/20 8:39,3.158681154,,2/19/20 8:38,0.0456238,,2/19/20 8:38,0.0168702
2/19/20 8:48,0.0057377,,2/19/20 8:49,62.42331581,,2/19/20 8:48,0.0057887,,2/19/20 8:48,0.9709361,,2/19/20 8:48,0.0433474,,2/19/20 8:48,0.018038,,2/19/20 8:48,0.004856,,2/19/20 8:49,62.42331581,,2/19/20 8:48,0.0021528,,2/19/20 8:48,1.0294144,,2/19/20 8:49,3.158388138,,2/19/20 8:48,0.0678797,,2/19/20 8:48,0.0196758
2/19/20 8:59,0.0046368,,2/19/20 9:00,62.09335175,,2/19/20 8:59,0.0044286,,2/19/20 8:59,0.9656736,,2/19/20 8:59,0.0435772,,2/19/20 8:59,0.0154589,,2/19/20 8:59,0.0049241,,2/19/20 9:00,62.09335175,,2/19/20 8:59,0.0046903,,2/19/20 8:59,1.034248,,2/19/20 9:00,3.158192873,,2/19/20 8:59,0.0502985,,2/19/20 8:59,0.0153882
2/19/20 9:09,0.0052743,,2/19/20 9:10,62.05665054,,2/19/20 9:09,0.0035765,,2/19/20 9:09,1.0150819,,2/19/20 9:09,0.0428299,,2/19/20 9:09,0.0147174,,2/19/20 9:09,0.0050176,,2/19/20 9:10,62.05665054,,2/19/20 9:09,0.0035686,,2/19/20 9:09,1.0406119,,2/19/20 9:10,3.158290625,,2/19/20 9:09,0.0522169,,2/19/20 9:09,0.0158485
2/19/20 9:19,0.0048735,,2/19/20 9:19,62.53333359,,2/19/20 9:19,0.0047417,,2/19/20 9:19,0.9830688,,2/19/20 9:19,0.0419092,,2/19/20 9:19,0.0138147,,2/19/20 9:19,0.0042243,,2/19/20 9:19,62.53333359,,2/19/20 9:19,0.0022595,,2/19/20 9:19,1.019884,,2/19/20 9:19,3.158681154,,2/19/20 9:19,0.0572159,,2/19/20 9:19,0.0147558
2/19/20 9:29,0.0046397,,2/19/20 9:29,62.34999924,,2/19/20 9:29,0.0029966,,2/19/20 9:29,0.9952434,,2/19/20 9:29,0.0423581,,2/19/20 9:29,0.0153661,,2/19/20 9:29,0.005637,,2/19/20 9:29,62.34999924,,2/19/20 9:29,0.0024523,,2/19/20 9:29,1.0497062,,2/19/20 9:29,3.15760684,,2/19/20 9:29,0.0486415,,2/19/20 9:29,0.0167006
2/19/20 9:39,0.0053718,,2/19/20 9:39,62.42331581,,2/19/20 9:39,0.0037268,,2/19/20 9:39,0.9726067,,2/19/20 9:39,0.0448451,,2/19/20 9:39,0.0124496,,2/19/20 9:39,0.0045123,,2/19/20 9:39,62.42331581,,2/19/20 9:39,0.0036447,,2/19/20 9:39,1.0383383,,2/19/20 9:39,3.157509089,,2/19/20 9:39,0.0480048,,2/19/20 9:39,0.0168269
2/19/20 9:48,0.0062136,,2/19/20 9:49,62.56999359,,2/19/20 9:48,0.0036272,,2/19/20 9:48,0.9541256,,2/19/20 9:48,0.0523975,,2/19/20 9:48,0.017399,,2/19/20 9:48,0.0052884,,2/19/20 9:49,62.56999359,,2/19/20 9:48,0.0047967,,2/19/20 9:48,1.0338531,,2/19/20 9:49,3.157704353,,2/19/20 9:48,0.0517142,,2/19/20 9:48,0.0217282
2/19/20 9:58,0.0063475,,2/19/20 9:59,62.31334267,,2/19/20 9:58,0.0080382,,2/19/20 9:58,0.9753841,,2/19/20 9:58,0.0464272,,2/19/20 9:58,0.0158343,,2/19/20 9:58,0.0051741,,2/19/20 9:59,62.31334267,,2/19/20 9:58,0.004772,,2/19/20 9:58,1.046359,,2/19/20 9:59,3.157802343,,2/19/20 9:58,0.0449222,,2/19/20 9:58,0.0198533
2/19/20 10:09,0.0053441,,2/19/20 10:10,62.34999924,,2/19/20 10:09,0.0059583,,2/19/20 10:09,0.9793935,,2/19/20 10:09,0.0433671,,2/19/20 10:09,0.0155249,,2/19/20 10:09,0.0043854,,2/19/20 10:10,62.34999924,,2/19/20 10:09,0.0036406,,2/19/20 10:09,1.0288596,,2/19/20 10:10,3.15760684,,2/19/20 10:09,0.0498491,,2/19/20 10:09,0.025251
2/19/20 10:19,0.0065927,,2/19/20 10:19,62.2766861,,2/19/20 10:19,0.003648,,2/19/20 10:19,0.9660287,,2/19/20 10:19,0.0493675,,2/19/20 10:19,0.0152049,,2/19/20 10:19,0.0051362,,2/19/20 10:19,62.2766861,,2/19/20 10:19,0.0025119,,2/19/20 10:19,1.0330531,,2/19/20 10:19,3.157899857,,2/19/20 10:19,0.0476257,,2/19/20 10:19,0.019578
2/19/20 10:29,0.0056483,,2/19/20 10:29,62.60664673,,2/19/20 10:29,0.0046019,,2/19/20 10:29,1.0291358,,2/19/20 10:29,0.0489777,,2/19/20 10:29,0.0119564,,2/19/20 10:29,0.0037545,,2/19/20 10:29,62.60664673,,2/19/20 10:29,0.0026665,,2/19/20 10:29,1.0373783,,2/19/20 10:29,3.156923056,,2/19/20 10:29,0.0567679,,2/19/20 10:29,0.0178254
2/19/20 10:39,0.0051774,,2/19/20 10:39,62.46002045,,2/19/20 10:39,0.0037195,,2/19/20 10:39,1.0090677,,2/19/20 10:39,0.0423259,,2/19/20 10:39,0.0140292,,2/19/20 10:39,0.0049818,,2/19/20 10:39,62.46002045,,2/19/20 10:39,0.0026556,,2/19/20 10:39,1.0462481,,2/19/20 10:39,3.157313824,,2/19/20 10:39,0.0488026,,2/19/20 10:39,0.0167109
2/19/20 10:49,0.0050275,,2/19/20 10:49,62.20332489,,2/19/20 10:49,0.0042137,,2/19/20 10:49,0.9784956,,2/19/20 10:49,0.0458794,,2/19/20 10:49,0.0145424,,2/19/20 10:49,0.0050409,,2/19/20 10:49,62.20332489,,2/19/20 10:49,0.00271,,2/19/20 10:49,1.0462532,,2/19/20 10:49,3.157411337,,2/19/20 10:49,0.0466824,,2/19/20 10:49,0.0142036
2/19/20 10:58,0.0064372,,2/19/20 10:59,62.01999054,,2/19/20 10:58,0.0044778,,2/19/20 10:58,0.9808135,,2/19/20 10:58,0.0447748,,2/19/20 10:58,0.016368,,2/19/20 10:58,0.0058204,,2/19/20 10:59,62.01999054,,2/19/20 10:58,0.0036628,,2/19/20 10:58,1.0431229,,2/19/20 10:59,3.156923056,,2/19/20 10:58,0.0547741,,2/19/20 10:58,0.0187414
2/19/20 11:08,0.0052004,,2/19/20 11:09,62.16666489,,2/19/20 11:08,0.0050297,,2/19/20 11:08,0.9702469,,2/19/20 11:08,0.0469069,,2/19/20 11:08,0.0143129,,2/19/20 11:08,0.0048038,,2/19/20 11:09,62.16666489,,2/19/20 11:08,0.0043196,,2/19/20 11:08,1.0714457,,2/19/20 11:09,3.157313824,,2/19/20 11:08,0.0476303,,2/19/20 11:08,0.0143295
2/19/20 11:19,0.0050406,,2/19/20 11:19,62.42331581,,2/19/20 11:19,0.0037019,,2/19/20 11:19,1.003492,,2/19/20 11:19,0.0436179,,2/19/20 11:19,0.0130191,,2/19/20 11:19,0.0044063,,2/19/20 11:19,62.42331581,,2/19/20 11:19,0.003154,,2/19/20 11:19,1.0453319,,2/19/20 11:19,3.157020807,,2/19/20 11:19,0.0548176,,2/19/20 11:19,0.017872
2/19/20 11:29,0.0061772,,2/19/20 11:29,62.49667358,,2/19/20 11:29,0.0039175,,2/19/20 11:29,0.9635854,,2/19/20 11:29,0.0428602,,2/19/20 11:29,0.0179247,,2/19/20 11:29,0.0055241,,2/19/20 11:29,62.49667358,,2/19/20 11:29,0.0062483,,2/19/20 11:29,1.015422,,2/19/20 11:29,3.156532288,,2/19/20 11:29,0.0428735,,2/19/20 11:29,0.0208985
2/19/20 11:39,0.0050151,,2/19/20 11:39,62.2766861,,2/19/20 11:39,0.0048377,,2/19/20 11:39,0.9897304,,2/19/20 11:39,0.0424657,,2/19/20 11:39,0.0126857,,2/19/20 11:39,0.0045069,,2/19/20 11:39,62.2766861,,2/19/20 11:39,0.0027986,,2/19/20 11:39,1.056594,,2/19/20 11:39,3.157020807,,2/19/20 11:39,0.0560296,,2/19/20 11:39,0.0161935
2/19/20 11:49,0.005227,,2/19/20 11:49,62.13001175,,2/19/20 11:49,0.0056179,,2/19/20 11:49,0.9954522,,2/19/20 11:49,0.0411873,,2/19/20 11:49,0.0177405,,2/19/20 11:49,0.0050019,,2/19/20 11:49,62.13001175,,2/19/20 11:49,0.0041267,,2/19/20 11:49,1.0158685,,2/19/20 11:49,3.156727552,,2/19/20 11:49,0.045762,,2/19/20 11:49,0.0152082
2/19/20 11:59,0.0050579,,2/19/20 12:00,62.16666489,,2/19/20 11:59,0.0035243,,2/19/20 11:59,0.9711449,,2/19/20 11:59,0.0566533,,2/19/20 11:59,0.0155486,,2/19/20 11:59,0.0050701,,2/19/20 12:00,62.16666489,,2/19/20 11:59,0.0030823,,2/19/20 11:59,1.0382351,,2/19/20 12:00,3.156337023,,2/19/20 11:59,0.0527201,,2/19/20 11:59,0.0162802
2/19/20 12:09,0.0057464,,2/19/20 12:09,62.23998489,,2/19/20 12:09,0.0034218,,2/19/20 12:09,0.9651725,,2/19/20 12:09,0.0503667,,2/19/20 12:09,0.0151865,,2/19/20 12:09,0.0047899,,2/19/20 12:09,62.23998489,,2/19/20 12:09,0.0071925,,2/19/20 12:09,1.0305963,,2/19/20 12:09,3.156141758,,2/19/20 12:09,0.0463069,,2/19/20 12:09,0.0175312
2/19/20 12:18,0.0047014,,2/19/20 12:19,62.2766861,,2/19/20 12:18,0.0031902,,2/19/20 12:18,0.9731496,,2/19/20 12:18,0.0430559,,2/19/20 12:18,0.0145393,,2/19/20 12:18,0.0044493,,2/19/20 12:19,62.2766861,,2/19/20 12:18,0.0032206,,2/19/20 12:18,1.0132285,,2/19/20 12:19,3.156141758,,2/19/20 12:18,0.0446719,,2/19/20 12:18,0.0144765
2/19/20 12:29,0.0050967,,2/19/20 12:30,62.20332489,,2/19/20 12:29,0.0056951,,2/19/20 12:29,1.0176295,,2/19/20 12:29,0.0434395,,2/19/20 12:29,0.0175666,,2/19/20 12:29,0.0055716,,2/19/20 12:30,62.20332489,,2/19/20 12:29,0.0064067,,2/19/20 12:29,1.0264208,,2/19/20 12:30,3.156141758,,2/19/20 12:29,0.049905,,2/19/20 12:29,0.0137403
2/19/20 12:39,0.0059946,,2/19/20 12:40,62.46002045,,2/19/20 12:39,0.0035337,,2/19/20 12:39,0.9657781,,2/19/20 12:39,0.043367,,2/19/20 12:39,0.0147909,,2/19/20 12:39,0.0047733,,2/19/20 12:40,62.46002045,,2/19/20 12:39,0.0031315,,2/19/20 12:39,1.0446816,,2/19/20 12:40,3.156044006,,2/19/20 12:39,0.0492539,,2/19/20 12:39,0.0241392
2/19/20 12:49,0.0047818,,2/19/20 12:50,62.31334267,,2/19/20 12:49,0.0036527,,2/19/20 12:49,1.0210125,,2/19/20 12:49,0.0409452,,2/19/20 12:49,0.0144658,,2/19/20 12:49,0.0047196,,2/19/20 12:50,62.31334267,,2/19/20 12:49,0.0033396,,2/19/20 12:49,1.0348544,,2/19/20 12:50,3.155946255,,2/19/20 12:49,0.0541674,,2/19/20 12:49,0.0150358
2/19/20 12:59,0.0052306,,2/19/20 13:00,62.34999924,,2/19/20 12:59,0.0028273,,2/19/20 12:59,1.0005893,,2/19/20 12:59,0.0416484,,2/19/20 12:59,0.0177103,,2/19/20 12:59,0.0042811,,2/19/20 13:00,62.34999924,,2/19/20 12:59,0.0019586,,2/19/20 12:59,1.0113446,,2/19/20 13:00,3.155457735,,2/19/20 12:59,0.0525149,,2/19/20 12:59,0.0200847
2/19/20 13:09,0.0055669,,2/19/20 13:09,62.16666489,,2/19/20 13:09,0.0037637,,2/19/20 13:09,0.966321,,2/19/20 13:09,0.0455767,,2/19/20 13:09,0.0129496,,2/19/20 13:09,0.0040311,,2/19/20 13:09,62.16666489,,2/19/20 13:09,0.0022774,,2/19/20 13:09,1.0614998,,2/19/20 13:09,3.156044006,,2/19/20 13:09,0.0440376,,2/19/20 13:09,0.0161713
2/19/20 13:19,0.0050345,,2/19/20 13:19,62.38665924,,2/19/20 13:19,0.00401,,2/19/20 13:19,1.0084621,,2/19/20 13:19,0.0417496,,2/19/20 13:19,0.0165473,,2/19/20 13:19,0.0055937,,2/19/20 13:19,62.38665924,,2/19/20 13:19,0.0053468,,2/19/20 13:19,1.0185395,,2/19/20 13:19,3.155653238,,2/19/20 13:19,0.0459411,,2/19/20 13:19,0.0184292
2/19/20 13:28,0.0046389,,2/19/20 13:29,62.31334267,,2/19/20 13:28,0.0032293,,2/19/20 13:28,1.0032832,,2/19/20 13:28,0.0473479,,2/19/20 13:28,0.0183731,,2/19/20 13:28,0.0056911,,2/19/20 13:29,62.31334267,,2/19/20 13:28,0.0048662,,2/19/20 13:28,1.0386429,,2/19/20 13:29,3.155555487,,2/19/20 13:28,0.0488914,,2/19/20 13:28,0.0150544
2/19/20 13:39,0.0047598,,2/19/20 13:40,62.16666489,,2/19/20 13:39,0.0032402,,2/19/20 13:39,1.0020929,,2/19/20 13:39,0.0427503,,2/19/20 13:39,0.0112023,,2/19/20 13:39,0.0043108,,2/19/20 13:40,62.16666489,,2/19/20 13:39,0.003106,,2/19/20 13:39,1.0405861,,2/19/20 13:40,3.155848742,,2/19/20 13:39,0.0504872,,2/19/20 13:39,0.0167505
2/19/20 13:49,0.0061305,,2/19/20 13:50,62.20332489,,2/19/20 13:49,0.0051512,,2/19/20 13:49,0.9465661,,2/19/20 13:49,0.0599174,,2/19/20 13:49,0.0194487,,2/19/20 13:49,0.0051421,,2/19/20 13:50,62.20332489,,2/19/20 13:49,0.0026052,,2/19/20 13:49,1.0489629,,2/19/20 13:50,3.155848742,,2/19/20 13:49,0.0450321,,2/19/20 13:49,0.0190548
2/19/20 13:59,0.00503,,2/19/20 13:59,62.31334267,,2/19/20 13:59,0.003548,,2/19/20 13:59,0.9798112,,2/19/20 13:59,0.0496112,,2/19/20 13:59,0.0132645,,2/19/20 13:59,0.0043982,,2/19/20 13:59,62.31334267,,2/19/20 13:59,0.0040505,,2/19/20 13:59,1.0371254,,2/19/20 13:59,3.155457735,,2/19/20 13:59,0.0593859,,2/19/20 13:59,0.0153354
